agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,theft_male_under_10,theft_male_10_12,theft_male_13_14,theft_male_15,theft_male_16,theft_male_17,theft_male_18,theft_male_19,theft_male_20,theft_male_21,theft_male_22,theft_male_23,theft_male_24,theft_male_25_29,theft_male_30_34,theft_male_35_39,theft_male_40_44,theft_male_45_49,theft_male_50_54,theft_male_55_59,theft_male_60_64,theft_male_over_64,theft_female_under_10,theft_female_10_12,theft_female_13_14,theft_female_15,theft_female_16,theft_female_17,theft_female_18,theft_female_19,theft_female_20,theft_female_21,theft_female_22,theft_female_23,theft_female_24,theft_female_25_29,theft_female_30_34,theft_female_35_39,theft_female_40_44,theft_female_45_49,theft_female_50_54,theft_female_55_59,theft_female_60_64,theft_female_over_64,theft_adult_white,theft_adult_black,theft_adult_asian,theft_adult_indian,theft_juv_white,theft_juv_black,theft_juv_asian,theft_juv_indian,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Canby,1980,Oregon,OR,7642,OR00301,OR0030100,41,005,41005,14,1,13,11,3,1,10,0,10,0,1,2,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,3,1,2,3,0,1,2,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Gladstone,1980,Oregon,OR,9391,OR00303,OR0030300,41,005,41005,67,33,34,50,17,21,29,12,29,0,5,9,1,6,8,7,2,2,0,0,1,2,3,3,0,1,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,1,0,2,2,1,1,0,0,1,0,0,3,32,1,0,0,34,0,0,0,8,2,6,8,0,2,6,0,6,0,0,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0
Lake Oswego,1980,Oregon,OR,21119,OR00304,OR0030400,41,005,41005,56,23,33,39,17,13,26,10,26,0,2,3,8,3,10,1,5,0,0,0,2,0,2,2,0,1,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,2,0,0,1,1,1,1,1,3,0,0,0,23,0,0,0,33,0,0,0,7,3,4,7,0,3,4,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0
Milwaukie,1980,Oregon,OR,17834,OR00305,OR0030500,41,005,41005,94,44,50,82,12,37,44,7,44,1,1,6,14,10,13,8,6,3,3,1,3,0,2,5,2,1,1,1,1,0,0,0,2,0,0,1,2,1,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,43,1,0,0,50,0,0,0,12,1,11,7,5,1,6,0,6,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0
Molalla,1980,Oregon,OR,2988,OR00306,OR0030600,41,005,41005,30,12,18,22,8,10,12,2,12,0,2,2,2,4,2,1,0,0,1,2,1,0,2,0,1,0,0,0,0,1,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,0,0,17,1,0,0,6,1,5,5,1,1,4,0,4,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
Oregon City,1980,Oregon,OR,14641,OR00307,OR0030700,41,005,41005,251,129,122,162,89,89,72,40,72,1,7,10,14,20,21,18,10,11,6,6,5,7,6,4,4,4,2,2,0,1,3,0,9,15,6,11,8,1,1,3,0,1,3,1,3,4,3,3,3,5,3,4,2,128,1,0,0,122,0,0,0,15,6,9,14,1,5,9,1,9,0,0,0,1,5,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0
Sandy,1980,Oregon,OR,2892,OR00308,OR0030800,41,005,41005,57,15,42,44,13,10,33,5,33,1,3,7,8,6,9,0,1,1,1,4,0,1,1,0,0,0,1,0,0,0,0,1,0,5,1,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,15,0,0,0,42,0,0,0,9,5,4,7,2,5,2,0,2,0,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0
West Linn,1980,Oregon,OR,10621,OR00309,OR0030900,41,005,41005,19,8,11,14,5,7,7,1,7,0,2,1,3,0,1,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,4,0,4,3,1,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Clackamas State Police,1980,Oregon,OR,0,OR003SP,OR003SP00,41,005,41005,35,24,11,33,2,22,11,2,11,0,0,0,1,8,2,8,2,2,1,3,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,11,0,0,0,10,8,2,10,0,8,2,0,2,0,0,1,0,0,1,2,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0
Clatsop,1980,Oregon,OR,12125,OR00400,OR0040000,41,007,41007,4,3,1,2,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Astoria,1980,Oregon,OR,9996,OR00401,OR0040100,41,007,41007,81,52,29,57,24,35,22,17,22,0,5,1,4,6,6,4,1,5,2,4,1,2,8,5,1,1,0,0,0,1,0,0,1,1,1,2,2,7,1,1,3,0,1,1,1,1,0,0,0,1,0,0,0,50,1,0,1,28,0,0,1,8,3,5,6,2,3,3,0,3,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0
Gearhart,1980,Oregon,OR,964,OR00402,OR0040200,41,007,41007,3,1,2,3,0,1,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Seaside,1980,Oregon,OR,5185,OR00403,OR0040300,41,007,41007,52,17,35,44,8,14,30,3,30,0,5,12,2,2,9,2,2,1,2,1,1,0,1,2,0,1,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,17,0,0,0,33,0,1,1,16,11,5,14,2,11,3,0,3,0,0,1,0,2,0,0,0,2,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0
Warrenton,1980,Oregon,OR,2493,OR00404,OR0040400,41,007,41007,35,17,18,20,15,8,12,9,12,0,1,5,0,2,4,3,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,2,1,0,0,1,2,0,0,0,0,1,0,1,0,17,0,0,0,18,0,0,0,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Cannon Beach,1980,Oregon,OR,1188,OR00405,OR0040500,41,007,41007,6,4,2,6,0,4,2,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Clatsop State Police,1980,Oregon,OR,0,OR004SP,OR004SP00,41,007,41007,13,11,2,13,0,11,2,0,2,0,0,0,0,1,1,3,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,6,2,4,5,1,2,3,0,3,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0
Columbia,1980,Oregon,OR,20311,OR00500,OR0050000,41,009,41009,34,13,21,30,4,11,19,2,19,0,0,3,2,10,4,1,1,0,1,1,1,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,21,0,0,0,4,1,3,4,0,1,3,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Clatskanie,1980,Oregon,OR,1643,OR00501,OR0050100,41,009,41009,13,3,10,9,4,3,6,0,6,0,2,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rainier,1980,Oregon,OR,1694,OR00502,OR0050200,41,009,41009,19,4,15,12,7,2,9,2,9,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,15,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Saint Helens,1980,Oregon,OR,7066,OR00503,OR0050300,41,009,41009,96,36,60,75,21,24,45,12,45,6,7,10,5,7,16,4,4,4,4,0,0,0,2,1,2,1,1,0,1,0,0,1,6,0,0,2,0,0,0,1,1,1,0,0,1,1,2,0,0,2,1,0,2,36,0,0,0,60,0,0,0,7,3,4,7,0,3,4,0,4,0,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0
Scappoose,1980,Oregon,OR,3207,OR00504,OR0050400,41,009,41009,20,8,12,19,1,7,11,1,11,1,3,3,4,1,0,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,12,0,0,0,2,1,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Vernonia,1980,Oregon,OR,1788,OR00505,OR0050500,41,009,41009,7,3,4,6,1,3,3,0,3,0,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia State Police,1980,Oregon,OR,0,OR005SP,OR005SP00,41,009,41009,8,4,4,6,2,3,3,1,3,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,5,5,0,0,5,0,5,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Coos,1980,Oregon,OR,26240,OR00600,OR0060000,41,011,41011,54,35,19,50,4,33,16,2,16,1,0,4,4,6,2,7,2,4,4,1,3,2,7,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,33,0,0,2,18,0,0,1,31,21,10,24,7,16,8,5,8,0,0,4,2,1,1,1,2,1,0,0,1,2,6,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,21,0,0,0,10,0,0,0
Bandon,1980,Oregon,OR,2308,OR00601,OR0060100,41,011,41011,27,19,8,25,2,19,6,0,6,0,3,0,2,1,0,3,0,2,2,3,1,1,2,0,0,2,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,8,0,0,0,5,3,2,3,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0
Coos Bay,1980,Oregon,OR,14442,OR00602,OR0060200,41,011,41011,276,122,154,224,52,100,118,22,118,6,21,18,19,32,28,20,19,3,4,5,6,2,15,10,4,1,3,2,4,0,2,1,4,15,4,2,4,1,1,4,2,0,0,2,2,2,4,0,0,3,1,0,0,118,1,0,3,147,0,1,6,28,14,14,24,4,12,12,2,12,0,0,2,1,7,2,2,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,13,0,0,1
Coquille,1980,Oregon,OR,4478,OR00603,OR0060300,41,011,41011,41,19,22,27,14,10,17,9,17,0,0,7,5,4,1,1,1,0,0,1,2,0,2,1,0,1,1,0,0,0,0,0,0,2,2,0,1,2,1,1,0,0,1,0,1,0,1,2,0,0,0,0,0,19,0,0,0,22,0,0,0,2,1,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Eastside,1980,Oregon,OR,1590,OR00604,OR0060400,41,011,41011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
