agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,theft_male_under_10,theft_male_10_12,theft_male_13_14,theft_male_15,theft_male_16,theft_male_17,theft_male_18,theft_male_19,theft_male_20,theft_male_21,theft_male_22,theft_male_23,theft_male_24,theft_male_25_29,theft_male_30_34,theft_male_35_39,theft_male_40_44,theft_male_45_49,theft_male_50_54,theft_male_55_59,theft_male_60_64,theft_male_over_64,theft_female_under_10,theft_female_10_12,theft_female_13_14,theft_female_15,theft_female_16,theft_female_17,theft_female_18,theft_female_19,theft_female_20,theft_female_21,theft_female_22,theft_female_23,theft_female_24,theft_female_25_29,theft_female_30_34,theft_female_35_39,theft_female_40_44,theft_female_45_49,theft_female_50_54,theft_female_55_59,theft_female_60_64,theft_female_over_64,theft_adult_white,theft_adult_black,theft_adult_asian,theft_adult_indian,theft_juv_white,theft_juv_black,theft_juv_asian,theft_juv_indian,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Panama City,1980,Florida,FL,33100,FL00301,FL0030100,12,005,12005,574,386,188,325,249,229,95,157,95,1,7,15,17,28,28,25,28,20,19,18,7,21,41,17,10,6,6,4,4,2,1,0,12,20,15,24,21,23,12,13,10,10,9,8,18,11,11,14,6,6,2,2,2,232,150,3,1,146,40,2,0,26,12,14,24,2,11,13,1,13,0,0,1,7,4,1,0,3,0,0,0,1,1,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,14,0,0,0
Calloway,1980,Florida,FL,7020,FL00302,FL0030200,12,005,12005,7,5,2,7,0,5,2,0,2,0,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,0,2,1,1,2,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Cedar Grove,1980,Florida,FL,1098,FL00303,FL0030300,12,005,12005,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mexico Beach,1980,Florida,FL,625,FL00304,FL0030400,12,005,12005,4,3,1,4,0,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Springfield,1980,Florida,FL,7073,FL00305,FL0030500,12,005,12005,26,15,11,21,5,13,8,2,8,0,0,2,0,5,1,2,1,1,0,2,2,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,6,5,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Panama City Beach,1980,Florida,FL,2091,FL00306,FL0030600,12,005,12005,101,68,33,81,20,56,25,12,25,0,1,1,2,6,15,8,7,11,4,4,3,5,9,2,1,0,1,0,0,0,1,0,0,0,4,1,3,2,2,1,1,0,1,1,0,1,2,1,0,0,0,0,0,68,0,0,0,32,1,0,0,22,13,9,16,6,11,5,2,5,0,0,2,0,1,2,0,0,0,2,1,5,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,9,0,0,0
Lynn Haven,1980,Florida,FL,6224,FL00307,FL0030700,12,005,12005,12,9,3,11,1,8,2,1,2,1,1,0,1,0,0,1,0,2,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parker,1980,Florida,FL,4283,FL00326,FL0032600,12,005,12005,7,5,2,4,3,3,1,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay Co Div Beverage,1980,Florida,FL,0,FL003DB,FL003DB00,12,005,12005,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradford,1980,Florida,FL,14723,FL00400,FL0040000,12,007,12007,19,19,0,16,3,16,0,3,0,0,0,0,0,0,0,0,3,1,0,1,2,0,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,11,8,0,0,0,0,0,0,9,9,0,9,0,9,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0
Starke,1980,Florida,FL,5324,FL00401,FL0040100,12,007,12007,45,22,23,31,14,13,16,9,16,2,5,4,3,3,1,2,0,1,0,1,0,3,3,2,0,0,1,0,0,0,0,0,2,1,0,1,1,2,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,13,9,0,0,10,13,0,0,6,2,4,6,0,2,4,0,4,0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0
Brevard,1980,Florida,FL,110349,FL00500,FL0050000,12,009,12009,291,157,134,205,86,105,100,52,100,0,10,24,23,24,19,6,18,16,8,6,8,5,16,7,4,4,3,0,0,1,3,0,4,10,7,7,6,3,5,5,3,3,5,6,8,5,4,0,0,2,0,1,2,124,33,0,0,107,27,0,0,27,14,13,20,7,10,10,4,10,0,2,2,1,3,2,1,1,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,12,2,0,0,11,2,0,0
Cocoa,1980,Florida,FL,16021,FL00502,FL0050200,12,009,12009,76,27,49,61,15,18,40,9,40,3,2,12,11,8,7,0,3,3,2,0,0,2,5,0,1,0,1,0,1,0,0,0,0,1,2,2,1,0,1,1,0,2,0,2,1,1,0,0,1,0,0,0,0,16,11,0,0,31,18,0,0,16,2,14,16,0,2,14,0,14,0,0,3,3,5,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,3,0,0
Cocoa Beach,1980,Florida,FL,10890,FL00503,FL0050300,12,009,12009,52,36,16,49,3,34,15,2,15,0,1,3,2,3,6,1,2,2,7,3,2,5,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,16,0,0,0,9,2,7,6,3,1,5,1,5,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0
Indialantic,1980,Florida,FL,2924,FL00505,FL0050500,12,009,12009,7,4,3,7,0,4,3,0,3,0,0,1,0,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Indian Harbour Beach,1980,Florida,FL,5974,FL00506,FL0050600,12,009,12009,37,12,25,33,4,12,20,0,20,1,3,2,8,5,2,1,4,0,1,0,0,1,1,3,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melbourne,1980,Florida,FL,45986,FL00507,FL0050700,12,009,12009,450,248,202,268,182,145,122,103,122,1,13,30,25,31,23,17,20,15,12,11,5,5,19,6,9,3,2,2,3,5,11,0,4,20,13,18,24,17,14,8,7,3,3,4,13,7,5,4,7,1,1,7,2,173,69,6,0,148,54,0,0,18,5,13,14,4,4,10,1,10,0,0,1,3,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,12,1,0,0
Melbourne Beach,1980,Florida,FL,2648,FL00508,FL0050800,12,009,12009,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Rockledge,1980,Florida,FL,11735,FL00509,FL0050900,12,009,12009,117,56,61,85,32,40,42,16,42,3,7,16,7,7,5,7,5,3,1,3,1,2,7,3,1,3,2,1,1,0,0,3,0,2,5,3,3,3,0,1,2,3,1,0,1,1,1,0,2,0,0,0,1,29,27,0,0,22,39,0,0,2,1,1,2,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Satellite Beach,1980,Florida,FL,9149,FL00510,FL0051000,12,009,12009,40,8,32,32,8,6,26,2,26,0,3,11,2,8,2,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,26,6,0,0,5,2,3,5,0,2,3,0,3,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
Titusville,1980,Florida,FL,31738,FL00511,FL0051100,12,009,12009,265,130,135,197,68,91,102,39,102,4,8,26,23,24,21,18,11,5,5,2,8,1,16,8,6,0,2,1,0,4,4,0,3,5,8,8,5,7,2,2,1,2,0,2,3,1,5,5,2,0,2,3,2,95,32,3,0,107,28,0,0,22,16,6,20,2,14,6,2,6,0,0,5,0,1,0,1,2,2,2,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,6,0,0,0
Palm Bay,1980,Florida,FL,18015,FL00512,FL0051200,12,009,12009,66,23,43,48,18,18,28,5,28,2,3,6,4,8,7,1,4,4,2,0,0,1,2,0,1,1,1,1,0,0,0,0,3,7,0,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,4,1,0,41,2,0,0,9,2,7,8,1,1,7,1,7,0,0,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,0,0
West Melbourne,1980,Florida,FL,5052,FL00516,FL0051600,12,009,12009,12,9,3,11,1,9,2,0,2,0,0,0,1,0,1,2,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,8,1,7,8,0,1,7,0,7,0,0,0,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0
Broward,1980,Florida,FL,193234,FL00600,FL0060000,12,011,12011,946,468,478,567,379,266,292,202,292,9,48,92,44,67,41,31,25,15,20,21,14,17,45,27,17,8,5,3,6,1,11,3,18,42,34,42,38,20,8,11,6,19,13,9,31,21,12,8,6,5,6,9,18,281,185,2,0,214,264,0,0,37,15,22,34,3,15,19,0,19,0,2,5,4,5,3,5,0,1,1,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,14,8,0,0
Dania,1980,Florida,FL,11862,FL00601,FL0060100,12,011,12011,15,15,0,8,7,8,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,6,6,0,5,1,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0
Deerfield Beach,1980,Florida,FL,31468,FL00602,FL0060200,12,011,12011,167,113,54,126,41,79,45,34,45,2,4,10,12,11,8,6,6,3,3,4,5,4,11,2,1,1,4,1,0,8,20,1,2,1,1,1,1,1,1,1,3,1,1,0,3,1,2,0,1,0,2,6,11,81,32,0,0,14,40,0,0,8,7,1,8,0,7,1,0,1,0,0,0,1,0,0,2,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0
Fort Lauderdale,1980,Florida,FL,154035,FL00603,FL0060300,12,011,12011,1223,861,362,955,268,678,269,183,269,8,24,54,41,53,97,1,3,3,2,2,4,3,16,20,25,45,86,119,203,143,3,0,13,18,8,15,31,1,3,1,0,1,2,2,8,4,12,11,18,22,53,45,0,613,244,2,2,174,188,0,0,70,35,35,63,7,30,33,5,33,0,3,3,4,9,14,0,0,0,0,0,0,0,0,0,0,0,3,11,8,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,21,14,0,0,12,23,0,0
Hallandale,1980,Florida,FL,36772,FL00604,FL0060400,12,011,12011,154,77,77,110,44,62,45,15,45,3,7,15,5,9,9,8,6,4,5,1,2,5,11,4,5,2,2,4,2,1,0,0,6,7,7,5,4,2,1,0,0,0,3,1,1,2,0,1,0,1,0,3,0,49,28,0,0,41,36,0,0,18,10,8,16,2,8,7,2,7,1,2,2,1,1,1,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,4,0,0,3,5,0,0
