agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,theft_male_under_10,theft_male_10_12,theft_male_13_14,theft_male_15,theft_male_16,theft_male_17,theft_male_18,theft_male_19,theft_male_20,theft_male_21,theft_male_22,theft_male_23,theft_male_24,theft_male_25_29,theft_male_30_34,theft_male_35_39,theft_male_40_44,theft_male_45_49,theft_male_50_54,theft_male_55_59,theft_male_60_64,theft_male_over_64,theft_female_under_10,theft_female_10_12,theft_female_13_14,theft_female_15,theft_female_16,theft_female_17,theft_female_18,theft_female_19,theft_female_20,theft_female_21,theft_female_22,theft_female_23,theft_female_24,theft_female_25_29,theft_female_30_34,theft_female_35_39,theft_female_40_44,theft_female_45_49,theft_female_50_54,theft_female_55_59,theft_female_60_64,theft_female_over_64,theft_adult_white,theft_adult_black,theft_adult_asian,theft_adult_indian,theft_juv_white,theft_juv_black,theft_juv_asian,theft_juv_indian,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Jefferson,1980,Alabama,AL,172148,AL00100,AL0010000,01,073,01073,165,103,62,151,14,95,56,8,56,0,6,8,8,19,15,13,17,7,5,6,4,5,16,10,5,1,5,1,0,0,0,0,1,1,1,1,2,1,1,0,0,0,2,0,1,1,1,0,0,1,0,0,0,75,28,0,0,54,8,0,0,47,25,22,45,2,25,20,0,20,0,0,2,5,5,8,4,2,2,5,2,1,2,3,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,19,3,0,0
Bessemer,1980,Alabama,AL,31509,AL00101,AL0010100,01,073,01073,269,198,71,181,88,121,60,77,60,0,20,10,8,7,15,9,12,5,7,3,9,5,32,13,13,2,5,0,2,1,3,0,1,3,3,2,2,5,8,11,1,5,3,3,17,7,3,5,4,2,1,2,0,63,135,0,0,8,63,0,0,12,6,6,12,0,6,6,0,6,0,1,0,0,3,2,1,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,4,2,0,0
Birmingham,1980,Alabama,AL,282081,AL00102,AL0010200,01,073,01073,1163,669,494,895,268,488,399,181,399,8,32,81,62,114,110,44,41,28,25,41,27,32,120,56,30,15,3,13,5,3,5,1,8,18,14,28,18,18,21,17,13,13,9,11,32,22,7,4,7,0,0,4,3,163,506,0,0,158,336,0,0,168,118,50,150,18,101,49,17,49,0,0,7,11,13,18,14,7,11,7,4,4,5,24,13,5,4,1,2,0,0,0,0,0,0,1,0,0,1,2,1,0,1,2,1,4,5,0,0,0,0,0,0,0,28,90,0,0,5,45,0,0
Mountain Brook,1980,Alabama,AL,18221,AL00103,AL0010300,01,073,01073,95,82,13,55,40,50,5,32,5,0,0,1,2,2,0,0,5,3,5,4,4,5,6,11,4,1,0,1,0,0,1,0,0,0,2,4,2,4,3,4,1,1,2,1,8,1,0,2,1,1,1,1,1,44,38,0,0,12,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fairfield,1980,Alabama,AL,12978,AL00104,AL0010400,01,073,01073,144,135,9,94,50,90,4,45,4,0,0,1,2,0,1,8,7,8,4,7,2,5,27,12,3,3,2,1,1,0,0,0,0,0,1,3,1,0,1,5,2,3,3,0,12,4,4,0,4,4,1,1,1,28,107,0,0,4,5,0,0,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
Gardendale,1980,Alabama,AL,7828,AL00105,AL0010500,01,073,01073,46,40,6,31,15,25,6,15,6,0,0,0,1,4,1,8,1,1,5,0,0,0,0,4,2,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,2,2,1,0,0,2,2,0,1,31,9,0,0,6,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Leeds,1980,Alabama,AL,8623,AL00106,AL0010600,01,073,01073,29,26,3,26,3,23,3,3,3,0,0,0,0,2,1,8,1,4,1,2,2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,18,8,0,0,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Midfield,1980,Alabama,AL,6574,AL00107,AL0010700,01,073,01073,125,111,14,90,35,80,10,31,10,0,2,1,1,4,2,2,3,6,7,5,3,5,14,10,8,2,5,4,2,3,1,0,0,0,1,3,0,0,1,2,2,3,1,1,11,2,3,2,0,3,0,0,0,44,67,0,0,6,8,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tarrant City,1980,Alabama,AL,8018,AL00108,AL0010800,01,073,01073,47,35,12,39,8,27,12,8,12,0,1,2,3,3,3,3,0,1,3,1,1,2,9,2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,3,0,0,0,0,0,0,1,0,14,21,0,0,9,3,0,0,6,5,1,6,0,5,1,0,1,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
Vestavia Hills,1980,Alabama,AL,15655,AL00109,AL0010900,01,073,01073,11,11,0,6,5,6,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
