agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,theft_male_under_10,theft_male_10_12,theft_male_13_14,theft_male_15,theft_male_16,theft_male_17,theft_male_18,theft_male_19,theft_male_20,theft_male_21,theft_male_22,theft_male_23,theft_male_24,theft_male_25_29,theft_male_30_34,theft_male_35_39,theft_male_40_44,theft_male_45_49,theft_male_50_54,theft_male_55_59,theft_male_60_64,theft_male_over_64,theft_female_under_10,theft_female_10_12,theft_female_13_14,theft_female_15,theft_female_16,theft_female_17,theft_female_18,theft_female_19,theft_female_20,theft_female_21,theft_female_22,theft_female_23,theft_female_24,theft_female_25_29,theft_female_30_34,theft_female_35_39,theft_female_40_44,theft_female_45_49,theft_female_50_54,theft_female_55_59,theft_female_60_64,theft_female_over_64,theft_adult_white,theft_adult_black,theft_adult_asian,theft_adult_indian,theft_juv_white,theft_juv_black,theft_juv_asian,theft_juv_indian,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Fort Fairfield,1980,Maine,ME,4369,ME00202,ME0020200,23,003,23003,23,8,15,20,3,8,11,0,11,1,0,0,4,3,4,0,0,2,1,1,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,15,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Fort Kent,1980,Maine,ME,4831,ME00203,ME0020300,23,003,23003,23,13,10,21,2,12,9,1,9,0,0,0,1,3,5,5,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houlton,1980,Maine,ME,6753,ME00204,ME0020400,23,003,23003,112,52,60,95,17,45,47,7,47,3,1,9,15,11,11,10,10,8,4,4,1,2,1,1,1,3,0,0,0,0,0,1,1,4,0,3,1,2,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,40,0,0,12,58,0,0,2,9,6,3,8,1,6,2,0,2,0,0,1,0,0,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0,1
Madawaska,1980,Maine,ME,5274,ME00205,ME0020500,23,003,23003,101,71,30,51,50,30,20,41,20,1,0,1,6,5,8,5,3,2,1,2,2,4,1,4,0,3,0,1,0,1,1,0,0,0,2,3,4,5,3,1,1,3,3,2,2,2,3,3,3,2,3,2,3,71,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Presque Isle,1980,Maine,ME,11171,ME00206,ME0020600,23,003,23003,124,82,42,91,33,62,28,20,28,1,1,10,3,9,5,17,11,8,4,2,3,1,4,3,1,2,3,2,1,0,0,0,1,2,5,2,3,4,1,1,1,1,2,0,4,0,2,1,2,0,0,1,0,82,0,0,0,42,0,0,0,9,4,5,8,1,3,5,1,5,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0
Van Buren,1980,Maine,ME,3557,ME00207,ME0020700,23,003,23003,32,19,13,23,9,15,5,4,5,3,2,0,1,2,0,3,2,0,4,1,0,0,1,1,0,0,1,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,16,3,0,0,13,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Ashland,1980,Maine,ME,1867,ME00208,ME0020800,23,003,23003,5,2,3,5,0,2,3,0,3,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Limestone,1980,Maine,ME,8708,ME00210,ME0021000,23,003,23003,14,5,9,14,0,5,8,0,8,1,2,1,2,3,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,4,2,2,4,0,2,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Washburn,1980,Maine,ME,2024,ME00216,ME0021600,23,003,23003,10,2,8,10,0,2,8,0,8,0,2,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,0,4,1,3,4,0,1,3,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Aroostook State Police,1980,Maine,ME,0,ME002SP,ME002SP00,23,003,23003,73,55,18,71,2,53,18,2,18,0,0,6,3,0,9,7,12,4,6,3,2,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,16,0,0,2,16,12,4,16,0,12,4,0,4,0,0,1,0,2,1,4,0,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0
Cumberland,1980,Maine,ME,30402,ME00300,ME0030000,23,005,23005,77,27,50,69,8,24,44,3,44,1,0,4,4,2,34,3,1,7,1,2,1,0,1,3,3,1,1,0,0,0,0,0,0,4,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1,50,0,0,0,25,8,17,25,0,8,17,0,17,0,0,1,5,6,5,2,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,17,0,0,0
Brunswick,1980,Maine,ME,17392,ME00301,ME0030100,23,005,23005,185,81,104,127,58,62,58,19,58,7,8,17,9,8,16,11,8,4,7,2,4,5,6,3,1,1,2,4,3,1,0,1,5,14,11,4,4,3,4,1,2,1,0,0,2,0,2,0,2,0,2,0,0,78,3,0,0,103,1,0,0,9,1,8,9,0,1,8,0,8,0,2,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0
Cape Elizabeth,1980,Maine,ME,7822,ME00302,ME0030200,23,005,23005,12,10,2,11,1,9,2,1,2,0,1,1,0,0,0,1,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,3,1,2,3,0,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Falmouth,1980,Maine,ME,6849,ME00303,ME0030300,23,005,23005,19,14,5,18,1,13,5,1,5,0,0,0,1,1,3,4,6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Gorham,1980,Maine,ME,10099,ME00304,ME0030400,23,005,23005,18,5,13,18,0,5,13,0,13,0,0,5,3,2,3,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,3,2,1,3,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Portland,1980,Maine,ME,61575,ME00305,ME0030500,23,005,23005,644,309,335,519,125,244,251,65,251,24,36,75,39,36,65,29,35,26,15,16,9,8,33,18,10,11,12,9,8,3,2,4,11,10,13,10,12,7,5,7,3,4,4,2,9,1,5,6,1,4,1,3,3,301,7,1,0,324,8,0,3,67,41,26,65,2,39,26,2,26,0,0,0,9,8,9,6,4,5,8,2,2,1,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1,26,0,0,0
South Portland,1980,Maine,ME,22599,ME00306,ME0030600,23,005,23005,387,166,221,243,144,111,128,55,128,4,14,50,16,23,25,12,9,7,17,10,6,5,17,6,4,8,2,5,1,0,2,1,7,20,27,18,16,6,5,3,8,3,5,0,9,7,2,3,2,0,1,0,1,166,0,0,0,220,1,0,0,6,2,4,4,2,1,3,1,3,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0
Scarborough,1980,Maine,ME,11383,ME00307,ME0030700,23,005,23005,91,51,40,63,28,33,29,18,29,1,0,5,9,8,7,5,1,2,3,0,1,1,3,4,5,1,1,1,3,0,2,0,0,1,3,2,4,0,0,2,3,1,0,1,2,0,1,3,1,2,1,1,0,50,1,0,0,40,0,0,0,12,6,6,10,2,6,4,0,4,0,0,0,0,2,2,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0
Westbrook,1980,Maine,ME,14955,ME00308,ME0030800,23,005,23005,201,87,114,187,14,84,100,3,100,3,16,27,21,19,17,22,19,13,3,5,4,3,2,7,0,2,2,1,1,0,0,0,0,3,4,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,87,0,0,0,113,1,0,0,10,4,6,8,2,4,4,0,4,0,0,1,2,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,1
Bridgton,1980,Maine,ME,3521,ME00309,ME0030900,23,005,23005,35,13,22,29,6,13,16,0,16,0,0,1,9,4,2,7,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,22,0,0,0,5,2,3,4,1,2,2,0,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
Cumberland,1980,Maine,ME,5272,ME00310,ME0031000,23,005,23005,13,4,9,12,1,4,7,0,7,1,0,1,4,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,5,3,2,5,0,3,2,0,2,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0
Freeport,1980,Maine,ME,5859,ME00311,ME0031100,23,005,23005,29,19,10,22,7,12,10,7,10,0,0,3,2,3,2,3,0,0,0,0,1,0,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,1,0,0,0,0,0,0,19,0,0,0,10,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Yarmouth,1980,Maine,ME,6600,ME00314,ME0031400,23,005,23005,42,23,19,41,1,22,18,1,18,1,1,6,2,6,3,4,3,6,1,1,0,0,2,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,18,1,0,0,8,4,4,8,0,4,3,0,3,1,0,1,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
Windham,1980,Maine,ME,11238,ME00315,ME0031500,23,005,23005,17,13,4,11,6,7,4,6,4,0,0,1,2,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,13,0,0,0,4,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
U Of M-portland-gorham,1980,Maine,ME,0,ME00318,ME0031800,23,005,23005,17,12,5,15,2,10,5,2,5,0,0,0,3,1,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Cumberland State Police,1980,Maine,ME,0,ME003SP,ME003SP00,23,005,23005,34,26,8,32,2,24,8,2,8,0,1,0,4,2,1,2,2,2,3,2,1,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,8,0,0,0,13,7,6,12,1,7,5,0,5,0,0,0,0,5,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0
Franklin,1980,Maine,ME,10861,ME00400,ME0040000,23,007,23007,22,9,13,20,2,9,11,0,11,0,1,0,2,4,4,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmington,1980,Maine,ME,6710,ME00401,ME0040100,23,007,23007,42,23,19,30,12,14,15,9,15,1,4,3,2,3,3,3,3,4,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,3,2,0,0,0,0,3,1,0,0,0,0,0,0,0,23,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay,1980,Maine,ME,5068,ME00402,ME0040200,23,007,23007,6,1,5,6,0,1,5,0,5,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
