agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Jaffrey,1980,New Hampshire,NH,4361,NH00316,NH0031600,33,005,33005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keene,1980,New Hampshire,NH,21385,NH00318,NH0031800,33,005,33005,44,28,16,43,1,27,16,1,16,0,1,3,2,6,4,6,3,4,2,3,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,16,0,0,0
Rindge,1980,New Hampshire,NH,3338,NH00328,NH0032800,33,005,33005,12,4,8,12,0,4,8,0,8,0,0,0,2,2,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0
Swanzey,1980,New Hampshire,NH,5179,NH00338,NH0033800,33,005,33005,3,1,2,3,0,1,2,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Troy,1980,New Hampshire,NH,2128,NH00340,NH0034000,33,005,33005,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Winchester,1980,New Hampshire,NH,3440,NH00346,NH0034600,33,005,33005,9,4,5,9,0,4,5,0,5,0,1,1,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0
Berlin,1980,New Hampshire,NH,13090,NH00406,NH0040600,33,007,33007,19,4,15,15,4,3,12,1,12,0,0,4,2,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0
Gorham,1980,New Hampshire,NH,3313,NH00430,NH0043000,33,007,33007,4,0,4,3,1,0,3,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Lancaster,1980,New Hampshire,NH,3392,NH00438,NH0043800,33,007,33007,10,7,3,9,1,6,3,1,3,0,0,2,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0
Whitefield,1980,New Hampshire,NH,1672,NH00470,NH0047000,33,007,33007,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Grafton,1980,New Hampshire,NH,0,NH00500,NH0050000,33,009,33009,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ashland,1980,New Hampshire,NH,1798,NH00504,NH0050400,33,009,33009,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Bridgewater,1980,New Hampshire,NH,605,NH00512,NH0051200,33,009,33009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol,1980,New Hampshire,NH,2178,NH00514,NH0051400,33,009,33009,5,3,2,4,1,2,2,1,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0
Enfield,1980,New Hampshire,NH,3171,NH00526,NH0052600,33,009,33009,16,13,3,15,1,12,3,1,3,0,0,0,2,0,1,5,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0
Hanover,1980,New Hampshire,NH,9089,NH00534,NH0053400,33,009,33009,4,0,4,4,0,0,4,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Haverhill,1980,New Hampshire,NH,3444,NH00536,NH0053600,33,009,33009,4,1,3,4,0,1,2,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Holderness,1980,New Hampshire,NH,1581,NH00538,NH0053800,33,009,33009,5,3,2,5,0,3,2,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0
Lebanon,1980,New Hampshire,NH,11145,NH00544,NH0054400,33,009,33009,34,9,25,33,1,9,24,0,24,0,2,6,8,6,2,5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,25,0,0,0
Lincoln,1980,New Hampshire,NH,1313,NH00546,NH0054600,33,009,33009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleton,1980,New Hampshire,NH,5554,NH00550,NH0055000,33,009,33009,10,4,6,9,1,3,6,1,6,0,0,1,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0
Plymouth,1980,New Hampshire,NH,5107,NH00566,NH0056600,33,009,33009,12,12,0,11,1,11,0,1,0,0,0,0,0,0,0,2,1,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
Waterville Valley,1980,New Hampshire,NH,181,NH00576,NH0057600,33,009,33009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodstock,1980,New Hampshire,NH,1001,NH00580,NH0058000,33,009,33009,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Amherst,1980,New Hampshire,NH,8256,NH00602,NH0060200,33,011,33011,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Bedford,1980,New Hampshire,NH,9504,NH00606,NH0060600,33,011,33011,32,5,27,32,0,5,26,0,26,1,1,11,6,3,5,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,27,0,0,0
Goffstown,1980,New Hampshire,NH,11319,NH00616,NH0061600,33,011,33011,21,11,10,21,0,11,10,0,10,0,1,0,1,7,1,4,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0
Greenville,1980,New Hampshire,NH,1982,NH00620,NH0062000,33,011,33011,4,3,1,4,0,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
Hillsboro,1980,New Hampshire,NH,3431,NH00624,NH0062400,33,011,33011,2,1,1,2,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Hollis,1980,New Hampshire,NH,4681,NH00626,NH0062600,33,011,33011,13,6,7,12,1,5,7,1,7,0,0,0,5,1,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0
Hudson,1980,New Hampshire,NH,13977,NH00628,NH0062800,33,011,33011,55,17,38,50,5,16,34,1,34,0,3,9,8,11,3,3,4,3,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,38,0,0,0
Litchfield,1980,New Hampshire,NH,4157,NH00630,NH0063000,33,011,33011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester,1980,New Hampshire,NH,90757,NH00634,NH0063400,33,011,33011,248,123,125,237,11,117,118,6,118,2,8,26,30,28,26,12,15,22,14,10,9,7,17,6,3,1,0,0,1,0,0,0,0,0,1,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,123,0,0,0,125,0,0,0
Merrimack,1980,New Hampshire,NH,15437,NH00640,NH0064000,33,011,33011,55,6,49,54,1,6,48,0,48,0,1,10,24,3,10,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,49,0,0,0
Milford,1980,New Hampshire,NH,8661,NH00642,NH0064200,33,011,33011,13,10,3,12,1,9,3,1,3,0,0,0,0,2,1,0,2,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0
Nashua,1980,New Hampshire,NH,67817,NH00646,NH0064600,33,011,33011,281,92,189,249,32,79,168,13,168,2,9,33,43,41,42,20,12,18,6,6,4,2,5,4,0,1,0,1,0,0,0,0,4,3,4,5,3,3,1,4,1,1,1,2,0,0,0,0,0,0,0,0,0,92,0,0,0,189,0,0,0
Pelham,1980,New Hampshire,NH,8086,NH00652,NH0065200,33,011,33011,7,3,4,4,3,3,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0
Peterborough,1980,New Hampshire,NH,4897,NH00654,NH0065400,33,011,33011,2,0,2,2,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Wilton,1980,New Hampshire,NH,2669,NH00662,NH0066200,33,011,33011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merrimack,1980,New Hampshire,NH,0,NH00700,NH0070000,33,013,33013,3,1,2,3,0,1,2,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Allenstown,1980,New Hampshire,NH,4393,NH00702,NH0070200,33,013,33013,10,4,6,10,0,4,6,0,6,0,0,2,4,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0
Boscawen,1980,New Hampshire,NH,3419,NH00706,NH0070600,33,013,33013,9,5,4,8,1,5,3,0,3,0,0,2,0,1,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0
Bow,1980,New Hampshire,NH,4014,NH00708,NH0070800,33,013,33013,9,5,4,9,0,5,4,0,4,0,0,0,1,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0
Concord,1980,New Hampshire,NH,30360,NH00716,NH0071600,33,013,33013,83,61,22,74,9,59,15,2,15,0,1,5,3,0,6,13,4,22,2,1,4,3,5,4,0,0,0,1,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,1,0,0,22,0,0,0
Franklin,1980,New Hampshire,NH,7906,NH00724,NH0072400,33,013,33013,9,7,2,9,0,7,2,0,2,0,0,0,2,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0
Hooksett,1980,New Hampshire,NH,7293,NH00730,NH0073000,33,013,33013,10,7,3,10,0,7,3,0,3,0,0,0,1,0,2,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,3,0,0,0
Hopkinton,1980,New Hampshire,NH,3841,NH00732,NH0073200,33,013,33013,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Loudon,1980,New Hampshire,NH,2439,NH00734,NH0073400,33,013,33013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New London,1980,New Hampshire,NH,2893,NH00738,NH0073800,33,013,33013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northfield,1980,New Hampshire,NH,3041,NH00740,NH0074000,33,013,33013,11,5,6,11,0,5,6,0,6,0,0,4,2,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0
Pembroke,1980,New Hampshire,NH,4856,NH00742,NH0074200,33,013,33013,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Pittsfield,1980,New Hampshire,NH,2877,NH00744,NH0074400,33,013,33013,4,2,2,4,0,2,2,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Rockingham,1980,New Hampshire,NH,0,NH00800,NH0080000,33,015,33015,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Derry,1980,New Hampshire,NH,18799,NH00816,NH0081600,33,015,33015,75,19,56,70,5,16,48,3,48,6,2,17,12,11,6,1,6,2,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,55,1,0,0
Epping,1980,New Hampshire,NH,3405,NH00820,NH0082000,33,015,33015,2,0,2,2,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Exeter,1980,New Hampshire,NH,10983,NH00822,NH0082200,33,015,33015,52,5,47,52,0,5,47,0,47,0,0,9,1,30,7,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,47,0,0,0
Hampstead,1980,New Hampshire,NH,3784,NH00828,NH0082800,33,015,33015,6,1,5,6,0,1,5,0,5,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
Hampton,1980,New Hampshire,NH,10437,NH00830,NH0083000,33,015,33015,35,14,21,25,10,12,13,2,13,0,1,3,0,7,2,0,0,0,4,1,1,0,1,4,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,19,0,0,2
Kingston,1980,New Hampshire,NH,4071,NH00836,NH0083600,33,015,33015,6,1,5,5,1,1,4,0,4,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
Londonderry,1980,New Hampshire,NH,13522,NH00838,NH0083800,33,015,33015,45,9,36,42,3,9,33,0,33,0,5,4,5,8,11,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,36,0,0,0
Newington,1980,New Hampshire,NH,718,NH00844,NH0084400,33,015,33015,6,1,5,6,0,1,2,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
Newmarket,1980,New Hampshire,NH,4292,NH00846,NH0084600,33,015,33015,3,1,2,3,0,1,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
