agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,agg_assault_male_under_10,agg_assault_male_10_12,agg_assault_male_13_14,agg_assault_male_15,agg_assault_male_16,agg_assault_male_17,agg_assault_male_18,agg_assault_male_19,agg_assault_male_20,agg_assault_male_21,agg_assault_male_22,agg_assault_male_23,agg_assault_male_24,agg_assault_male_25_29,agg_assault_male_30_34,agg_assault_male_35_39,agg_assault_male_40_44,agg_assault_male_45_49,agg_assault_male_50_54,agg_assault_male_55_59,agg_assault_male_60_64,agg_assault_male_over_64,agg_assault_female_under_10,agg_assault_female_10_12,agg_assault_female_13_14,agg_assault_female_15,agg_assault_female_16,agg_assault_female_17,agg_assault_female_18,agg_assault_female_19,agg_assault_female_20,agg_assault_female_21,agg_assault_female_22,agg_assault_female_23,agg_assault_female_24,agg_assault_female_25_29,agg_assault_female_30_34,agg_assault_female_35_39,agg_assault_female_40_44,agg_assault_female_45_49,agg_assault_female_50_54,agg_assault_female_55_59,agg_assault_female_60_64,agg_assault_female_over_64,agg_assault_adult_white,agg_assault_adult_black,agg_assault_adult_asian,agg_assault_adult_indian,agg_assault_juv_white,agg_assault_juv_black,agg_assault_juv_asian,agg_assault_juv_indian
Darien,1980,Connecticut,CT,18808,CT00035,CT0003500,09,001,09001,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Derby,1980,Connecticut,CT,12184,CT00037,CT0003700,09,009,09009,17,17,0,14,3,14,0,3,0,0,0,0,0,0,0,3,0,2,0,1,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
East Hampton,1980,Connecticut,CT,8584,CT00042,CT0004200,09,007,09007,8,7,1,8,0,7,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0
East Hartford,1980,Connecticut,CT,52554,CT00043,CT0004300,09,003,09003,34,27,7,32,2,25,7,2,7,0,1,3,0,2,1,1,1,3,2,0,4,3,3,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22,5,0,0,6,1,0,0
East Haven Town,1980,Connecticut,CT,24978,CT00044,CT0004400,09,009,09009,19,15,4,18,1,15,3,0,3,0,0,0,1,0,2,2,1,2,1,0,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,1,0,0
Easton,1980,Connecticut,CT,5931,CT00046,CT0004600,09,001,09001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Windsor,1980,Connecticut,CT,8944,CT00047,CT0004700,09,003,09003,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Enfield,1980,Connecticut,CT,42709,CT00049,CT0004900,09,003,09003,102,78,24,92,10,70,22,8,22,0,1,6,3,6,6,13,6,4,4,7,5,3,9,6,5,4,1,2,0,1,0,0,0,1,0,0,1,1,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,74,4,0,0,24,0,0,0
Fairfield,1980,Connecticut,CT,54699,CT00051,CT0005100,09,001,09001,15,12,3,12,3,10,2,2,2,0,0,0,0,1,1,1,3,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0
Farmington,1980,Connecticut,CT,16410,CT00052,CT0005200,09,003,09003,4,3,1,4,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0
Glastonbury,1980,Connecticut,CT,24276,CT00054,CT0005400,09,003,09003,16,11,5,14,2,10,4,1,4,0,0,1,0,3,0,0,1,0,0,1,1,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,0,1,5,0,0,0
Granby,1980,Connecticut,CT,7935,CT00056,CT0005600,09,003,09003,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Greenwich,1980,Connecticut,CT,58667,CT00057,CT0005700,09,001,09001,30,26,4,27,3,23,4,3,4,0,0,0,0,0,4,2,3,3,2,1,2,0,2,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,23,3,0,0,4,0,0,0
Jewett City,1980,Connecticut,CT,3290,CT00058,CT0005800,09,011,09011,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Groton City,1980,Connecticut,CT,10091,CT00059,CT0005900,09,011,09011,11,10,1,11,0,10,1,0,1,0,0,0,1,0,0,0,0,1,0,1,2,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,0,0
Guilford,1980,Connecticut,CT,17729,CT00060,CT0006000,09,009,09009,24,20,4,24,0,20,4,0,4,0,0,0,0,2,2,1,3,2,1,2,1,1,3,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,4,0,0,0
Hamden,1980,Connecticut,CT,51015,CT00062,CT0006200,09,009,09009,4,4,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
Danielson,1980,Connecticut,CT,4557,CT00069,CT0006900,09,015,09015,14,12,2,14,0,12,2,0,2,0,2,0,0,0,0,0,3,0,3,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,2,0,0,0
Madison Town,1980,Connecticut,CT,13925,CT00076,CT0007600,09,009,09009,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Manchester,1980,Connecticut,CT,49802,CT00077,CT0007700,09,003,09003,17,11,6,17,0,11,6,0,6,0,0,3,1,1,1,0,3,1,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,2,0,0
Meriden,1980,Connecticut,CT,56506,CT00080,CT0008000,09,009,09009,11,10,1,10,1,9,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,0
Middlebury,1980,Connecticut,CT,5927,CT00081,CT0008100,09,009,09009,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Middletown,1980,Connecticut,CT,39030,CT00083,CT0008300,09,007,09007,68,47,21,64,4,47,17,0,17,0,2,5,4,4,2,5,0,3,3,4,5,2,12,6,4,1,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,0,0,11,10,0,0
Milford,1980,Connecticut,CT,50886,CT00084,CT0008400,09,009,09009,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0
Monroe,1980,Connecticut,CT,13952,CT00085,CT0008500,09,001,09001,15,10,5,15,0,10,5,0,5,0,1,1,0,0,3,2,0,1,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,5,0,0,0
Naugatuck,1980,Connecticut,CT,26157,CT00088,CT0008800,09,009,09009,7,3,4,6,1,3,3,0,3,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0
New Britain,1980,Connecticut,CT,73674,CT00089,CT0008900,09,003,09003,23,18,5,20,3,16,1,2,1,3,0,0,1,0,0,0,2,1,0,1,1,0,4,2,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,6,0,0,3,2,0,0
New Canaan,1980,Connecticut,CT,17845,CT00090,CT0009000,09,001,09001,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0
New Haven,1980,Connecticut,CT,125787,CT00093,CT0009300,09,009,09009,400,331,69,322,78,267,55,64,55,0,1,12,17,8,17,11,20,17,27,15,15,11,60,35,18,15,8,5,5,3,2,0,0,4,4,0,6,3,2,0,3,4,3,3,12,13,8,5,4,2,1,0,1,126,204,0,1,20,49,0,0
Newington,1980,Connecticut,CT,28839,CT00094,CT0009400,09,003,09003,26,19,7,26,0,19,7,0,7,0,0,0,2,3,2,2,3,2,2,2,0,0,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,7,0,0,0
New London,1980,Connecticut,CT,28907,CT00095,CT0009500,09,011,09011,45,42,3,41,4,38,3,4,3,0,0,1,1,1,0,1,4,2,3,5,5,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,23,19,0,0,2,1,0,0
New Milford,1980,Connecticut,CT,19316,CT00096,CT0009600,09,005,09005,42,37,5,35,7,31,4,6,4,0,0,1,2,1,0,3,3,3,4,1,0,5,4,1,2,2,0,3,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,37,0,0,0,5,0,0,0
Newtown,1980,Connecticut,CT,18794,CT00097,CT0009700,09,001,09001,11,11,0,10,1,10,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
North Branford,1980,Connecticut,CT,11474,CT00099,CT0009900,09,009,09009,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
North Haven,1980,Connecticut,CT,22031,CT00101,CT0010100,09,009,09009,11,9,2,9,2,7,2,2,2,0,0,0,0,1,1,0,2,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,2,0,0,0
Norwalk,1980,Connecticut,CT,76730,CT00103,CT0010300,09,001,09001,39,39,0,33,6,33,0,6,0,0,0,0,0,0,0,4,7,0,0,7,0,0,1,6,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,23,16,0,0,0,0,0,0
Norwich,1980,Connecticut,CT,38052,CT00104,CT0010400,09,011,09011,29,28,1,27,2,26,1,2,1,0,0,0,0,1,0,0,0,2,0,2,4,1,7,2,2,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,4,0,0,1,0,0,0
Old Saybrook,1980,Connecticut,CT,9343,CT00106,CT0010600,09,007,09007,4,4,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
Orange,1980,Connecticut,CT,13225,CT00107,CT0010700,09,009,09009,7,6,1,5,2,4,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0
Plainville,1980,Connecticut,CT,16429,CT00110,CT0011000,09,003,09003,15,11,4,12,3,9,1,2,1,2,1,0,0,0,0,2,0,0,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,4,0,0,4,0,0,0
Plymouth,1980,Connecticut,CT,10745,CT00111,CT0011100,09,005,09005,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Putnam,1980,Connecticut,CT,6857,CT00116,CT0011600,09,015,09015,3,2,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Ridgefield Town,1980,Connecticut,CT,20035,CT00118,CT0011800,09,001,09001,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Rocky Hill,1980,Connecticut,CT,14569,CT00119,CT0011900,09,003,09003,6,3,3,6,0,3,3,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
Seymour,1980,Connecticut,CT,13343,CT00124,CT0012400,09,009,09009,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shelton,1980,Connecticut,CT,31401,CT00126,CT0012600,09,001,09001,7,7,0,5,2,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0
Simsbury,1980,Connecticut,CT,19810,CT00128,CT0012800,09,003,09003,18,14,4,18,0,14,4,0,4,0,0,0,1,0,3,2,4,0,3,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0
Southington,1980,Connecticut,CT,36747,CT00131,CT0013100,09,003,09003,69,63,6,61,8,58,3,5,3,0,0,0,0,1,2,7,2,7,9,3,2,4,7,9,4,1,0,2,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,62,1,0,0,6,0,0,0
South Windsor,1980,Connecticut,CT,17204,CT00132,CT0013200,09,003,09003,20,18,2,18,2,16,2,2,2,0,0,0,1,0,1,6,1,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0
Stafford Springs,1980,Connecticut,CT,3375,CT00134,CT0013400,09,013,09013,7,6,1,7,0,6,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0
Stamford,1980,Connecticut,CT,101636,CT00135,CT0013500,09,001,09001,57,53,4,46,11,42,4,11,4,0,0,0,0,0,4,3,2,2,0,3,3,0,4,9,5,4,1,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,3,1,0,0,0,0,17,36,0,0,1,3,0,0
Stonington,1980,Connecticut,CT,16242,CT00137,CT0013700,09,011,09011,12,11,1,11,1,11,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0
Stratford,1980,Connecticut,CT,50533,CT00138,CT0013800,09,001,09001,8,7,1,8,0,7,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0
Suffield,1980,Connecticut,CT,9313,CT00139,CT0013900,09,003,09003,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Thomaston,1980,Connecticut,CT,6240,CT00140,CT0014000,09,005,09005,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Torrington,1980,Connecticut,CT,30982,CT00143,CT0014300,09,005,09005,9,7,2,8,1,7,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0
Trumbull,1980,Connecticut,CT,33011,CT00144,CT0014400,09,001,09001,14,12,2,11,3,11,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,2,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0,2,0,0
Vernon,1980,Connecticut,CT,28007,CT00146,CT0014600,09,013,09013,12,10,2,12,0,10,2,0,2,0,0,0,0,1,1,0,1,2,2,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,2,0,0,0
Wallingford,1980,Connecticut,CT,36704,CT00148,CT0014800,09,009,09009,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Waterbury,1980,Connecticut,CT,102230,CT00151,CT0015100,09,009,09009,88,73,15,74,14,60,14,13,14,0,0,2,1,3,8,3,4,7,4,5,2,3,10,7,7,5,0,2,0,0,1,0,0,0,0,1,0,0,0,1,1,1,4,0,4,0,1,0,1,0,0,0,0,46,27,0,0,8,7,0,0
Waterford,1980,Connecticut,CT,17809,CT00152,CT0015200,09,011,09011,2,0,2,2,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Watertown,1980,Connecticut,CT,19485,CT00153,CT0015300,09,005,09005,16,12,4,15,1,12,3,0,3,0,0,0,0,1,2,1,2,0,0,0,1,0,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0
West Hartford,1980,Connecticut,CT,61342,CT00155,CT0015500,09,003,09003,18,4,14,13,5,4,9,0,9,0,1,1,5,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,4,0,0
