agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,theft_male_under_10,theft_male_10_12,theft_male_13_14,theft_male_15,theft_male_16,theft_male_17,theft_male_18,theft_male_19,theft_male_20,theft_male_21,theft_male_22,theft_male_23,theft_male_24,theft_male_25_29,theft_male_30_34,theft_male_35_39,theft_male_40_44,theft_male_45_49,theft_male_50_54,theft_male_55_59,theft_male_60_64,theft_male_over_64,theft_female_under_10,theft_female_10_12,theft_female_13_14,theft_female_15,theft_female_16,theft_female_17,theft_female_18,theft_female_19,theft_female_20,theft_female_21,theft_female_22,theft_female_23,theft_female_24,theft_female_25_29,theft_female_30_34,theft_female_35_39,theft_female_40_44,theft_female_45_49,theft_female_50_54,theft_female_55_59,theft_female_60_64,theft_female_over_64,theft_adult_white,theft_adult_black,theft_adult_asian,theft_adult_indian,theft_juv_white,theft_juv_black,theft_juv_asian,theft_juv_indian,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Cheshire,1980,Connecticut,CT,21545,CT00025,CT0002500,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,54,41,13,46,8,34,12,7,12,0,0,1,3,2,6,5,4,4,1,0,1,2,11,4,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,41,0,0,0,13,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Clinton,1980,Connecticut,CT,11224,CT00027,CT0002700,09,007,09007,local police department,"cities 10,000-24,999",new england,non-suburban,31,23,8,24,7,17,7,6,7,0,0,0,2,1,4,2,1,0,0,2,2,0,2,1,2,3,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,23,0,0,0,8,0,0,0,4,3,1,4,0,3,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
Coventry,1980,Connecticut,CT,8890,CT00032,CT0003200,09,013,09013,local police department,"cities 2,500-9,999",new england,suburban,8,6,2,7,1,5,2,1,2,0,0,1,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,5,2,3,5,0,2,3,0,3,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
Danbury,1980,Connecticut,CT,59303,CT00034,CT0003400,09,001,09001,local police department,"cities 50,000-99,999",new england,non-suburban,356,236,120,220,136,140,80,96,80,0,8,21,11,14,26,12,14,8,6,12,5,6,19,15,12,4,5,9,9,0,4,0,2,12,5,7,14,9,11,8,7,4,6,2,17,12,5,5,4,2,2,1,1,194,42,0,0,97,23,0,0,3,0,3,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Darien,1980,Connecticut,CT,18808,CT00035,CT0003500,09,001,09001,local police department,"cities 10,000-24,999",new england,suburban,40,30,10,31,9,21,10,9,10,0,0,1,0,4,5,4,1,0,1,0,3,3,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,2,0,0,0,0,1,0,19,11,0,0,9,1,0,0,19,11,8,19,0,11,8,0,8,0,0,0,1,5,2,2,2,0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,6,2,0,0
Derby,1980,Connecticut,CT,12184,CT00037,CT0003700,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,214,137,77,143,71,82,55,55,55,6,10,20,25,0,0,24,6,7,3,5,3,8,9,8,3,2,2,1,0,1,0,0,4,7,5,0,0,11,1,4,5,2,4,4,11,8,1,1,1,2,0,0,0,86,50,1,0,71,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Hampton,1980,Connecticut,CT,8584,CT00042,CT0004200,09,007,09007,local police department,"cities 2,500-9,999",new england,non-suburban,27,20,7,25,2,19,6,1,6,0,0,0,0,3,3,5,1,2,2,0,1,1,4,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,7,0,0,0,7,0,7,7,0,0,7,0,7,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
East Hartford,1980,Connecticut,CT,52554,CT00043,CT0004300,09,003,09003,local police department,"cities 50,000-99,999",new england,suburban,442,265,177,321,121,180,141,85,141,0,9,36,38,35,23,25,10,14,14,9,6,12,27,24,11,5,8,5,3,4,3,2,2,3,11,8,10,3,8,3,5,14,3,3,13,9,5,8,3,4,1,2,1,206,57,2,0,141,36,0,0,70,34,36,67,3,34,32,0,32,1,0,8,8,10,6,5,5,6,1,1,1,2,10,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,1,0,27,9,0,0
East Haven Town,1980,Connecticut,CT,24978,CT00044,CT0004400,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,312,214,98,235,77,161,70,53,70,4,11,29,12,8,10,8,7,9,12,5,10,7,35,31,12,3,7,5,4,2,4,0,0,5,7,8,4,6,4,2,1,2,1,2,12,7,3,3,4,3,2,1,0,178,36,0,0,80,18,0,0,6,0,6,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Easton,1980,Connecticut,CT,5931,CT00046,CT0004600,09,001,09001,local police department,"cities 2,500-9,999",new england,suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
East Windsor,1980,Connecticut,CT,8944,CT00047,CT0004700,09,003,09003,local police department,"cities 2,500-9,999",new england,suburban,51,35,16,44,7,28,16,7,16,0,2,2,4,5,3,4,6,1,1,2,1,3,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,28,7,0,0,14,2,0,0,5,1,4,3,2,1,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
Enfield,1980,Connecticut,CT,42709,CT00049,CT0004900,09,003,09003,local police department,"cities 25,000-49,999",new england,suburban,458,273,185,317,141,183,133,90,133,1,8,14,28,36,47,35,22,18,13,14,11,8,31,10,5,6,1,5,1,1,2,0,7,6,14,9,15,12,8,5,6,3,3,2,14,11,5,9,2,7,0,2,1,227,46,0,0,171,14,0,0,57,30,27,57,0,30,27,0,27,0,3,7,2,7,8,4,4,6,1,6,0,1,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,23,4,0,0
Fairfield,1980,Connecticut,CT,54699,CT00051,CT0005100,09,001,09001,local police department,"cities 50,000-99,999",new england,suburban,523,376,147,349,174,246,97,130,97,6,12,22,25,15,23,24,23,21,15,13,8,8,49,33,20,10,4,5,3,7,3,0,10,15,4,7,8,6,6,7,3,12,6,5,24,15,13,8,6,6,6,5,2,309,65,2,0,120,24,3,0,9,7,2,9,0,7,2,0,2,0,0,0,0,0,2,1,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0
Farmington,1980,Connecticut,CT,16410,CT00052,CT0005200,09,003,09003,local police department,"cities 10,000-24,999",new england,suburban,210,130,80,133,77,78,50,52,50,5,5,11,11,11,12,11,3,1,3,8,11,2,18,11,2,0,2,1,1,3,1,0,4,4,6,7,4,6,3,2,4,4,2,4,11,6,1,1,1,3,1,0,3,76,54,0,0,55,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glastonbury,1980,Connecticut,CT,24276,CT00054,CT0005400,09,003,09003,local police department,"cities 10,000-24,999",new england,suburban,92,56,36,68,24,40,27,16,27,1,2,9,6,9,1,6,12,3,2,2,1,4,4,2,0,1,1,0,1,0,1,1,0,1,0,4,2,1,0,0,0,1,0,0,4,2,1,1,2,2,0,1,1,53,3,0,0,36,0,0,0,12,5,7,8,4,5,3,0,3,0,0,0,1,2,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0
Granby,1980,Connecticut,CT,7935,CT00056,CT0005600,09,003,09003,local police department,"cities 2,500-9,999",new england,suburban,4,2,2,4,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenwich,1980,Connecticut,CT,58667,CT00057,CT0005700,09,001,09001,local police department,"cities 50,000-99,999",new england,suburban,240,113,127,195,45,95,94,18,94,6,21,23,22,12,16,14,13,9,5,6,3,2,18,10,7,3,3,0,0,2,0,0,5,6,13,2,1,5,1,2,1,1,0,1,1,2,0,0,1,1,1,1,0,84,29,0,0,100,26,1,0,55,16,39,47,8,14,33,2,33,0,1,9,16,3,4,0,1,1,3,2,1,0,4,1,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15,1,0,0,36,3,0,0
Jewett City,1980,Connecticut,CT,3290,CT00058,CT0005800,09,011,09011,local police department,"cities 2,500-9,999",new england,suburban,12,5,7,12,0,5,7,0,7,0,1,0,0,3,3,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Groton City,1980,Connecticut,CT,10091,CT00059,CT0005900,09,011,09011,local police department,"cities 10,000-24,999",new england,suburban,74,41,33,61,13,34,26,7,26,1,3,3,4,5,11,3,1,3,2,1,3,5,6,7,0,1,1,0,1,0,0,0,2,2,0,2,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,34,7,0,0,33,0,0,0,15,5,10,14,1,5,9,0,9,0,1,2,4,2,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,7,3,0,0
Guilford,1980,Connecticut,CT,17729,CT00060,CT0006000,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,100,61,39,76,24,46,30,15,30,0,0,4,19,4,3,2,6,8,2,2,0,1,8,11,2,0,2,1,1,0,0,0,4,1,1,2,1,2,0,0,0,0,0,0,3,3,0,2,1,1,0,1,2,54,7,0,0,39,0,0,0,8,2,6,8,0,2,6,0,6,0,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0
Hamden,1980,Connecticut,CT,51015,CT00062,CT0006200,09,009,09009,local police department,"cities 50,000-99,999",new england,suburban,607,443,164,371,236,254,115,189,115,2,12,51,16,14,22,19,19,18,20,15,16,11,50,34,16,13,11,4,4,2,2,2,3,8,18,6,10,13,14,8,13,8,13,9,39,30,25,6,4,3,1,2,1,239,201,3,0,44,111,0,9,7,1,6,6,1,1,5,0,5,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0
Danielson,1980,Connecticut,CT,4557,CT00069,CT0006900,09,015,09015,local police department,"cities 2,500-9,999",new england,non-suburban,64,35,29,43,21,23,20,12,20,0,4,6,7,1,2,3,8,2,0,2,0,0,4,2,1,0,1,0,0,0,0,1,0,1,6,0,1,7,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,35,0,0,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison Town,1980,Connecticut,CT,13925,CT00076,CT0007600,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,79,54,25,72,7,47,24,7,24,1,3,6,6,6,3,4,6,4,2,1,3,2,5,2,3,7,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,54,0,0,0,25,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Manchester,1980,Connecticut,CT,49802,CT00077,CT0007700,09,003,09003,local police department,"cities 25,000-49,999",new england,suburban,94,53,41,74,20,38,36,15,36,0,0,14,11,7,4,4,5,4,2,2,1,3,9,1,1,0,2,2,0,1,1,0,2,1,1,0,1,0,2,1,0,1,0,0,4,2,2,2,1,0,0,0,0,37,16,0,0,39,2,0,0,8,5,3,6,2,3,3,2,3,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0
Meriden,1980,Connecticut,CT,56506,CT00080,CT0008000,09,009,09009,local police department,"cities 50,000-99,999",new england,non-suburban,383,261,122,269,114,174,94,87,94,1,5,10,26,23,30,18,18,12,6,13,8,17,35,11,6,12,4,3,5,2,4,0,1,3,10,6,7,10,2,2,5,4,8,3,14,12,8,3,6,3,2,1,4,236,25,0,0,108,14,0,0,13,6,7,10,3,3,7,3,7,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0
