agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,murder_tot_arrests,murder_tot_adult,murder_tot_juv,murder_tot_male,murder_tot_female,murder_tot_male_adult,murder_tot_male_juv,murder_tot_female_adult,murder_tot_female_juv,rape_tot_arrests,rape_tot_adult,rape_tot_juv,rape_tot_male,rape_tot_female,rape_tot_male_adult,rape_tot_male_juv,rape_tot_female_adult,rape_tot_female_juv,robbery_tot_arrests,robbery_tot_adult,robbery_tot_juv,robbery_tot_male,robbery_tot_female,robbery_tot_male_adult,robbery_tot_male_juv,robbery_tot_female_adult,robbery_tot_female_juv,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,arson_tot_arrests,arson_tot_adult,arson_tot_juv,arson_tot_male,arson_tot_female,arson_tot_male_adult,arson_tot_male_juv,arson_tot_female_adult,arson_tot_female_juv,oth_assault_tot_arrests,oth_assault_tot_adult,oth_assault_tot_juv,oth_assault_tot_male,oth_assault_tot_female,oth_assault_tot_male_adult,oth_assault_tot_male_juv,oth_assault_tot_female_adult,oth_assault_tot_female_juv,weapons_tot_arrests,weapons_tot_adult,weapons_tot_juv,weapons_tot_male,weapons_tot_female,weapons_tot_male_adult,weapons_tot_male_juv,weapons_tot_female_adult,weapons_tot_female_juv,prostitution_tot_arrests,prostitution_tot_adult,prostitution_tot_juv,prostitution_tot_male,prostitution_tot_female,prostitution_tot_male_adult,prostitution_tot_male_juv,prostitution_tot_female_adult,prostitution_tot_female_juv,oth_sex_off_tot_arrests,oth_sex_off_tot_adult,oth_sex_off_tot_juv,oth_sex_off_tot_male,oth_sex_off_tot_female,oth_sex_off_tot_male_adult,oth_sex_off_tot_male_juv,oth_sex_off_tot_female_adult,oth_sex_off_tot_female_juv,manslaught_neg_tot_arrests,manslaught_neg_tot_adult,manslaught_neg_tot_juv,manslaught_neg_tot_male,manslaught_neg_tot_female,manslaught_neg_tot_male_adult,manslaught_neg_tot_male_juv,manslaught_neg_tot_female_adult,manslaught_neg_tot_female_juv,forgery_tot_arrests,forgery_tot_adult,forgery_tot_juv,forgery_tot_male,forgery_tot_female,forgery_tot_male_adult,forgery_tot_male_juv,forgery_tot_female_adult,forgery_tot_female_juv,fraud_tot_arrests,fraud_tot_adult,fraud_tot_juv,fraud_tot_male,fraud_tot_female,fraud_tot_male_adult,fraud_tot_male_juv,fraud_tot_female_adult,fraud_tot_female_juv,embezzlement_tot_arrests,embezzlement_tot_adult,embezzlement_tot_juv,embezzlement_tot_male,embezzlement_tot_female,embezzlement_tot_male_adult,embezzlement_tot_male_juv,embezzlement_tot_female_adult,embezzlement_tot_female_juv,total_gambling_tot_arrests,total_gambling_tot_adult,total_gambling_tot_juv,total_gambling_tot_male,total_gambling_tot_female,total_gambling_tot_male_adult,total_gambling_tot_male_juv,total_gambling_tot_female_adult,total_gambling_tot_female_juv,oth_gambling_tot_arrests,oth_gambling_tot_adult,oth_gambling_tot_juv,oth_gambling_tot_male,oth_gambling_tot_female,oth_gambling_tot_male_adult,oth_gambling_tot_male_juv,oth_gambling_tot_female_adult,oth_gambling_tot_female_juv,bookmaking_tot_arrests,bookmaking_tot_adult,bookmaking_tot_juv,bookmaking_tot_male,bookmaking_tot_female,bookmaking_tot_male_adult,bookmaking_tot_male_juv,bookmaking_tot_female_adult,bookmaking_tot_female_juv,number_lottery_tot_arrests,number_lottery_tot_adult,number_lottery_tot_juv,number_lottery_tot_male,number_lottery_tot_female,number_lottery_tot_male_adult,number_lottery_tot_male_juv,number_lottery_tot_female_adult,number_lottery_tot_female_juv,dui_tot_arrests,dui_tot_adult,dui_tot_juv,dui_tot_male,dui_tot_female,dui_tot_male_adult,dui_tot_male_juv,dui_tot_female_adult,dui_tot_female_juv,total_drug_tot_arrests,total_drug_tot_adult,total_drug_tot_juv,total_drug_tot_male,total_drug_tot_female,total_drug_tot_male_adult,total_drug_tot_male_juv,total_drug_tot_female_adult,total_drug_tot_female_juv,poss_drug_tot_arrests,poss_drug_tot_adult,poss_drug_tot_juv,poss_drug_tot_male,poss_drug_tot_female,poss_drug_tot_male_adult,poss_drug_tot_male_juv,poss_drug_tot_female_adult,poss_drug_tot_female_juv,sale_drug_tot_arrests,sale_drug_tot_adult,sale_drug_tot_juv,sale_drug_tot_male,sale_drug_tot_female,sale_drug_tot_male_adult,sale_drug_tot_male_juv,sale_drug_tot_female_adult,sale_drug_tot_female_juv,poss_cannabis_tot_arrests,poss_cannabis_tot_adult,poss_cannabis_tot_juv,poss_cannabis_tot_male,poss_cannabis_tot_female,poss_cannabis_tot_male_adult,poss_cannabis_tot_male_juv,poss_cannabis_tot_female_adult,poss_cannabis_tot_female_juv,sale_cannabis_tot_arrests,sale_cannabis_tot_adult,sale_cannabis_tot_juv,sale_cannabis_tot_male,sale_cannabis_tot_female,sale_cannabis_tot_male_adult,sale_cannabis_tot_male_juv,sale_cannabis_tot_female_adult,sale_cannabis_tot_female_juv,poss_coke_tot_arrests,poss_coke_tot_adult,poss_coke_tot_juv,poss_coke_tot_male,poss_coke_tot_female,poss_coke_tot_male_adult,poss_coke_tot_male_juv,poss_coke_tot_female_adult,poss_coke_tot_female_juv,sale_coke_tot_arrests,sale_coke_tot_adult,sale_coke_tot_juv,sale_coke_tot_male,sale_coke_tot_female,sale_coke_tot_male_adult,sale_coke_tot_male_juv,sale_coke_tot_female_adult,sale_coke_tot_female_juv,poss_narcotic_tot_arrests,poss_narcotic_tot_adult,poss_narcotic_tot_juv,poss_narcotic_tot_male,poss_narcotic_tot_female,poss_narcotic_tot_male_adult,poss_narcotic_tot_male_juv,poss_narcotic_tot_female_adult,poss_narcotic_tot_female_juv,sale_narcotic_tot_arrests,sale_narcotic_tot_adult,sale_narcotic_tot_juv,sale_narcotic_tot_male,sale_narcotic_tot_female,sale_narcotic_tot_male_adult,sale_narcotic_tot_male_juv,sale_narcotic_tot_female_adult,sale_narcotic_tot_female_juv,poss_oth_drug_tot_arrests,poss_oth_drug_tot_adult,poss_oth_drug_tot_juv,poss_oth_drug_tot_male,poss_oth_drug_tot_female,poss_oth_drug_tot_male_adult,poss_oth_drug_tot_male_juv,poss_oth_drug_tot_female_adult,poss_oth_drug_tot_female_juv,sale_oth_drug_tot_arrests,sale_oth_drug_tot_adult,sale_oth_drug_tot_juv,sale_oth_drug_tot_male,sale_oth_drug_tot_female,sale_oth_drug_tot_male_adult,sale_oth_drug_tot_male_juv,sale_oth_drug_tot_female_adult,sale_oth_drug_tot_female_juv,liquor_tot_arrests,liquor_tot_adult,liquor_tot_juv,liquor_tot_male,liquor_tot_female,liquor_tot_male_adult,liquor_tot_male_juv,liquor_tot_female_adult,liquor_tot_female_juv,drunkenness_tot_arrests,drunkenness_tot_adult,drunkenness_tot_juv,drunkenness_tot_male,drunkenness_tot_female,drunkenness_tot_male_adult,drunkenness_tot_male_juv,drunkenness_tot_female_adult,drunkenness_tot_female_juv,family_offenses_tot_arrests,family_offenses_tot_adult,family_offenses_tot_juv,family_offenses_tot_male,family_offenses_tot_female,family_offenses_tot_male_adult,family_offenses_tot_male_juv,family_offenses_tot_female_adult,family_offenses_tot_female_juv,disorder_cond_tot_arrests,disorder_cond_tot_adult,disorder_cond_tot_juv,disorder_cond_tot_male,disorder_cond_tot_female,disorder_cond_tot_male_adult,disorder_cond_tot_male_juv,disorder_cond_tot_female_adult,disorder_cond_tot_female_juv,vandalism_tot_arrests,vandalism_tot_adult,vandalism_tot_juv,vandalism_tot_male,vandalism_tot_female,vandalism_tot_male_adult,vandalism_tot_male_juv,vandalism_tot_female_adult,vandalism_tot_female_juv,stolen_property_tot_arrests,stolen_property_tot_adult,stolen_property_tot_juv,stolen_property_tot_male,stolen_property_tot_female,stolen_property_tot_male_adult,stolen_property_tot_male_juv,stolen_property_tot_female_adult,stolen_property_tot_female_juv,suspicion_tot_arrests,suspicion_tot_adult,suspicion_tot_juv,suspicion_tot_male,suspicion_tot_female,suspicion_tot_male_adult,suspicion_tot_male_juv,suspicion_tot_female_adult,suspicion_tot_female_juv,vagrancy_tot_arrests,vagrancy_tot_adult,vagrancy_tot_juv,vagrancy_tot_male,vagrancy_tot_female,vagrancy_tot_male_adult,vagrancy_tot_male_juv,vagrancy_tot_female_adult,vagrancy_tot_female_juv,curfew_tot_arrests,curfew_tot_adult,curfew_tot_juv,curfew_tot_male,curfew_tot_female,curfew_tot_male_adult,curfew_tot_male_juv,curfew_tot_female_adult,curfew_tot_female_juv,runaway_tot_arrests,runaway_tot_adult,runaway_tot_juv,runaway_tot_male,runaway_tot_female,runaway_tot_male_adult,runaway_tot_male_juv,runaway_tot_female_adult,runaway_tot_female_juv,oth_non_traffic_tot_arrests,oth_non_traffic_tot_adult,oth_non_traffic_tot_juv,oth_non_traffic_tot_male,oth_non_traffic_tot_female,oth_non_traffic_tot_male_adult,oth_non_traffic_tot_male_juv,oth_non_traffic_tot_female_adult,oth_non_traffic_tot_female_juv
Yavapai,2001,Arizona,AZ,75098,AZ01300,AZ0130000,04,025,04025,10,10,0,9,1,9,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,7,1,7,0,1,0,123,113,10,110,13,104,6,9,6,123,82,41,104,19,66,36,16,36,191,148,43,156,35,123,32,25,32,66,51,15,54,12,40,13,11,13,4,0,4,4,0,0,4,0,4,377,329,48,290,87,267,23,62,23,49,43,6,45,4,39,6,4,6,5,5,0,5,0,5,0,0,0,31,25,6,30,1,24,6,1,6,0,0,0,0,0,0,0,0,0,35,35,0,22,13,22,0,13,0,45,44,1,25,20,24,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,1007,11,842,176,833,9,174,9,382,313,69,295,87,244,51,69,51,224,181,43,169,55,138,31,43,31,158,132,26,126,32,106,20,26,20,146,111,35,118,28,91,27,20,27,100,78,22,84,16,67,17,11,17,11,10,1,6,5,5,1,5,1,6,4,2,4,2,2,2,2,2,6,3,3,4,2,2,2,1,2,1,0,1,1,0,0,1,0,1,61,57,4,41,20,40,1,17,1,51,50,1,37,14,37,0,13,0,139,77,62,104,35,65,39,12,39,0,0,0,0,0,0,0,0,0,10,9,1,7,3,6,1,3,1,343,273,70,266,77,226,40,47,40,154,128,26,134,20,111,20,17,20,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,45,35,10,0,34,0,34,141,0,141,48,93,0,48,0,48,1309,1202,107,1036,273,962,69,240,69
Clarkdale,2001,Arizona,AZ,3540,AZ01301,AZ0130100,04,025,04025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,4,3,1,2,2,2,0,1,0,5,3,2,5,0,3,2,0,2,9,5,4,6,3,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,5,12,2,7,4,2,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,21,12,21,0,12,0,17,17,0,14,3,14,0,3,0,15,15,0,12,3,12,0,3,0,2,2,0,2,0,2,0,0,0,9,9,0,7,2,7,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,2,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,12,6,6,11,1,5,6,1,6,0,0,0,0,0,0,0,0,0,8,6,2,8,0,6,2,0,2,11,8,3,5,6,3,2,5,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,1,36,29,7,28,8,21,7,8,7
Cottonwood,2001,Arizona,AZ,9495,AZ01303,AZ0130300,04,025,04025,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,29,22,7,25,4,20,3,2,3,22,11,11,19,3,9,9,2,9,191,126,65,114,77,75,27,51,27,7,3,4,7,0,3,3,0,3,3,0,3,2,1,0,2,0,2,94,81,13,70,24,64,5,17,5,9,5,4,9,0,5,4,0,4,1,1,0,1,0,1,0,0,0,9,6,3,8,1,5,2,1,2,0,0,0,0,0,0,0,0,0,6,6,0,2,4,2,0,4,0,9,9,0,7,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,0,58,15,58,0,15,0,67,42,25,51,16,34,16,8,16,28,19,9,22,6,17,5,2,5,39,23,16,29,10,17,11,6,11,18,14,4,15,3,13,2,1,2,22,11,11,18,4,9,9,2,9,3,3,0,2,1,2,0,1,0,5,3,2,4,1,3,1,0,1,4,1,3,4,0,1,3,0,3,0,0,0,0,0,0,0,0,0,3,1,2,1,2,1,0,0,0,12,9,3,7,5,5,1,4,1,63,46,17,56,7,42,12,4,12,0,0,0,0,0,0,0,0,0,3,2,1,1,2,1,0,1,0,52,42,10,42,10,34,7,8,7,31,21,10,28,3,20,8,1,8,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,5,0,5,1,4,0,1,0,1,6,0,6,5,1,0,4,0,4,267,230,37,207,60,178,20,52,20
Jerome,2001,Arizona,AZ,340,AZ01305,AZ0130500,04,025,04025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,7,1,7,0,1,0,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,18,2,18,0,2,0,17,15,2,13,4,12,1,3,1,13,12,1,9,4,9,0,3,0,4,3,1,4,0,3,1,0,1,11,10,1,7,4,7,0,3,0,3,2,1,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,2,3,0,2,0,5,5,0,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,24,6,24,0,6,0
Prescott,2001,Arizona,AZ,35107,AZ01307,AZ0130700,04,025,04025,2,2,0,2,0,2,0,0,0,2,2,0,2,0,2,0,0,0,6,6,0,6,0,6,0,0,0,51,40,11,44,7,34,10,6,10,29,27,2,26,3,24,2,3,2,208,126,82,150,58,93,57,33,57,13,7,6,8,5,6,2,1,2,5,0,5,4,1,0,3,0,3,200,132,68,147,53,97,49,35,49,12,9,3,12,0,9,3,0,3,0,0,0,0,0,0,0,0,0,25,18,7,25,0,18,6,0,6,1,1,0,1,0,1,0,0,0,13,13,0,3,10,3,0,10,0,32,28,4,21,11,21,0,7,0,8,8,0,5,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,124,5,103,26,99,4,25,4,318,277,41,224,94,201,22,76,22,180,144,36,117,63,98,18,46,18,138,133,5,107,31,103,4,30,4,105,77,28,78,27,62,16,15,16,49,45,4,43,6,40,3,5,3,16,16,0,9,7,9,0,7,0,11,11,0,9,2,9,0,2,0,30,29,1,15,15,14,0,15,0,0,0,0,0,0,0,0,0,0,29,22,7,15,14,13,2,9,2,78,77,1,55,23,54,1,23,1,274,197,77,224,50,175,49,22,49,0,0,0,0,0,0,0,0,0,12,12,0,9,3,9,0,3,0,141,111,30,107,34,82,23,29,23,127,72,55,104,23,61,43,11,43,17,16,1,12,5,11,1,5,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,14,0,14,10,4,0,10,0,10,74,0,74,23,51,0,23,0,23,878,763,115,696,182,602,94,161,94
Yavapai College,2001,Arizona,AZ,0,AZ01308,AZ0130800,04,025,04025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,9,8,1,6,3,6,0,2,0,8,8,0,6,2,6,0,2,0,1,0,1,0,1,0,0,0,0,7,7,0,5,2,5,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,8,10,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,6,6,0,5,1,5,0,1,0
Prescott Valley,2001,Arizona,AZ,24346,AZ01311,AZ0131100,04,025,04025,1,1,0,1,0,1,0,0,0,3,3,0,3,0,3,0,0,0,3,2,1,2,1,1,1,1,1,41,35,6,36,5,30,6,5,6,19,7,12,17,2,7,10,0,10,97,54,43,66,31,37,27,17,27,12,6,6,10,2,5,5,1,5,0,0,0,0,0,0,0,0,0,174,141,33,138,36,114,20,27,20,8,5,3,8,0,5,2,0,2,0,0,0,0,0,0,0,0,0,8,4,4,8,0,4,4,0,4,0,0,0,0,0,0,0,0,0,3,2,1,1,2,0,1,2,1,10,9,1,7,3,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,175,2,155,22,153,2,22,2,178,132,46,151,27,112,39,20,39,162,120,42,135,27,100,35,20,35,16,12,4,16,0,12,4,0,4,136,96,40,117,19,83,34,13,34,7,6,1,7,0,6,1,0,1,8,6,2,6,2,5,1,1,1,3,1,2,3,0,1,2,0,2,20,18,2,13,7,12,1,6,1,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,165,119,46,143,22,108,34,11,34,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,170,127,43,120,50,89,31,38,31,90,60,30,71,19,47,23,13,23,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,12,7,0,12,0,12,26,0,26,8,18,0,8,0,8,477,420,57,348,129,303,44,117,44
Chino Valley,2001,Arizona,AZ,8105,AZ01312,AZ0131200,04,025,04025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,2,1,1,2,1,17,12,5,14,3,10,4,2,4,9,2,7,9,0,2,7,0,7,31,14,17,23,8,10,13,4,13,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,44,37,7,39,5,32,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,5,0,4,1,0,1,0,0,0,0,0,0,0,0,0,7,7,0,6,1,6,0,1,0,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,1,10,3,9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,6,1,1,5,0,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,20,16,4,14,6,11,3,5,3,22,12,10,20,2,11,8,1,8,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,131,10,106,35,100,6,31,6
Camp Verde,2001,Arizona,AZ,9776,AZ01313,AZ0131300,04,025,04025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,16,13,3,11,5,11,0,2,0,34,12,22,24,10,9,15,3,15,68,45,23,49,19,32,13,13,13,6,3,3,6,0,3,2,0,2,2,0,2,2,0,0,1,0,1,116,102,14,81,35,73,6,29,6,21,15,6,20,1,15,4,0,4,0,0,0,0,0,0,0,0,0,13,6,7,13,0,6,4,0,4,0,0,0,0,0,0,0,0,0,5,4,1,2,3,2,0,2,0,14,14,0,9,5,9,0,5,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,98,2,82,18,80,1,18,1,66,51,15,47,19,35,11,16,11,46,36,10,31,15,23,8,13,8,20,15,5,16,4,12,3,3,3,35,25,10,24,11,16,8,9,8,11,7,4,9,2,6,2,1,2,0,0,0,0,0,0,0,0,0,4,3,1,3,1,2,1,1,1,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,6,3,6,0,3,0,5,5,0,4,1,4,0,1,0,134,94,40,114,20,84,25,10,25,0,0,0,0,0,0,0,0,0,11,11,0,6,5,6,0,5,0,101,75,26,84,17,65,16,10,16,30,23,7,22,8,15,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,2,1,0,1,1,0,0,1,0,1,248,229,19,189,59,173,14,56,14
Sedona,2001,Arizona,AZ,10543,AZ01314,AZ0131400,04,025,04025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,1,4,0,1,0,3,3,0,3,0,3,0,0,0,31,19,12,20,11,12,8,7,8,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,36,5,36,0,5,0,5,4,1,5,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,1,0,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,98,1,81,18,80,1,18,1,44,33,11,35,9,26,9,7,9,43,32,11,34,9,25,9,7,9,1,1,0,1,0,1,0,0,0,31,23,8,25,6,18,7,5,7,0,0,0,0,0,0,0,0,0,6,3,3,5,1,3,2,0,2,0,0,0,0,0,0,0,0,0,5,5,0,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,65,50,15,50,15,42,8,8,8,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,27,20,7,20,7,15,5,5,5,14,10,4,11,3,7,4,3,4,3,2,1,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,10,9,0,10,0,10,5,0,5,1,4,0,1,0,1,181,159,22,152,29,137,15,22,15
Yuma,2001,Arizona,AZ,60094,AZ01400,AZ0140000,04,027,04027,2,2,0,2,0,2,0,0,0,2,2,0,2,0,2,0,0,0,2,2,0,2,0,2,0,0,0,80,70,10,68,12,58,9,12,9,19,13,6,15,4,9,5,4,5,49,37,12,41,8,31,10,6,10,22,14,8,16,6,10,6,4,6,7,7,0,6,1,6,0,1,0,253,205,48,201,52,159,39,46,39,7,5,2,5,2,3,2,2,2,0,0,0,0,0,0,0,0,0,3,2,1,3,0,2,1,0,1,1,1,0,1,0,1,0,0,0,3,3,0,1,2,1,0,2,0,9,8,1,4,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,83,3,74,12,72,2,11,2,156,135,21,131,25,112,19,23,19,115,97,18,97,18,81,16,16,16,41,38,3,34,7,31,3,7,3,60,46,14,57,3,44,13,2,13,29,26,3,25,4,22,3,4,3,8,8,0,5,3,5,0,3,0,1,1,0,1,0,1,0,0,0,36,34,2,26,10,24,2,10,2,7,7,0,6,1,6,0,1,0,11,9,2,9,2,8,1,1,1,4,4,0,2,2,2,0,2,0,63,36,27,52,11,33,19,3,19,0,0,0,0,0,0,0,0,0,5,5,0,4,1,4,0,1,0,81,51,30,46,35,30,16,21,16,33,17,16,24,9,14,9,3,9,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,9,0,9,8,1,0,8,0,8,6,0,6,5,1,0,4,0,4,400,371,29,333,67,309,18,62,18
