agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,theft_male_under_10,theft_male_10_12,theft_male_13_14,theft_male_15,theft_male_16,theft_male_17,theft_male_18,theft_male_19,theft_male_20,theft_male_21,theft_male_22,theft_male_23,theft_male_24,theft_male_25_29,theft_male_30_34,theft_male_35_39,theft_male_40_44,theft_male_45_49,theft_male_50_54,theft_male_55_59,theft_male_60_64,theft_male_over_64,theft_female_under_10,theft_female_10_12,theft_female_13_14,theft_female_15,theft_female_16,theft_female_17,theft_female_18,theft_female_19,theft_female_20,theft_female_21,theft_female_22,theft_female_23,theft_female_24,theft_female_25_29,theft_female_30_34,theft_female_35_39,theft_female_40_44,theft_female_45_49,theft_female_50_54,theft_female_55_59,theft_female_60_64,theft_female_over_64,theft_adult_white,theft_adult_black,theft_adult_asian,theft_adult_indian,theft_juv_white,theft_juv_black,theft_juv_asian,theft_juv_indian,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Arapahoe,1980,Colorado,CO,85702,CO00300,CO0030000,08,005,08005,sheriffs office,"msa cnty 25,000-99,999",mountain,suburban,123,66,57,90,33,44,43,22,43,3,2,11,12,6,12,16,4,2,2,0,1,2,2,7,2,2,1,1,0,1,1,1,0,3,2,2,3,3,0,0,1,0,2,0,4,2,5,1,1,1,1,1,0,57,9,0,0,57,0,0,0,13,6,7,11,2,5,6,1,6,0,0,0,2,0,4,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0
Englewood,1980,Colorado,CO,29979,CO00301,CO0030100,08,005,08005,local police department,"cities 25,000-49,999",mountain,suburban,380,186,194,228,152,120,103,66,103,5,17,20,18,26,22,21,16,11,12,11,3,7,16,14,5,1,2,1,0,0,0,5,18,25,18,13,7,10,9,6,4,4,3,5,11,4,0,1,1,5,2,1,0,160,21,2,3,176,15,2,1,16,9,7,15,1,9,6,0,6,0,0,1,1,0,4,2,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0
Littleton,1980,Colorado,CO,28474,CO00302,CO0030200,08,005,08005,local police department,"cities 25,000-49,999",mountain,suburban,123,60,63,111,12,54,52,6,52,5,5,16,9,14,8,9,10,5,6,5,1,3,6,1,4,1,0,2,1,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,56,4,0,0,63,0,0,0,14,9,5,13,1,8,5,1,5,0,0,2,2,1,0,2,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,5,0,0,0
Sheridan,1980,Colorado,CO,5378,CO00303,CO0030300,08,005,08005,local police department,"cities 2,500-9,999",mountain,suburban,12,5,7,8,4,4,4,1,4,0,2,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Glendale,1980,Colorado,CO,2527,CO00304,CO0030400,08,005,08005,local police department,"cities 2,500-9,999",mountain,suburban,407,294,113,239,168,169,68,125,68,2,18,21,6,14,9,8,8,14,12,13,15,11,27,28,14,4,7,1,5,2,0,2,13,8,3,5,12,15,6,15,9,7,4,4,34,19,4,4,2,0,2,0,0,181,99,2,12,62,48,1,2,9,6,3,9,0,6,3,0,3,0,0,2,1,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,1,0,0
Cherry Hill,1980,Colorado,CO,5145,CO00305,CO0030500,08,005,08005,local police department,"cities 2,500-9,999",mountain,suburban,3,3,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Greenwood,1980,Colorado,CO,5729,CO00307,CO0030700,08,005,08005,local police department,"cities 2,500-9,999",mountain,suburban,12,4,8,9,3,4,5,0,5,0,0,1,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Columbine Valley Police,1980,Colorado,CO,926,CO00308,CO0030800,08,005,08005,local police department,"cities under 2,500",mountain,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archuleta,1980,Colorado,CO,2308,CO00400,CO0040000,08,007,08007,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pagosa Springs,1980,Colorado,CO,1323,CO00401,CO0040100,08,007,08007,local police department,"cities under 2,500",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baca,1980,Colorado,CO,5366,CO00500,CO0050000,08,009,08009,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,8,5,3,7,1,5,2,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,6,5,1,6,0,5,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
Bent,1980,Colorado,CO,3104,CO00600,CO0060000,08,011,08011,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,2,0,2,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Las Animas,1980,Colorado,CO,2818,CO00601,CO0060100,08,011,08011,local police department,"cities 2,500-9,999",mountain,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boulder,1980,Colorado,CO,36461,CO00700,CO0070000,08,013,08013,sheriffs office,"msa cnty 25,000-99,999",mountain,suburban,119,89,30,118,1,88,30,1,30,0,0,8,3,14,5,17,17,5,4,2,12,5,16,4,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,1,0,30,0,0,0,20,12,8,19,1,12,7,0,7,0,0,1,0,4,2,2,2,0,0,1,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0
Boulder,1980,Colorado,CO,76236,CO00701,CO0070100,08,013,08013,local police department,"cities 50,000-99,999",mountain,suburban,816,584,232,566,250,402,157,182,157,7,15,35,25,37,45,40,36,38,39,18,20,17,90,52,23,6,4,4,11,3,1,0,7,20,11,23,7,14,14,16,15,9,14,14,35,18,8,4,6,5,3,1,6,560,17,7,0,227,1,3,1,65,28,37,58,7,25,33,3,33,0,0,9,9,8,7,1,3,3,6,2,1,1,6,1,1,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0,0,0,37,0,0,0
Broomfield,1980,Colorado,CO,14467,CO00702,CO0070200,08,014,08014,local police department,"cities 10,000-24,999",mountain,suburban,37,11,26,30,7,9,18,2,18,3,3,3,2,5,5,4,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,24,2,0,0,4,0,4,2,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Lafayette,1980,Colorado,CO,9014,CO00703,CO0070300,08,013,08013,local police department,"cities 2,500-9,999",mountain,suburban,47,14,33,42,5,14,21,0,21,7,3,6,4,7,1,3,3,1,1,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,33,0,0,0,8,4,4,6,2,3,3,1,3,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
Longmont,1980,Colorado,CO,42902,CO00704,CO0070400,08,013,08013,local police department,"cities 25,000-49,999",mountain,suburban,193,80,113,169,24,67,101,13,101,1,23,31,17,10,20,11,9,8,5,3,6,4,8,5,3,1,1,3,0,0,0,0,1,2,3,2,3,0,2,1,0,1,2,1,4,1,0,0,0,0,1,0,0,78,0,1,1,113,0,0,0,16,2,14,14,2,2,11,0,11,1,0,1,4,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,2
University Of Colorado,1980,Colorado,CO,0,CO00705,CO0070500,08,013,08013,special jurisdiction,"cities under 2,500",mountain,suburban,118,102,16,94,24,78,16,24,16,0,1,3,3,1,8,25,10,17,7,3,5,1,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,4,5,2,0,0,0,0,0,0,0,0,1,0,0,100,2,0,0,16,0,0,0,4,3,1,4,0,3,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
Louisville,1980,Colorado,CO,5586,CO00706,CO0070600,08,013,08013,local police department,"cities 2,500-9,999",mountain,suburban,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyons,1980,Colorado,CO,1133,CO00707,CO0070700,08,013,08013,local police department,"cities under 2,500",mountain,suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Nederland,1980,Colorado,CO,1166,CO00708,CO0070800,08,013,08013,local police department,"cities under 2,500",mountain,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaffee,1980,Colorado,CO,6277,CO00800,CO0080000,08,015,08015,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,7,0,7,7,0,0,7,0,7,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buena Vista,1980,Colorado,CO,2064,CO00801,CO0080100,08,015,08015,local police department,"cities under 2,500",mountain,non-suburban,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Salida,1980,Colorado,CO,4878,CO00802,CO0080200,08,015,08015,local police department,"cities 2,500-9,999",mountain,non-suburban,11,10,1,6,5,6,0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
