agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,agg_assault_male_under_10,agg_assault_male_10_12,agg_assault_male_13_14,agg_assault_male_15,agg_assault_male_16,agg_assault_male_17,agg_assault_male_18,agg_assault_male_19,agg_assault_male_20,agg_assault_male_21,agg_assault_male_22,agg_assault_male_23,agg_assault_male_24,agg_assault_male_25_29,agg_assault_male_30_34,agg_assault_male_35_39,agg_assault_male_40_44,agg_assault_male_45_49,agg_assault_male_50_54,agg_assault_male_55_59,agg_assault_male_60_64,agg_assault_male_over_64,agg_assault_female_under_10,agg_assault_female_10_12,agg_assault_female_13_14,agg_assault_female_15,agg_assault_female_16,agg_assault_female_17,agg_assault_female_18,agg_assault_female_19,agg_assault_female_20,agg_assault_female_21,agg_assault_female_22,agg_assault_female_23,agg_assault_female_24,agg_assault_female_25_29,agg_assault_female_30_34,agg_assault_female_35_39,agg_assault_female_40_44,agg_assault_female_45_49,agg_assault_female_50_54,agg_assault_female_55_59,agg_assault_female_60_64,agg_assault_female_over_64,agg_assault_adult_white,agg_assault_adult_black,agg_assault_adult_asian,agg_assault_adult_indian,agg_assault_juv_white,agg_assault_juv_black,agg_assault_juv_asian,agg_assault_juv_indian
Lyon,1986,Nevada,NV,14297,NV01000,NV0100000,32,019,32019,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,16,16,0,14,2,14,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0
Yerington,1986,Nevada,NV,2295,NV01001,NV0100100,32,019,32019,local police department,"cities under 2,500",mountain,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Mineral,1986,Nevada,NV,6361,NV01100,NV0110000,32,021,32021,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pershing,1986,Nevada,NV,1981,NV01400,NV0140000,32,027,32027,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,4,4,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
Lovelock,1986,Nevada,NV,1782,NV01401,NV0140100,32,027,32027,local police department,"cities under 2,500",mountain,non-suburban,4,4,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
Storey,1986,Nevada,NV,1906,NV01500,NV0150000,32,029,32029,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Washoe,1986,Nevada,NV,61340,NV01600,NV0160000,32,031,32031,sheriffs office,"msa cnty 25,000-99,999",mountain,suburban,58,50,8,53,5,45,8,5,8,0,0,2,3,0,3,2,3,1,0,1,1,0,13,8,6,5,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,44,5,1,0,8,0,0,0
Reno,1986,Nevada,NV,111665,NV01601,NV0160100,32,031,32031,local police department,"cities 100,000-249,999",mountain,non-suburban,182,166,16,161,21,147,14,19,14,0,0,0,3,3,8,3,5,8,6,5,12,9,27,27,25,12,2,1,3,0,2,0,0,2,0,0,0,0,0,1,1,1,1,1,4,1,6,2,1,0,0,0,0,126,29,0,11,15,1,0,0
Sparks,1986,Nevada,NV,50640,NV01602,NV0160200,32,031,32031,local police department,"cities 50,000-99,999",mountain,suburban,143,133,10,128,15,121,7,12,7,0,0,1,2,0,4,5,3,2,8,5,5,7,24,24,19,8,3,2,4,0,2,0,0,0,0,3,0,0,1,1,0,0,0,0,6,1,0,0,3,0,0,0,0,99,28,2,4,6,4,0,0
Univ Of Nevada-reno,1986,Nevada,NV,0,NV01603,NV0160300,32,031,32031,special jurisdiction,"cities under 2,500",mountain,suburban,5,4,1,5,0,4,1,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0
White Pine,1986,Nevada,NV,8695,NV01700,NV0170000,32,033,32033,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,4,4,0,1,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
Churchill,1987,Nevada,NV,11027,NV00100,NV0010000,32,001,32001,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fallon,1987,Nevada,NV,4950,NV00101,NV0010100,32,001,32001,local police department,"cities 2,500-9,999",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Las Vegas Metro Pol Jur,1987,Nevada,NV,481393,NV00201,NV0020100,32,003,32003,local police department,"cities 250,000-499,999",mountain,non-suburban,679,606,73,615,64,548,67,58,67,0,3,9,13,18,24,21,28,18,22,39,20,27,125,91,71,31,28,8,9,3,7,0,0,0,3,2,1,3,2,3,2,3,4,5,11,12,8,2,1,0,1,0,1,432,165,6,3,45,23,5,0
North Las Vegas,1987,Nevada,NV,52517,NV00202,NV0020200,32,003,32003,local police department,"cities 50,000-99,999",mountain,suburban,146,120,26,122,24,101,21,19,21,0,1,5,4,8,3,1,7,4,9,8,7,4,15,22,9,2,4,1,5,3,0,0,1,1,1,2,0,0,2,1,2,0,2,2,4,2,2,1,0,0,1,0,0,40,77,3,0,10,16,0,0
Henderson,1987,Nevada,NV,49029,NV00203,NV0020300,32,003,32003,local police department,"cities 25,000-49,999",mountain,suburban,23,21,2,19,4,18,1,3,1,0,0,0,1,0,0,0,0,2,0,0,2,0,3,6,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,19,1,0,1,2,0,0,0
Boulder City,1987,Nevada,NV,11779,NV00204,NV0020400,32,003,32003,local police department,"cities 10,000-24,999",mountain,suburban,7,6,1,7,0,6,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0
Elko,1987,Nevada,NV,7927,NV00400,NV0040000,32,007,32007,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Carlin,1987,Nevada,NV,1577,NV00402,NV0040200,32,007,32007,local police department,"cities under 2,500",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Esmeralda,1987,Nevada,NV,1358,NV00500,NV0050000,32,009,32009,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Humboldt,1987,Nevada,NV,6067,NV00700,NV0070000,32,013,32013,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Winnemucca,1987,Nevada,NV,5002,NV00701,NV0070100,32,013,32013,local police department,"cities 2,500-9,999",mountain,non-suburban,20,19,1,18,2,18,0,1,0,0,0,0,0,0,0,1,2,3,0,1,2,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,2,1,0,0,0
Lincoln,1987,Nevada,NV,2528,NV00900,NV0090000,32,017,32017,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Lyon,1987,Nevada,NV,15612,NV01000,NV0100000,32,019,32019,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,19,19,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,3,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0
Yerington,1987,Nevada,NV,2350,NV01001,NV0100100,32,019,32019,local police department,"cities under 2,500",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pershing,1987,Nevada,NV,1984,NV01400,NV0140000,32,027,32027,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,10,9,1,9,1,8,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,3,0,0,0,1
Lovelock,1987,Nevada,NV,1880,NV01401,NV0140100,32,027,32027,local police department,"cities under 2,500",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storey,1987,Nevada,NV,1984,NV01500,NV0150000,32,029,32029,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Washoe,1987,Nevada,NV,64943,NV01600,NV0160000,32,031,32031,sheriffs office,"msa cnty 25,000-99,999",mountain,suburban,68,53,15,61,7,47,14,6,14,0,2,3,2,4,3,1,2,0,2,3,2,2,13,11,4,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,51,1,0,1,15,0,0,0
Reno,1987,Nevada,NV,115320,NV01601,NV0160100,32,031,32031,local police department,"cities 100,000-249,999",mountain,non-suburban,159,142,17,145,14,130,14,12,14,1,0,4,2,4,4,3,4,6,7,6,8,2,27,21,17,7,7,4,4,3,4,0,0,2,0,0,0,0,1,0,0,1,2,3,2,1,0,0,2,0,0,0,0,112,25,0,5,14,1,0,2
Sparks,1987,Nevada,NV,54282,NV01602,NV0160200,32,031,32031,local police department,"cities 50,000-99,999",mountain,suburban,187,150,37,156,31,127,28,23,28,1,1,8,8,8,3,2,1,5,6,5,3,3,40,25,15,10,6,1,3,1,1,0,1,2,3,2,0,0,1,1,3,0,1,3,3,4,2,3,1,0,0,1,0,73,56,11,4,29,2,1,0
Univ Of Nevada-reno,1987,Nevada,NV,0,NV01603,NV0160300,32,031,32031,special jurisdiction,"cities under 2,500",mountain,suburban,7,5,2,6,1,5,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0
White Pine,1987,Nevada,NV,7937,NV01700,NV0170000,32,033,32033,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Churchill,1988,Nevada,NV,11626,NV00100,NV0010000,32,001,32001,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallon,1988,Nevada,NV,5209,NV00101,NV0010100,32,001,32001,local police department,"cities 2,500-9,999",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Las Vegas Metro Pol Jur,1988,Nevada,NV,510941,NV00201,NV0020100,32,003,32003,local police department,"cities 500,000-999,999",mountain,non-suburban,672,600,72,608,64,541,66,59,66,1,4,5,11,18,28,33,22,30,21,26,30,22,110,87,48,39,34,13,17,7,2,0,1,1,0,2,1,1,4,2,2,0,3,5,16,9,9,2,3,2,1,0,0,440,154,4,2,51,21,0,0
North Las Vegas,1988,Nevada,NV,55741,NV00202,NV0020200,32,003,32003,local police department,"cities 50,000-99,999",mountain,suburban,86,74,12,76,10,64,12,10,12,0,2,1,3,4,2,4,8,4,4,4,6,3,7,7,8,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,2,0,0,0,0,0,0,19,54,1,0,2,10,0,0
Henderson,1988,Nevada,NV,52038,NV00203,NV0020300,32,003,32003,local police department,"cities 50,000-99,999",mountain,suburban,40,29,11,34,6,24,10,5,10,0,1,3,2,3,1,1,1,2,1,2,0,2,3,3,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,24,5,0,0,8,3,0,0
Boulder City,1988,Nevada,NV,12502,NV00204,NV0020400,32,003,32003,local police department,"cities 10,000-24,999",mountain,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlin,1988,Nevada,NV,1712,NV00402,NV0040200,32,007,32007,local police department,"cities under 2,500",mountain,non-suburban,4,4,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Esmeralda,1988,Nevada,NV,1263,NV00500,NV0050000,32,009,32009,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Eureka,1988,Nevada,NV,1368,NV00600,NV0060000,32,011,32011,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Humboldt,1988,Nevada,NV,6172,NV00700,NV0070000,32,013,32013,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnemucca,1988,Nevada,NV,5087,NV00701,NV0070100,32,013,32013,local police department,"cities 2,500-9,999",mountain,non-suburban,18,18,0,17,1,17,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,4,0,0,0,0
Lander,1988,Nevada,NV,4525,NV00800,NV0080000,32,015,32015,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln,1988,Nevada,NV,2547,NV00900,NV0090000,32,017,32017,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
Caliente,1988,Nevada,NV,1031,NV00901,NV0090100,32,017,32017,local police department,"cities under 2,500",mountain,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Lyon,1988,Nevada,NV,16096,NV01000,NV0100000,32,019,32019,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Yerington,1988,Nevada,NV,2423,NV01001,NV0100100,32,019,32019,local police department,"cities under 2,500",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineral,1988,Nevada,NV,6419,NV01100,NV0110000,32,021,32021,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,31,28,3,23,8,21,2,7,2,0,1,1,0,0,0,1,1,0,0,1,1,1,10,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,23,3,0,2,1,2,0,0
Carson City,1988,Nevada,NV,40195,NV01300,NV0130000,32,510,32510,sheriffs office,"non-msa cnty 25,000-99,999",mountain,non-suburban,50,46,4,45,5,41,4,5,4,0,0,1,1,2,0,0,2,1,1,1,1,4,12,11,3,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,45,0,0,1,4,0,0,0
Pershing,1988,Nevada,NV,2269,NV01400,NV0140000,32,027,32027,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Lovelock,1988,Nevada,NV,2150,NV01401,NV0140100,32,027,32027,local police department,"cities under 2,500",mountain,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Storey,1988,Nevada,NV,2104,NV01500,NV0150000,32,029,32029,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0
Washoe,1988,Nevada,NV,67622,NV01600,NV0160000,32,031,32031,sheriffs office,"msa cnty 25,000-99,999",mountain,suburban,124,115,9,113,11,107,6,8,6,0,1,2,2,0,1,5,4,2,3,6,3,4,21,23,22,4,6,2,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,3,2,1,0,0,0,1,0,0,105,6,2,2,7,1,0,1
Reno,1988,Nevada,NV,120076,NV01601,NV0160100,32,031,32031,local police department,"cities 100,000-249,999",mountain,non-suburban,181,156,25,163,18,139,24,17,24,0,2,5,6,6,5,10,7,4,8,6,4,6,31,15,18,16,3,4,3,1,3,0,0,0,0,0,1,1,0,1,0,0,2,1,5,2,0,2,2,1,0,0,0,74,15,0,3,11,3,0,0
White Pine,1988,Nevada,NV,7997,NV01700,NV0170000,32,033,32033,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churchill,1989,Nevada,NV,12037,NV00100,NV0010000,32,001,32001,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallon,1989,Nevada,NV,5354,NV00101,NV0010100,32,001,32001,local police department,"cities 2,500-9,999",mountain,non-suburban,4,4,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Las Vegas Metro Pol Jur,1989,Nevada,NV,536148,NV00201,NV0020100,32,003,32003,local police department,"cities 500,000-999,999",mountain,non-suburban,670,592,78,605,65,537,68,55,68,0,5,6,17,15,25,39,25,19,23,27,20,23,115,90,61,35,23,16,9,4,8,0,0,2,3,1,4,0,3,3,5,2,0,0,12,13,8,5,1,1,1,1,0,438,146,8,0,48,29,1,0
Henderson,1989,Nevada,NV,62512,NV00203,NV0020300,32,003,32003,local police department,"cities 50,000-99,999",mountain,suburban,55,36,19,49,6,31,18,5,18,0,1,5,3,5,4,3,2,1,2,0,1,4,6,7,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,29,7,0,0,16,3,0,0
Boulder City,1989,Nevada,NV,12490,NV00204,NV0020400,32,003,32003,local police department,"cities 10,000-24,999",mountain,suburban,7,2,5,7,0,2,5,0,5,0,0,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0
Elko,1989,Nevada,NV,9381,NV00400,NV0040000,32,007,32007,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlin,1989,Nevada,NV,2118,NV00402,NV0040200,32,007,32007,local police department,"cities under 2,500",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells,1989,Nevada,NV,1212,NV00403,NV0040300,32,007,32007,local police department,"cities under 2,500",mountain,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
Esmeralda,1989,Nevada,NV,1265,NV00500,NV0050000,32,009,32009,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,11,11,0,10,1,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,2,0,0,0,0
Eureka,1989,Nevada,NV,1476,NV00600,NV0060000,32,011,32011,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,6,5,1,6,0,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
Humboldt,1989,Nevada,NV,6714,NV00700,NV0070000,32,013,32013,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnemucca,1989,Nevada,NV,5723,NV00701,NV0070100,32,013,32013,local police department,"cities 2,500-9,999",mountain,non-suburban,12,10,2,10,2,8,2,2,2,0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,1,1,1,2,0,0,0
Lincoln,1989,Nevada,NV,2635,NV00900,NV0090000,32,017,32017,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
