agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Folly Beach,1980,South Carolina,SC,1399,SC01004,SC0100400,45,019,45019,local police department,"cities under 2,500",south atlantic,suburban,3,2,1,3,0,2,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Isle Of Palms,1980,South Carolina,SC,3416,SC01005,SC0100500,45,019,45019,local police department,"cities 2,500-9,999",south atlantic,suburban,3,1,2,2,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Lincolnville,1980,South Carolina,SC,798,SC01006,SC0100600,45,019,45019,local police department,"cities under 2,500",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivans Island,1980,South Carolina,SC,1816,SC01007,SC0100700,45,019,45019,local police department,"cities under 2,500",south atlantic,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
North Charleston,1980,South Carolina,SC,55284,SC01008,SC0100800,45,019,45019,local police department,"cities 50,000-99,999",south atlantic,suburban,130,76,54,126,4,73,52,3,52,1,4,6,9,10,23,10,14,6,6,6,5,4,12,2,5,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,35,41,0,0,43,11,0,0
Charleston State Police,1980,South Carolina,SC,0,SC010SP,SC010SP00,45,019,45019,state law enforcement agency,"msa cnty under 10,000",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherokee,1980,South Carolina,SC,25781,SC01100,SC0110000,45,021,45021,sheriffs office,"non-msa cnty 25,000-99,999",south atlantic,non-suburban,40,31,9,38,2,30,8,1,8,0,0,0,0,2,6,5,3,6,2,3,4,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,2,0,0,9,0,0,0
Blacksburg,1980,South Carolina,SC,1888,SC01101,SC0110100,45,021,45021,local police department,"cities under 2,500",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaffney,1980,South Carolina,SC,13209,SC01102,SC0110200,45,021,45021,local police department,"cities 10,000-24,999",south atlantic,non-suburban,21,17,4,20,1,17,3,0,3,0,2,0,0,0,1,1,4,1,0,2,1,0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,4,0,0,0
Cherokee State Police,1980,South Carolina,SC,0,SC011SP,SC011SP00,45,021,45021,state law enforcement agency,"non-msa cnty under 10,000",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chester,1980,South Carolina,SC,20667,SC01200,SC0120000,45,023,45023,sheriffs office,"non-msa cnty 10,000-24,999",south atlantic,non-suburban,34,21,13,31,3,20,11,1,11,0,0,0,1,2,8,0,3,1,2,2,4,0,3,2,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,6,0,0,10,3,0,0
Chester,1980,South Carolina,SC,6762,SC01201,SC0120100,45,023,45023,local police department,"cities 2,500-9,999",south atlantic,non-suburban,29,20,9,29,0,20,9,0,9,0,0,0,0,0,9,6,3,2,0,3,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,2,7,0,0
Great Falls,1980,South Carolina,SC,2595,SC01202,SC0120200,45,023,45023,local police department,"cities 2,500-9,999",south atlantic,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
Chester State Police,1980,South Carolina,SC,0,SC012SP,SC012SP00,45,023,45023,state law enforcement agency,"non-msa cnty under 10,000",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield,1980,South Carolina,SC,26676,SC01300,SC0130000,45,025,45025,sheriffs office,"non-msa cnty 25,000-99,999",south atlantic,non-suburban,36,27,9,34,2,25,9,2,9,0,0,4,3,1,1,4,7,2,1,1,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,17,10,0,0,6,3,0,0
Cheraw,1980,South Carolina,SC,5681,SC01301,SC0130100,45,025,45025,local police department,"cities 2,500-9,999",south atlantic,non-suburban,16,12,4,16,0,12,4,0,4,0,2,0,1,0,1,3,4,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,2,2,0,0
Chesterfield,1980,South Carolina,SC,1451,SC01302,SC0130200,45,025,45025,local police department,"cities under 2,500",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pageland,1980,South Carolina,SC,2687,SC01305,SC0130500,45,025,45025,local police department,"cities 2,500-9,999",south atlantic,non-suburban,3,2,1,3,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
Patrick,1980,South Carolina,SC,356,SC01306,SC0130600,45,025,45025,local police department,"cities under 2,500",south atlantic,non-suburban,9,8,1,9,0,8,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0
Clarendon,1980,South Carolina,SC,20997,SC01400,SC0140000,45,027,45027,sheriffs office,"non-msa cnty 10,000-24,999",south atlantic,non-suburban,37,26,11,33,4,25,8,1,8,0,0,0,0,4,4,5,5,0,7,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,0,5,6,0,0
Manning,1980,South Carolina,SC,4727,SC01401,SC0140100,45,027,45027,local police department,"cities 2,500-9,999",south atlantic,non-suburban,9,4,5,9,0,4,5,0,5,0,0,3,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,0,0
Summerton,1980,South Carolina,SC,1194,SC01402,SC0140200,45,027,45027,local police department,"cities under 2,500",south atlantic,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Clarendon State Police,1980,South Carolina,SC,0,SC014SP,SC014SP00,45,027,45027,state law enforcement agency,"non-msa cnty under 10,000",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colleton,1980,South Carolina,SC,25340,SC01500,SC0150000,45,029,45029,sheriffs office,"non-msa cnty 25,000-99,999",south atlantic,non-suburban,21,18,3,20,1,17,3,1,3,0,0,0,1,1,1,0,0,2,3,4,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,11,0,0,3,0,0,0
Walterboro,1980,South Carolina,SC,5914,SC01501,SC0150100,45,029,45029,local police department,"cities 2,500-9,999",south atlantic,non-suburban,50,19,31,49,1,18,31,1,31,0,0,9,6,14,2,2,2,6,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,2,29,0,0
Darlington,1980,South Carolina,SC,44965,SC01600,SC0160000,45,031,45031,sheriffs office,"non-msa cnty 25,000-99,999",south atlantic,non-suburban,38,36,2,34,4,32,2,4,2,0,0,0,0,0,2,6,9,2,2,0,1,0,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,17,0,0,2,0,0,0
Darlington,1980,South Carolina,SC,7978,SC01601,SC0160100,45,031,45031,local police department,"cities 2,500-9,999",south atlantic,non-suburban,47,31,16,44,3,31,12,0,12,1,0,4,2,1,5,1,6,2,1,2,1,0,10,5,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,9,7,0,0
Hartsville,1980,South Carolina,SC,7616,SC01602,SC0160200,45,031,45031,local police department,"cities 2,500-9,999",south atlantic,non-suburban,39,23,16,38,1,22,16,1,16,0,0,4,3,1,8,5,4,3,1,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,17,0,0,12,4,0,0
Lamar,1980,South Carolina,SC,1335,SC01603,SC0160300,45,031,45031,local police department,"cities under 2,500",south atlantic,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
