agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,agg_assault_male_under_10,agg_assault_male_10_12,agg_assault_male_13_14,agg_assault_male_15,agg_assault_male_16,agg_assault_male_17,agg_assault_male_18,agg_assault_male_19,agg_assault_male_20,agg_assault_male_21,agg_assault_male_22,agg_assault_male_23,agg_assault_male_24,agg_assault_male_25_29,agg_assault_male_30_34,agg_assault_male_35_39,agg_assault_male_40_44,agg_assault_male_45_49,agg_assault_male_50_54,agg_assault_male_55_59,agg_assault_male_60_64,agg_assault_male_over_64,agg_assault_female_under_10,agg_assault_female_10_12,agg_assault_female_13_14,agg_assault_female_15,agg_assault_female_16,agg_assault_female_17,agg_assault_female_18,agg_assault_female_19,agg_assault_female_20,agg_assault_female_21,agg_assault_female_22,agg_assault_female_23,agg_assault_female_24,agg_assault_female_25_29,agg_assault_female_30_34,agg_assault_female_35_39,agg_assault_female_40_44,agg_assault_female_45_49,agg_assault_female_50_54,agg_assault_female_55_59,agg_assault_female_60_64,agg_assault_female_over_64,agg_assault_adult_white,agg_assault_adult_black,agg_assault_adult_asian,agg_assault_adult_indian,agg_assault_juv_white,agg_assault_juv_black,agg_assault_juv_asian,agg_assault_juv_indian
Dover,1988,Delaware,DE,23536,DE00101,DE0010100,10,001,10001,32,31,1,29,3,28,1,3,1,0,0,0,0,0,1,2,4,1,1,1,3,1,7,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,24,0,0,0,1,0,0
Harrington,1988,Delaware,DE,2586,DE00102,DE0010200,10,001,10001,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Smyrna,1988,Delaware,DE,5131,DE00103,DE0010300,10,001,10001,6,2,4,6,0,2,4,0,4,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0
Camden-wyoming,1988,Delaware,DE,1839,DE00104,DE0010400,10,001,10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felton,1988,Delaware,DE,676,DE00107,DE0010700,10,001,10001,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Capitol Security,1988,Delaware,DE,0,DE00118,DE0011800,10,001,10001,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dnr Env Cont Park Ranger,1988,Delaware,DE,0,DE00123,DE0012300,10,001,10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Del River-bay Authority,1988,Delaware,DE,0,DE00201,DE0020100,10,003,10003,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Middletown,1988,Delaware,DE,4043,DE00202,DE0020200,10,003,10003,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
New Castle Police Depart,1988,Delaware,DE,318623,DE00203,DE0020300,10,003,10003,188,162,26,154,34,129,14,33,14,11,0,3,3,3,5,8,7,6,11,6,9,8,28,18,9,12,3,2,1,1,0,0,0,0,0,1,0,1,2,2,0,1,3,2,9,5,3,3,1,1,0,0,0,112,49,1,0,17,9,0,0
New Castle,1988,Delaware,DE,5170,DE00204,DE0020400,10,003,10003,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Newark,1988,Delaware,DE,25200,DE00205,DE0020500,10,003,10003,15,14,1,13,2,12,1,2,1,0,1,0,0,0,0,1,3,1,0,0,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11,3,0,0,1,0,0,0
Wilmington,1988,Delaware,DE,72630,DE00206,DE0020600,10,003,10003,213,192,21,178,35,159,17,33,17,2,0,1,3,6,7,7,8,11,7,5,5,9,41,34,14,6,5,1,5,0,1,0,0,1,0,1,0,0,1,2,0,1,1,2,12,4,6,1,2,1,0,0,0,38,154,0,0,2,19,0,0
Elsmere,1988,Delaware,DE,6597,DE00207,DE0020700,10,003,10003,8,7,1,8,0,7,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0
Newport,1988,Delaware,DE,1199,DE00208,DE0020800,10,003,10003,3,3,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Delaware City,1988,Delaware,DE,1960,DE00209,DE0020900,10,003,10003,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bridgeville,1988,Delaware,DE,1261,DE00301,DE0030100,10,005,10005,3,2,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Delmar,1988,Delaware,DE,915,DE00302,DE0030200,10,005,10005,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Laurel,1988,Delaware,DE,3668,DE00303,DE0030300,10,005,10005,18,16,2,17,1,16,1,0,1,0,0,1,0,0,0,2,3,2,0,0,1,0,3,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,2,0,0
Lewes,1988,Delaware,DE,2880,DE00304,DE0030400,10,005,10005,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Milford,1988,Delaware,DE,5942,DE00305,DE0030500,10,005,10005,23,22,1,18,5,17,1,5,1,0,0,0,0,0,1,0,2,2,1,3,0,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,12,10,0,0,1,0,0,0
Milton,1988,Delaware,DE,1629,DE00306,DE0030600,10,005,10005,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
Rehoboth Beach,1988,Delaware,DE,2008,DE00307,DE0030700,10,005,10005,9,6,3,9,0,6,3,0,3,0,0,0,0,2,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,1,0,0
Seaford,1988,Delaware,DE,5592,DE00308,DE0030800,10,005,10005,8,8,0,6,2,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0
Blades,1988,Delaware,DE,599,DE00309,DE0030900,10,005,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethany Beach,1988,Delaware,DE,483,DE00310,DE0031000,10,005,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dagsboro,1988,Delaware,DE,389,DE00311,DE0031100,10,005,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown,1988,Delaware,DE,2134,DE00313,DE0031300,10,005,10005,5,4,1,5,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0
Millsboro,1988,Delaware,DE,1808,DE00315,DE0031500,10,005,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selbyville,1988,Delaware,DE,1335,DE00316,DE0031600,10,005,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Bethany,1988,Delaware,DE,179,DE00318,DE0031800,10,005,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fire Marshall-sussex Co,1988,Delaware,DE,0,DE00320,NA,10,005,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dewey Beach,1988,Delaware,DE,179,DE00324,DE0032400,10,005,10005,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Kent State Police,1988,Delaware,DE,71602,DE301SP,DE301SP00,10,001,10001,63,55,8,53,10,48,5,7,5,0,0,0,0,3,2,2,2,3,3,1,2,4,8,10,5,2,3,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,35,19,1,0,5,3,0,0
New Castle State Police,1988,Delaware,DE,0,DE302SP,DE302SP00,10,003,10003,84,67,17,77,7,62,15,5,15,0,1,4,8,1,1,9,2,3,3,3,4,1,11,11,8,4,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,51,16,0,0,5,12,0,0
Sussex State Police,1988,Delaware,DE,83525,DE303SP,DE303SP00,10,005,10005,119,109,10,103,16,95,8,14,8,0,1,1,2,0,4,2,3,7,4,0,5,5,21,20,7,12,1,5,1,0,2,0,1,0,0,1,0,0,2,2,0,0,0,2,0,2,2,0,4,0,0,0,0,47,61,1,0,3,7,0,0
Dover,1989,Delaware,DE,23337,DE00101,DE0010100,10,001,10001,54,45,9,36,18,29,7,16,7,0,1,1,3,0,2,1,2,1,2,0,0,2,7,9,1,1,1,2,0,0,0,0,0,1,1,0,0,2,0,1,2,1,2,2,3,2,1,0,0,0,0,0,0,4,41,0,0,2,7,0,0
Harrington,1989,Delaware,DE,2763,DE00102,DE0010200,10,001,10001,5,4,1,5,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0
Smyrna,1989,Delaware,DE,5393,DE00103,DE0010300,10,001,10001,9,8,1,8,1,7,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,1,0,0,1,0,0
Camden-wyoming,1989,Delaware,DE,1805,DE00104,DE0010400,10,001,10001,4,3,1,4,0,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0
Felton,1989,Delaware,DE,693,DE00107,DE0010700,10,001,10001,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Capitol Security,1989,Delaware,DE,0,DE00118,DE0011800,10,001,10001,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Envir Prot Marine Kent,1989,Delaware,DE,0,DE00121,DE0012100,10,001,10001,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dnr Env Cont Park Ranger,1989,Delaware,DE,0,DE00123,DE0012300,10,001,10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Del River-bay Authority,1989,Delaware,DE,0,DE00201,DE0020100,10,003,10003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middletown,1989,Delaware,DE,5577,DE00202,DE0020200,10,003,10003,3,2,1,3,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
New Castle Police Depart,1989,Delaware,DE,325826,DE00203,DE0020300,10,003,10003,210,184,26,178,32,155,16,29,16,7,0,4,0,5,7,9,10,12,7,3,7,6,41,31,13,6,5,1,1,3,0,0,0,0,0,0,3,2,1,1,1,3,4,0,6,6,0,1,2,1,1,0,0,130,54,0,0,19,7,0,0
New Castle,1989,Delaware,DE,5220,DE00204,DE0020400,10,003,10003,7,5,2,6,1,4,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0
Newark,1989,Delaware,DE,26080,DE00205,DE0020500,10,003,10003,23,20,3,19,4,16,3,4,3,0,0,0,2,1,0,1,1,0,0,2,2,0,3,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,15,5,0,0,3,0,0,0
Wilmington,1989,Delaware,DE,71582,DE00206,DE0020600,10,003,10003,238,213,25,188,50,168,20,45,20,0,1,3,8,2,6,7,9,9,7,9,10,8,31,27,23,15,1,4,3,1,4,0,0,2,0,0,3,2,1,1,3,3,0,3,13,7,7,3,2,0,0,0,0,32,181,0,0,2,23,0,0
Elsmere,1989,Delaware,DE,6270,DE00207,DE0020700,10,003,10003,10,6,4,6,4,4,2,2,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,3,1,0,0
Newport,1989,Delaware,DE,1213,DE00208,DE0020800,10,003,10003,4,3,1,4,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0
Delaware City,1989,Delaware,DE,2039,DE00209,DE0020900,10,003,10003,4,3,1,2,2,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
Narc & Drugs New Castle,1989,Delaware,DE,0,DE00213,DE0021300,10,003,10003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Envir Prot Marine N C,1989,Delaware,DE,0,DE00214,DE0021400,10,003,10003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amtrack Police,1989,Delaware,DE,0,DE00215,DE0021500,10,003,10003,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
University Of Delaware,1989,Delaware,DE,0,DE00217,DE0021700,10,003,10003,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Fire Marshall N C County,1989,Delaware,DE,0,DE00220,NA,10,003,10003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridgeville,1989,Delaware,DE,1264,DE00301,DE0030100,10,005,10005,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Delmar,1989,Delaware,DE,897,DE00302,DE0030200,10,005,10005,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Laurel,1989,Delaware,DE,3783,DE00303,DE0030300,10,005,10005,22,20,2,19,3,17,2,3,2,0,1,1,0,0,0,1,0,0,3,2,1,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,7,13,0,0,0,2,0,0
Lewes,1989,Delaware,DE,3110,DE00304,DE0030400,10,005,10005,7,5,2,6,1,4,2,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0
Milford,1989,Delaware,DE,5955,DE00305,DE0030500,10,005,10005,27,23,4,20,7,16,4,7,4,0,1,1,2,0,0,1,1,1,0,2,0,2,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,0,0,0,0,0,0,13,9,1,0,3,1,0,0
Milton,1989,Delaware,DE,1601,DE00306,DE0030600,10,005,10005,14,13,1,8,6,7,1,6,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,1,12,0,0,0,1,0,0
Rehoboth Beach,1989,Delaware,DE,2080,DE00307,DE0030700,10,005,10005,8,7,1,8,0,7,1,0,1,0,0,0,1,0,0,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0
Seaford,1989,Delaware,DE,5618,DE00308,DE0030800,10,005,10005,20,15,5,12,8,10,2,5,2,0,0,0,1,0,1,1,1,1,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,3,11,1,0,2,3,0,0
Blades,1989,Delaware,DE,653,DE00309,DE0030900,10,005,10005,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bethany Beach,1989,Delaware,DE,540,DE00310,DE0031000,10,005,10005,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dagsboro,1989,Delaware,DE,418,DE00311,DE0031100,10,005,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown,1989,Delaware,DE,2202,DE00313,DE0031300,10,005,10005,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
Millsboro,1989,Delaware,DE,1947,DE00315,DE0031500,10,005,10005,5,3,2,5,0,3,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0
Selbyville,1989,Delaware,DE,1397,DE00316,DE0031600,10,005,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankford,1989,Delaware,DE,1060,DE00319,DE0031900,10,005,10005,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Fire Marshall-sussex Co,1989,Delaware,DE,0,DE00320,NA,10,005,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dewey Beach,1989,Delaware,DE,184,DE00324,DE0032400,10,005,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent State Police,1989,Delaware,DE,72703,DE301SP,DE301SP00,10,001,10001,120,109,11,106,14,96,9,13,9,1,0,2,0,2,5,8,5,6,2,5,5,3,23,14,14,6,2,0,2,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,2,4,2,1,0,0,0,0,0,78,31,0,0,9,2,0,0
New Castle State Police,1989,Delaware,DE,0,DE302SP,DE302SP00,10,003,10003,150,122,28,133,17,108,25,14,25,0,1,5,4,6,9,11,5,6,5,3,8,3,24,16,16,3,5,2,1,0,0,0,1,1,0,0,1,1,0,0,2,2,1,1,2,1,4,0,0,0,0,0,0,95,27,0,0,14,14,0,0
Sussex State Police,1989,Delaware,DE,85782,DE303SP,DE303SP00,10,005,10005,161,145,16,133,28,121,12,24,12,0,0,3,0,8,1,8,7,4,8,3,3,6,36,17,8,9,7,0,2,2,1,0,1,0,0,2,1,2,0,1,0,2,0,3,6,1,4,3,1,1,0,0,0,66,79,0,0,6,10,0,0
Dover,1990,Delaware,DE,27630,DE00101,DE0010100,10,001,10001,64,52,12,57,7,45,11,7,11,1,0,2,2,3,4,6,3,5,2,1,3,1,10,8,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,1,0,0,0,0,0,7,45,0,0,0,12,0,0
Harrington,1990,Delaware,DE,2311,DE00102,DE0010200,10,001,10001,7,7,0,6,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0
Smyrna,1990,Delaware,DE,5231,DE00103,DE0010300,10,001,10001,8,7,1,7,1,6,1,1,1,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0
Camden-wyoming,1990,Delaware,DE,2876,DE00104,DE0010400,10,001,10001,13,8,5,9,4,4,5,4,5,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,5,3,0,0,0,5,0,0
