agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,theft_male_under_10,theft_male_10_12,theft_male_13_14,theft_male_15,theft_male_16,theft_male_17,theft_male_18,theft_male_19,theft_male_20,theft_male_21,theft_male_22,theft_male_23,theft_male_24,theft_male_25_29,theft_male_30_34,theft_male_35_39,theft_male_40_44,theft_male_45_49,theft_male_50_54,theft_male_55_59,theft_male_60_64,theft_male_over_64,theft_female_under_10,theft_female_10_12,theft_female_13_14,theft_female_15,theft_female_16,theft_female_17,theft_female_18,theft_female_19,theft_female_20,theft_female_21,theft_female_22,theft_female_23,theft_female_24,theft_female_25_29,theft_female_30_34,theft_female_35_39,theft_female_40_44,theft_female_45_49,theft_female_50_54,theft_female_55_59,theft_female_60_64,theft_female_over_64,theft_adult_white,theft_adult_black,theft_adult_asian,theft_adult_indian,theft_juv_white,theft_juv_black,theft_juv_asian,theft_juv_indian,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Avoyelles,1980,Louisiana,LA,28754,LA00500,LA0050000,22,009,22009,45,44,1,36,9,35,1,9,1,0,0,0,0,1,0,2,1,2,0,7,1,3,3,3,5,1,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,1,2,0,0,22,22,0,0,0,1,0,0,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Bunkie,1980,Louisiana,LA,5451,LA00501,LA0050100,22,009,22009,16,10,6,10,6,7,3,3,3,0,2,1,0,0,0,1,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marksville,1980,Louisiana,LA,4914,LA00502,LA0050200,22,009,22009,27,19,8,19,8,13,6,6,6,0,0,1,1,4,0,0,3,4,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,0,4,15,0,0,2,6,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Simmesport,1980,Louisiana,LA,2323,LA00503,LA0050300,22,009,22009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauregard,1980,Louisiana,LA,18576,LA00600,LA0060000,22,011,22011,27,21,6,25,2,20,5,1,5,0,0,0,1,2,2,1,3,1,0,0,2,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,1,5,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
De Ridder,1980,Louisiana,LA,11071,LA00601,LA0060100,22,011,22011,22,15,7,15,7,10,5,5,5,0,1,3,1,0,0,2,1,2,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5,10,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienville,1980,Louisiana,LA,12778,LA00700,LA0070000,22,013,22013,30,27,3,29,1,26,3,1,3,0,0,0,0,0,3,2,2,2,2,0,2,0,9,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,20,0,0,3,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bossier,1980,Louisiana,LA,29398,LA00800,LA0080000,22,015,22015,46,38,8,39,7,32,7,6,7,0,0,1,0,6,0,3,1,2,6,3,3,2,2,3,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,28,10,0,0,1,7,0,0,10,4,6,10,0,4,6,0,6,0,0,0,1,3,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,2,0,0
Bossier City,1980,Louisiana,LA,50860,LA00801,LA0080100,22,015,22015,444,319,125,277,167,199,74,120,74,4,11,15,13,21,14,17,15,18,10,16,9,9,31,21,21,11,5,4,3,5,4,2,5,6,11,11,12,12,7,7,11,6,8,9,24,12,12,5,4,1,1,1,0,185,121,0,13,93,31,1,0,29,24,5,25,4,20,5,4,5,0,0,0,3,2,0,1,5,4,1,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,5,0,0,0
Caddo,1980,Louisiana,LA,54068,LA00900,LA0090000,22,017,22017,73,70,3,66,7,63,3,7,3,0,0,0,1,1,1,11,6,3,4,6,2,4,14,6,3,1,0,3,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,37,33,0,0,3,0,0,0,5,1,4,4,1,1,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
Shreveport,1980,Louisiana,LA,194773,LA00901,LA0090100,22,017,22017,1430,943,487,934,496,570,361,373,361,3,50,91,73,65,82,71,52,49,41,36,40,31,97,46,26,25,11,12,12,11,10,0,16,35,20,27,25,31,26,25,15,14,17,21,53,51,23,15,14,15,20,12,21,265,632,1,45,119,368,0,0,20,7,13,18,2,7,11,0,11,0,0,4,1,5,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,12,0,0
Vivian,1980,Louisiana,LA,4106,LA00902,LA0090200,22,017,22017,6,6,0,4,2,4,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Calcasieu,1980,Louisiana,LA,59272,LA01000,LA0100000,22,019,22019,76,74,2,55,21,53,2,21,2,0,0,1,0,0,1,2,8,4,9,3,2,2,7,8,2,3,1,2,0,0,0,0,0,0,0,0,0,1,1,2,3,0,3,3,5,2,0,0,1,0,0,0,0,36,37,0,1,1,1,0,0,16,15,1,14,2,13,1,2,1,0,0,0,0,1,0,4,4,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13,2,0,0,1,0,0,0
Dequincy,1980,Louisiana,LA,3924,LA01001,LA0100100,22,019,22019,27,21,6,22,5,16,5,5,5,1,1,0,1,3,0,4,2,1,0,0,3,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,17,4,0,0,5,1,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Lake Charles,1980,Louisiana,LA,75621,LA01002,LA0100200,22,019,22019,555,319,236,331,224,173,152,146,152,6,28,39,30,29,26,16,19,11,12,14,10,14,26,15,14,10,7,3,0,1,1,5,12,13,16,17,15,17,9,10,6,11,7,8,28,7,10,6,6,8,5,4,4,108,206,5,0,93,143,0,0,83,50,33,69,14,44,24,6,24,1,5,5,5,3,6,6,2,9,3,2,3,5,5,5,3,1,0,0,0,0,0,0,0,4,1,3,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,22,28,0,0,19,14,0,0
Sulphur,1980,Louisiana,LA,19715,LA01003,LA0100300,22,019,22019,98,80,18,72,26,59,13,21,13,0,0,7,2,4,0,11,2,3,9,3,3,1,12,4,1,6,1,0,0,1,2,0,3,0,1,1,0,2,1,1,0,1,0,0,7,1,0,2,2,0,2,0,2,64,16,0,0,18,0,0,0,6,3,3,5,1,2,3,1,3,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
Vinton,1980,Louisiana,LA,3535,LA01004,LA0100400,22,019,22019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westlake,1980,Louisiana,LA,5267,LA01005,LA0100500,22,019,22019,13,3,10,11,2,3,8,0,8,0,1,1,1,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caldwell,1980,Louisiana,LA,10728,LA01100,LA0110000,22,021,22021,7,3,4,6,1,2,4,1,4,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,1980,Louisiana,LA,9254,LA01200,LA0120000,22,023,22023,30,29,1,25,5,24,1,5,1,0,0,0,0,0,1,1,3,1,4,1,0,1,4,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,24,5,0,0,1,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Catahoula,1980,Louisiana,LA,9413,LA01300,LA0130000,22,025,22025,28,23,5,26,2,21,5,2,5,0,1,1,1,2,0,1,3,1,3,0,2,2,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,2,3,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Jonesville,1980,Louisiana,LA,2819,LA01301,LA0130100,22,025,22025,22,18,4,14,8,12,1,6,1,1,0,0,1,0,0,2,1,1,0,1,0,0,2,2,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,5,13,0,0,0,4,0,0,3,1,2,3,0,1,2,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Claiborne,1980,Louisiana,LA,9340,LA01400,LA0140000,22,027,22027,58,55,3,47,11,45,2,10,2,0,0,0,1,1,0,1,2,0,4,2,3,1,11,6,2,6,2,4,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,2,1,2,0,0,1,0,0,0,19,36,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haynesville,1980,Louisiana,LA,3473,LA01401,LA0140100,22,027,22027,10,6,4,8,2,4,4,2,4,0,0,2,0,0,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homer,1980,Louisiana,LA,4320,LA01402,LA0140200,22,027,22027,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Concordia,1980,Louisiana,LA,12535,LA01500,LA0150000,22,029,22029,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
Ferriday,1980,Louisiana,LA,4406,LA01501,LA0150100,22,029,22029,39,33,6,32,7,27,5,6,5,0,0,2,0,0,3,3,2,1,4,3,3,1,7,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,7,26,0,0,1,5,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Vidalia,1980,Louisiana,LA,5940,LA01502,LA0150200,22,029,22029,32,24,8,24,8,19,5,5,5,0,1,1,2,1,0,3,1,2,2,1,2,2,2,1,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,10,14,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
