agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Newport,1980,Rhode Island,RI,29266,RI00303,RI0030300,44,005,44005,86,60,26,81,5,58,23,2,23,0,0,1,10,4,8,13,11,5,4,8,7,2,6,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,53,7,0,0,15,11,0,0
Portsmouth,1980,Rhode Island,RI,14256,RI00304,RI0030400,44,005,44005,35,10,25,32,3,10,22,0,22,0,0,3,8,7,4,2,1,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,25,0,0,0
Tiverton,1980,Rhode Island,RI,13484,RI00305,RI0030500,44,005,44005,28,15,13,27,1,14,13,1,13,0,0,3,2,5,3,3,3,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
Central Falls,1980,Rhode Island,RI,16901,RI00401,RI0040100,44,007,44007,26,17,9,24,2,15,9,2,9,0,0,1,3,4,1,6,0,3,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16,1,0,0,9,0,0,0
Cranston,1980,Rhode Island,RI,71936,RI00402,RI0040200,44,007,44007,228,91,137,209,19,82,126,9,126,1,11,31,37,30,17,17,14,8,7,8,1,5,13,3,2,0,0,1,2,0,1,0,2,3,0,1,4,0,1,1,0,2,2,0,0,1,1,0,0,0,0,0,1,85,5,1,0,131,5,1,0
Cumberland,1980,Rhode Island,RI,27009,RI00403,RI0040300,44,007,44007,56,29,27,54,2,29,25,0,25,0,2,1,4,8,10,3,7,4,2,3,1,0,7,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,27,0,0,0
East Providence,1980,Rhode Island,RI,50960,RI00404,RI0040400,44,007,44007,180,34,146,170,10,34,121,0,121,15,23,27,26,14,31,9,4,2,4,1,4,3,3,1,3,0,0,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,123,23,0,0
Johnston,1980,Rhode Island,RI,24835,RI00405,RI0040500,44,007,44007,62,25,37,55,7,24,31,1,31,0,0,6,7,7,11,4,5,2,0,2,1,4,4,1,1,0,0,0,0,0,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,27,0,0,0
Lincoln,1980,Rhode Island,RI,16904,RI00406,RI0040600,44,007,44007,33,19,14,33,0,19,14,0,14,0,0,1,3,5,5,8,5,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,13,1,0,0
North Providence,1980,Rhode Island,RI,29216,RI00407,RI0040700,44,007,44007,54,25,29,54,0,25,29,0,29,0,1,8,8,9,3,5,3,2,3,2,0,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,27,2,0,0
Pawtucket,1980,Rhode Island,RI,71033,RI00408,RI0040800,44,007,44007,139,63,76,131,8,60,67,3,67,4,6,20,15,14,12,14,7,7,8,8,3,2,6,0,5,0,0,0,0,0,0,0,1,1,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63,0,0,0,72,2,2,0
Providence,1980,Rhode Island,RI,156519,RI00409,RI0040900,44,007,44007,384,232,152,368,16,224,140,8,140,4,16,28,25,29,42,29,35,27,24,14,7,16,43,13,9,4,0,2,0,0,1,0,0,3,0,0,5,2,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,138,93,0,1,79,73,0,0
Scituate,1980,Rhode Island,RI,8389,RI00410,RI0041000,44,007,44007,25,21,4,25,0,21,4,0,4,0,0,0,0,3,1,8,5,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,0,0,0
Smithfield,1980,Rhode Island,RI,16869,RI00411,RI0041100,44,007,44007,23,12,11,23,0,12,11,0,11,0,0,1,1,3,6,5,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0
Woonsocket,1980,Rhode Island,RI,45876,RI00412,RI0041200,44,007,44007,94,57,37,94,0,57,37,0,37,0,0,8,8,11,10,7,11,4,8,3,5,1,9,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,8,0,0,36,1,0,0
Foster,1980,Rhode Island,RI,3346,RI00413,RI0041300,44,007,44007,14,5,9,14,0,5,9,0,9,0,0,4,1,2,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Glocester,1980,Rhode Island,RI,7536,RI00414,RI0041400,44,007,44007,11,3,8,9,2,3,6,0,6,0,0,3,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0
North Smithfield,1980,Rhode Island,RI,9931,RI00415,RI0041500,44,007,44007,14,6,8,12,2,6,6,0,6,0,0,3,2,1,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,8,0,0,0
Burrillville,1980,Rhode Island,RI,13098,RI00416,RI0041600,44,007,44007,12,8,4,9,3,7,2,1,2,0,0,0,1,1,0,0,1,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0
Dept Natural Resources,1980,Rhode Island,RI,0,RI00417,RI0041700,44,007,44007,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Narragansett,1980,Rhode Island,RI,12097,RI00501,RI0050100,44,009,44009,50,25,25,49,1,24,25,1,25,0,1,7,7,5,5,8,1,4,2,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,24,1,0,0
North Kingstown,1980,Rhode Island,RI,21855,RI00502,RI0050200,44,009,44009,42,25,17,41,1,24,17,1,17,0,0,6,4,3,4,5,4,0,7,2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,17,0,0,0
South Kingstown,1980,Rhode Island,RI,20411,RI00503,RI0050300,44,009,44009,34,10,24,34,0,10,22,0,22,2,2,8,5,2,5,0,1,3,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,19,5,0,0
Westerly,1980,Rhode Island,RI,18519,RI00504,RI0050400,44,009,44009,44,28,16,43,1,27,15,1,15,1,0,12,1,2,0,10,2,3,1,0,0,0,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,16,0,0,0
Charlestown,1980,Rhode Island,RI,4793,RI00507,RI0050700,44,009,44009,21,8,13,20,1,7,13,1,13,0,1,4,3,3,2,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,3
Kent State Police,1980,Rhode Island,RI,0,RI302SP,RI302SP00,44,003,44003,13,9,4,13,0,9,4,0,4,0,0,0,2,0,2,2,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0
Newport State Police,1980,Rhode Island,RI,0,RI303SP,RI303SP00,44,005,44005,8,7,1,8,0,7,1,0,1,0,0,0,0,1,0,1,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0
Providence State Police,1980,Rhode Island,RI,0,RI304SP,RI304SP00,44,007,44007,39,23,16,36,3,22,14,1,14,0,0,1,3,5,5,8,4,2,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,16,0,0,0
Washington State Police,1980,Rhode Island,RI,0,RI305SP,RI305SP00,44,009,44009,40,15,25,38,2,14,24,1,24,0,2,5,8,4,5,5,1,2,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,20,5,0,0
Barrington,1981,Rhode Island,RI,16286,RI00101,RI0010100,44,001,44001,41,14,27,41,0,14,27,0,27,0,4,5,3,10,5,1,3,2,1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,22,5,0,0
Bristol,1981,Rhode Island,RI,20297,RI00102,RI0010200,44,001,44001,17,10,7,17,0,10,7,0,7,0,0,0,2,3,2,4,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0
Warren,1981,Rhode Island,RI,10689,RI00103,RI0010300,44,001,44001,18,15,3,14,4,12,2,3,2,0,0,0,1,1,0,2,2,2,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0
Coventry,1981,Rhode Island,RI,27161,RI00201,RI0020100,44,003,44003,67,13,54,65,2,13,52,0,52,0,5,12,14,4,17,7,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,19,0,0,0
East Greenwich,1981,Rhode Island,RI,10275,RI00202,RI0020200,44,003,44003,35,15,20,34,1,14,20,1,20,0,0,0,0,1,19,2,2,1,0,0,1,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,20,0,0,0
Warwick,1981,Rhode Island,RI,87632,RI00203,RI0020300,44,003,44003,372,143,229,355,17,137,212,6,212,6,25,50,27,53,57,45,21,22,14,7,4,3,8,5,7,1,0,0,0,0,0,1,1,3,3,2,1,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,143,0,0,0,229,0,0,0
West Warwick,1981,Rhode Island,RI,27151,RI00204,RI0020400,44,003,44003,54,23,31,51,3,23,26,0,26,2,8,7,5,4,2,4,4,4,0,2,0,2,4,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0
West Greenwich,1981,Rhode Island,RI,2742,RI00205,RI0020500,44,003,44003,7,3,4,7,0,3,4,0,4,0,0,2,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0
Jamestown,1981,Rhode Island,RI,4054,RI00301,RI0030100,44,005,44005,16,0,16,15,1,0,15,0,15,0,3,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Middletown,1981,Rhode Island,RI,17363,RI00302,RI0030200,44,005,44005,19,6,13,17,2,5,12,1,12,0,1,2,2,4,3,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,12,1,0,0
Newport,1981,Rhode Island,RI,29457,RI00303,RI0030300,44,005,44005,81,51,30,76,5,51,24,0,24,1,1,5,14,4,0,14,9,6,1,6,5,2,3,2,1,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,21,9,0,0
Portsmouth,1981,Rhode Island,RI,14349,RI00304,RI0030400,44,005,44005,21,14,7,21,0,14,7,0,7,0,0,1,3,1,2,2,6,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0
Tiverton,1981,Rhode Island,RI,13572,RI00305,RI0030500,44,005,44005,22,9,13,22,0,9,13,0,13,0,0,0,6,3,4,1,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Little Compton,1981,Rhode Island,RI,3106,RI00306,RI0030600,44,005,44005,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Central Falls,1981,Rhode Island,RI,17011,RI00401,RI0040100,44,007,44007,31,19,12,30,1,19,11,0,11,0,5,2,0,3,1,1,0,4,2,2,1,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,12,0,0,0
Cranston,1981,Rhode Island,RI,72405,RI00402,RI0040200,44,007,44007,226,89,137,215,11,81,131,8,131,3,7,23,29,33,39,18,10,7,5,8,2,7,13,8,1,0,1,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,3,1,0,1,0,0,0,0,0,83,6,0,0,134,3,0,0
Cumberland,1981,Rhode Island,RI,27185,RI00403,RI0040300,44,007,44007,49,25,24,46,3,23,23,2,23,0,1,4,6,3,9,7,1,4,0,1,2,3,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,24,0,0,0
East Providence,1981,Rhode Island,RI,51292,RI00404,RI0040400,44,007,44007,87,29,58,81,6,27,53,2,53,1,2,6,18,18,9,4,3,2,5,1,3,1,4,2,1,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,55,3,0,0
Johnston,1981,Rhode Island,RI,24997,RI00405,RI0040500,44,007,44007,48,26,22,41,7,25,16,1,16,0,0,3,1,5,7,5,3,2,2,4,2,2,2,2,0,0,1,0,0,0,0,1,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,22,0,0,0
Lincoln,1981,Rhode Island,RI,17014,RI00406,RI0040600,44,007,44007,44,20,24,41,3,17,24,3,24,0,1,3,6,5,9,1,1,2,0,6,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,24,0,0,0
North Providence,1981,Rhode Island,RI,29406,RI00407,RI0040700,44,007,44007,50,30,20,41,9,26,15,4,15,0,0,2,4,6,3,2,9,2,1,2,3,1,6,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29,1,0,0,19,1,0,0
Pawtucket,1981,Rhode Island,RI,71496,RI00408,RI0040800,44,007,44007,187,61,126,181,6,58,122,3,122,1,8,30,23,33,28,8,5,4,7,2,4,6,11,5,3,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,58,3,0,0,123,3,0,0
Providence,1981,Rhode Island,RI,157540,RI00409,RI0040900,44,007,44007,401,263,138,373,28,245,128,18,128,0,21,33,22,26,26,48,24,21,27,19,20,14,37,17,11,4,2,1,0,0,0,0,0,3,3,3,1,2,1,2,3,0,1,0,4,1,3,1,0,0,0,0,0,156,104,0,3,82,56,0,0
Scituate,1981,Rhode Island,RI,8444,RI00410,RI0041000,44,007,44007,17,10,7,17,0,10,7,0,7,0,0,1,0,3,3,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0
Smithfield,1981,Rhode Island,RI,16979,RI00411,RI0041100,44,007,44007,14,7,7,11,3,6,5,1,5,0,0,2,1,1,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0,0,7,0,0,0
Woonsocket,1981,Rhode Island,RI,46175,RI00412,RI0041200,44,007,44007,113,60,53,112,1,60,52,0,52,0,3,16,12,11,10,13,7,5,7,2,5,5,4,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,1,0,53,0,0,0
Foster,1981,Rhode Island,RI,3368,RI00413,RI0041300,44,007,44007,12,8,4,12,0,8,4,0,4,0,0,0,0,2,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0
Glocester,1981,Rhode Island,RI,7585,RI00414,RI0041400,44,007,44007,16,10,6,13,3,9,4,1,4,0,0,1,0,1,2,2,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0
North Smithfield,1981,Rhode Island,RI,9996,RI00415,RI0041500,44,007,44007,14,6,8,12,2,5,7,1,7,0,2,2,0,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,8,0,0,0
Burrillville,1981,Rhode Island,RI,13183,RI00416,RI0041600,44,007,44007,10,6,4,10,0,6,4,0,4,0,0,0,2,1,1,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0
Dept Natural Resources,1981,Rhode Island,RI,0,RI00417,RI0041700,44,007,44007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narragansett,1981,Rhode Island,RI,12176,RI00501,RI0050100,44,009,44009,57,42,15,54,3,39,15,3,15,0,0,2,2,6,5,10,7,4,3,3,2,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,42,0,0,0,11,4,0,0
North Kingstown,1981,Rhode Island,RI,21997,RI00502,RI0050200,44,009,44009,80,26,54,76,4,23,53,3,53,0,0,17,10,19,7,5,3,3,2,0,1,2,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,47,7,0,0
South Kingstown,1981,Rhode Island,RI,20544,RI00503,RI0050300,44,009,44009,50,23,27,48,2,22,22,1,22,4,2,3,8,5,4,1,3,5,3,2,0,0,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,4,0,0,25,2,0,0
Westerly,1981,Rhode Island,RI,18640,RI00504,RI0050400,44,009,44009,50,22,28,50,0,22,26,0,26,2,0,16,6,4,0,8,2,3,3,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,28,0,0,0
Richmond,1981,Rhode Island,RI,4018,RI00505,RI0050500,44,009,44009,8,6,2,8,0,6,2,0,2,0,0,1,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0
Hopkinton,1981,Rhode Island,RI,6438,RI00506,RI0050600,44,009,44009,18,5,13,17,1,4,13,1,13,0,0,3,2,5,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0
Charlestown,1981,Rhode Island,RI,4824,RI00507,RI0050700,44,009,44009,12,5,7,12,0,5,7,0,7,0,0,4,1,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,7,0,0,0
New Shoreham,1981,Rhode Island,RI,614,RI00509,RI0050900,44,009,44009,7,2,5,6,1,2,4,0,4,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0
