agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,theft_male_under_10,theft_male_10_12,theft_male_13_14,theft_male_15,theft_male_16,theft_male_17,theft_male_18,theft_male_19,theft_male_20,theft_male_21,theft_male_22,theft_male_23,theft_male_24,theft_male_25_29,theft_male_30_34,theft_male_35_39,theft_male_40_44,theft_male_45_49,theft_male_50_54,theft_male_55_59,theft_male_60_64,theft_male_over_64,theft_female_under_10,theft_female_10_12,theft_female_13_14,theft_female_15,theft_female_16,theft_female_17,theft_female_18,theft_female_19,theft_female_20,theft_female_21,theft_female_22,theft_female_23,theft_female_24,theft_female_25_29,theft_female_30_34,theft_female_35_39,theft_female_40_44,theft_female_45_49,theft_female_50_54,theft_female_55_59,theft_female_60_64,theft_female_over_64,theft_adult_white,theft_adult_black,theft_adult_asian,theft_adult_indian,theft_juv_white,theft_juv_black,theft_juv_asian,theft_juv_indian,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Adams,1980,Washington,WA,7052,WA00100,WA0010000,53,001,53001,sheriffs office,"non-msa cnty under 10,000",pacific,non-suburban,13,11,2,9,4,8,1,3,1,0,0,0,0,0,1,1,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Othello,1980,Washington,WA,4471,WA00101,WA0010100,53,001,53001,local police department,"cities 2,500-9,999",pacific,non-suburban,44,15,29,33,11,12,21,3,21,0,4,8,6,3,0,4,2,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,2,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,29,0,0,0,4,0,4,4,0,0,4,0,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Ritzville,1980,Washington,WA,1799,WA00102,WA0010200,53,001,53001,local police department,"cities under 2,500",pacific,non-suburban,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asotin,1980,Washington,WA,9927,WA00200,WA0020000,53,003,53003,sheriffs office,"non-msa cnty under 10,000",pacific,non-suburban,7,5,2,7,0,5,2,0,2,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,3,0,3,3,0,0,3,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Clarkston,1980,Washington,WA,6895,WA00201,WA0020100,53,003,53003,local police department,"cities 2,500-9,999",pacific,non-suburban,102,37,65,87,15,36,39,1,39,12,16,9,4,6,4,8,6,5,2,0,4,1,4,2,2,0,1,0,0,0,1,7,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,5,60,1,0,4,13,3,10,13,0,3,10,0,10,0,0,1,3,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,10,0,0,0
Benton,1980,Washington,WA,35681,WA00300,WA0030000,53,005,53005,sheriffs office,"msa cnty 25,000-99,999",pacific,suburban,65,41,24,62,3,39,23,2,23,0,1,3,4,12,3,8,5,4,6,1,2,1,5,0,2,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,41,0,0,0,24,0,0,0,25,7,18,23,2,7,16,0,16,0,0,3,7,5,1,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,18,0,0,0
Kennewick,1980,Washington,WA,33614,WA00301,WA0030100,53,005,53005,local police department,"cities 25,000-49,999",pacific,non-suburban,809,476,333,526,283,310,205,166,205,11,14,57,42,41,51,56,40,28,30,20,17,11,48,28,12,4,6,5,3,1,1,3,2,24,30,33,25,14,23,14,8,10,7,3,38,21,9,1,7,5,1,4,1,467,7,1,1,327,5,0,1,20,4,16,15,5,3,12,1,12,0,1,4,1,5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,16,0,0,0
Richland,1980,Washington,WA,33512,WA00302,WA0030200,53,005,53005,local police department,"cities 25,000-49,999",pacific,non-suburban,156,79,77,131,25,62,69,17,69,0,4,11,10,29,15,12,9,6,5,1,3,1,9,3,2,3,0,2,3,0,3,1,2,2,0,2,1,0,0,0,1,0,3,0,4,3,1,1,0,2,1,0,1,77,2,0,0,72,5,0,0,16,0,16,14,2,0,14,0,14,0,1,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Prosser,1980,Washington,WA,3896,WA00303,WA0030300,53,005,53005,local police department,"cities 2,500-9,999",pacific,suburban,12,2,10,12,0,2,7,0,7,3,0,2,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chelan,1980,Washington,WA,24955,WA00400,WA0040000,53,007,53007,sheriffs office,"non-msa cnty 10,000-24,999",pacific,non-suburban,21,21,0,12,9,12,0,9,0,0,0,0,0,0,0,1,1,2,1,1,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,1,0,1,1,0,20,0,0,1,0,0,0,0,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
