agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Milford,1986,Delaware,DE,5831,DE00305,DE0030500,10,005,10005,local police department,"cities 2,500-9,999",south atlantic,non-suburban,12,8,4,12,0,8,4,0,4,0,1,1,0,1,1,2,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0
Milton,1986,Delaware,DE,1509,DE00306,DE0030600,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rehoboth Beach,1986,Delaware,DE,1849,DE00307,DE0030700,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,12,7,5,12,0,7,5,0,5,0,0,0,1,2,2,3,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,5,0,0,0
Seaford,1986,Delaware,DE,5373,DE00308,DE0030800,10,005,10005,local police department,"cities 2,500-9,999",south atlantic,non-suburban,9,7,2,9,0,7,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,1,0
Blades,1986,Delaware,DE,647,DE00309,DE0030900,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethany Beach,1986,Delaware,DE,425,DE00310,DE0031000,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Dagsboro,1986,Delaware,DE,354,DE00311,DE0031100,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown,1986,Delaware,DE,1911,DE00313,DE0031300,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,10,4,6,10,0,4,4,0,4,2,0,0,2,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,2,0,0
Greenwood,1986,Delaware,DE,581,DE00314,DE0031400,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Millsboro,1986,Delaware,DE,1494,DE00315,DE0031500,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Selbyville,1986,Delaware,DE,1315,DE00316,DE0031600,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dewey Beach,1986,Delaware,DE,180,DE00324,DE0032400,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kent State Police,1986,Delaware,DE,66602,DE301SP,DE301SP00,10,001,10001,state law enforcement agency,"non-msa cnty 25,000-99,999",south atlantic,non-suburban,94,56,38,87,7,52,34,4,34,1,5,9,7,6,7,9,5,1,3,6,3,5,9,8,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,37,19,0,0,27,11,0,0
New Castle State Police,1986,Delaware,DE,0,DE302SP,DE302SP00,10,003,10003,state law enforcement agency,"msa cnty under 10,000",south atlantic,suburban,163,117,46,150,13,104,45,13,45,1,0,2,6,23,14,8,6,11,11,10,3,7,25,16,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,2,3,1,0,0,0,0,0,0,71,46,0,0,40,6,0,0
Sussex State Police,1986,Delaware,DE,77684,DE303SP,DE303SP00,10,005,10005,state law enforcement agency,"non-msa cnty 25,000-99,999",south atlantic,non-suburban,218,157,61,201,17,147,53,10,53,1,5,11,14,6,17,22,18,14,4,8,10,9,39,15,5,1,2,0,0,0,0,0,2,0,2,1,2,1,1,0,0,2,1,2,3,0,0,0,0,0,0,0,0,84,72,1,0,42,19,0,0
Dover,1987,Delaware,DE,23065,DE00101,DE0010100,10,001,10001,local police department,"cities 10,000-24,999",south atlantic,non-suburban,55,29,26,51,4,26,25,3,25,0,1,1,5,5,13,2,2,2,1,1,3,4,5,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,23,0,0,9,17,0,0
Harrington,1987,Delaware,DE,2534,DE00102,DE0010200,10,001,10001,local police department,"cities 2,500-9,999",south atlantic,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Smyrna,1987,Delaware,DE,5028,DE00103,DE0010300,10,001,10001,local police department,"cities 2,500-9,999",south atlantic,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
Capitol Security,1987,Delaware,DE,0,DE00118,DE0011800,10,001,10001,special jurisdiction,"non-msa cnty under 10,000",south atlantic,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dnr Env Cont Park Ranger,1987,Delaware,DE,0,DE00123,DE0012300,10,001,10001,special jurisdiction,"non-msa cnty under 10,000",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middletown,1987,Delaware,DE,3949,DE00202,DE0020200,10,003,10003,local police department,"cities 2,500-9,999",south atlantic,suburban,7,1,6,6,1,1,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0
New Castle Police Depart,1987,Delaware,DE,311189,DE00203,DE0020300,10,003,10003,local police department,"msa cnty 100,000 or over",south atlantic,suburban,202,124,78,190,12,117,73,7,73,0,1,20,22,14,16,17,14,9,9,6,11,3,24,12,6,3,0,2,1,0,0,0,0,4,0,1,0,0,1,1,2,0,0,0,2,0,0,1,0,0,0,0,0,87,37,0,0,61,17,0,0
New Castle,1987,Delaware,DE,5049,DE00204,DE0020400,10,003,10003,local police department,"cities 2,500-9,999",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark,1987,Delaware,DE,24612,DE00205,DE0020500,10,003,10003,local police department,"cities 10,000-24,999",south atlantic,suburban,32,15,17,27,5,14,13,1,13,0,0,4,3,3,3,3,0,2,3,1,0,1,3,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,11,6,0,0
Wilmington,1987,Delaware,DE,70935,DE00206,DE0020600,10,003,10003,local police department,"cities 50,000-99,999",south atlantic,non-suburban,137,80,57,126,11,72,54,8,54,0,4,18,9,14,9,11,11,4,7,9,5,2,7,3,5,4,1,3,0,0,0,0,2,1,0,0,0,1,1,0,2,1,1,0,2,0,0,0,0,0,0,0,0,14,66,0,0,10,47,0,0
Elsmere,1987,Delaware,DE,6443,DE00207,DE0020700,10,003,10003,local police department,"cities 2,500-9,999",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newport,1987,Delaware,DE,1171,DE00208,DE0020800,10,003,10003,local police department,"cities under 2,500",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delaware City,1987,Delaware,DE,1914,DE00209,DE0020900,10,003,10003,local police department,"cities under 2,500",south atlantic,suburban,3,2,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Narc & Drugs New Castle,1987,Delaware,DE,0,DE00213,DE0021300,10,003,10003,special jurisdiction,"msa cnty under 10,000",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amtrack Police,1987,Delaware,DE,0,DE00215,DE0021500,10,003,10003,special jurisdiction,"msa cnty under 10,000",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fire Marshall N C County,1987,Delaware,DE,0,DE00220,NA,10,003,10003,NA,msa state police,south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridgeville,1987,Delaware,DE,1221,DE00301,DE0030100,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delmar,1987,Delaware,DE,886,DE00302,DE0030200,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Laurel,1987,Delaware,DE,3552,DE00303,DE0030300,10,005,10005,local police department,"cities 2,500-9,999",south atlantic,non-suburban,13,5,8,11,2,5,6,0,6,0,0,1,2,1,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,4,0,0
Lewes,1987,Delaware,DE,2789,DE00304,DE0030400,10,005,10005,local police department,"cities 2,500-9,999",south atlantic,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Milford,1987,Delaware,DE,5781,DE00305,DE0030500,10,005,10005,local police department,"cities 2,500-9,999",south atlantic,non-suburban,18,15,3,16,2,14,2,1,2,0,0,0,1,1,0,0,1,0,0,0,1,2,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7,0,0,0,3,0,0
Milton,1987,Delaware,DE,1578,DE00306,DE0030600,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rehoboth Beach,1987,Delaware,DE,1944,DE00307,DE0030700,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,8,4,4,7,1,3,4,1,4,0,0,0,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0
Seaford,1987,Delaware,DE,5415,DE00308,DE0030800,10,005,10005,local police department,"cities 2,500-9,999",south atlantic,non-suburban,20,11,9,18,2,9,9,2,9,0,1,2,2,2,2,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,6,1,0,2,6,1,0
Bethany Beach,1987,Delaware,DE,468,DE00310,DE0031000,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,5,2,3,4,1,1,3,1,3,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0
Dagsboro,1987,Delaware,DE,377,DE00311,DE0031100,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown,1987,Delaware,DE,2066,DE00313,DE0031300,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,4,2,2,4,0,2,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0
Greenwood,1987,Delaware,DE,580,DE00314,DE0031400,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Millsboro,1987,Delaware,DE,1751,DE00315,DE0031500,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,10,2,8,7,3,2,4,0,4,1,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,3,1,0
Selbyville,1987,Delaware,DE,1293,DE00316,DE0031600,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fire Marshall-sussex Co,1987,Delaware,DE,0,DE00320,NA,10,005,10005,NA,non-msa state police,south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dewey Beach,1987,Delaware,DE,173,DE00324,DE0032400,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,4,1,3,4,0,1,3,0,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Kent State Police,1987,Delaware,DE,70171,DE301SP,DE301SP00,10,001,10001,state law enforcement agency,"non-msa cnty 25,000-99,999",south atlantic,non-suburban,71,50,21,68,3,49,18,1,18,1,1,3,3,6,5,4,7,5,4,4,0,2,12,6,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,15,0,0,18,3,0,0
New Castle State Police,1987,Delaware,DE,0,DE302SP,DE302SP00,10,003,10003,state law enforcement agency,"msa cnty under 10,000",south atlantic,suburban,75,48,27,70,5,47,23,1,23,0,4,4,2,9,4,8,7,3,3,4,5,2,11,1,1,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0,0,22,5,0,0
Sussex State Police,1987,Delaware,DE,80878,DE303SP,DE303SP00,10,005,10005,state law enforcement agency,"non-msa cnty 25,000-99,999",south atlantic,non-suburban,198,134,64,178,20,118,60,16,60,0,5,10,13,9,23,13,9,12,10,8,5,6,23,20,6,4,1,0,0,1,0,0,0,0,1,3,0,0,1,1,2,1,2,1,8,0,0,0,0,0,0,0,0,76,58,0,0,37,27,0,0
Dover,1988,Delaware,DE,23536,DE00101,DE0010100,10,001,10001,local police department,"cities 10,000-24,999",south atlantic,non-suburban,69,44,25,64,5,42,21,2,21,1,4,7,2,3,5,5,3,6,1,1,7,0,13,2,3,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,35,0,0,4,21,0,0
Harrington,1988,Delaware,DE,2586,DE00102,DE0010200,10,001,10001,local police department,"cities 2,500-9,999",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smyrna,1988,Delaware,DE,5131,DE00103,DE0010300,10,001,10001,local police department,"cities 2,500-9,999",south atlantic,non-suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Camden-wyoming,1988,Delaware,DE,1839,DE00104,DE0010400,10,001,10001,local police department,"cities under 2,500",south atlantic,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Felton,1988,Delaware,DE,676,DE00107,DE0010700,10,001,10001,local police department,"cities under 2,500",south atlantic,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Capitol Security,1988,Delaware,DE,0,DE00118,DE0011800,10,001,10001,special jurisdiction,"non-msa cnty under 10,000",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnr Env Cont Park Ranger,1988,Delaware,DE,0,DE00123,DE0012300,10,001,10001,special jurisdiction,"non-msa cnty under 10,000",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Del River-bay Authority,1988,Delaware,DE,0,DE00201,DE0020100,10,003,10003,special jurisdiction,"cities under 2,500",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middletown,1988,Delaware,DE,4043,DE00202,DE0020200,10,003,10003,local police department,"cities 2,500-9,999",south atlantic,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
New Castle Police Depart,1988,Delaware,DE,318623,DE00203,DE0020300,10,003,10003,local police department,"msa cnty 100,000 or over",south atlantic,suburban,228,122,106,208,20,109,94,13,94,5,8,26,20,14,26,15,11,7,7,8,3,6,25,14,7,4,1,1,0,0,0,1,0,0,4,2,0,0,4,0,1,2,0,1,4,1,0,0,0,0,0,0,0,89,33,0,0,80,26,0,0
New Castle,1988,Delaware,DE,5170,DE00204,DE0020400,10,003,10003,local police department,"cities 2,500-9,999",south atlantic,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Newark,1988,Delaware,DE,25200,DE00205,DE0020500,10,003,10003,local police department,"cities 25,000-49,999",south atlantic,suburban,26,16,10,26,0,16,10,0,10,0,1,4,2,1,2,6,1,1,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,7,3,0,0
Wilmington,1988,Delaware,DE,72630,DE00206,DE0020600,10,003,10003,local police department,"cities 50,000-99,999",south atlantic,non-suburban,350,240,110,342,8,235,106,5,106,1,7,35,15,36,13,32,19,7,8,12,9,19,54,26,22,22,2,3,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,40,198,0,2,17,93,0,0
Elsmere,1988,Delaware,DE,6597,DE00207,DE0020700,10,003,10003,local police department,"cities 2,500-9,999",south atlantic,suburban,9,7,2,8,1,7,1,0,1,0,0,0,0,1,0,0,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0
Newport,1988,Delaware,DE,1199,DE00208,DE0020800,10,003,10003,local police department,"cities under 2,500",south atlantic,suburban,7,4,3,7,0,4,3,0,3,0,0,2,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0
Delaware City,1988,Delaware,DE,1960,DE00209,DE0020900,10,003,10003,local police department,"cities under 2,500",south atlantic,suburban,7,3,4,7,0,3,4,0,4,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0
Bridgeville,1988,Delaware,DE,1261,DE00301,DE0030100,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,3,2,1,3,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
Delmar,1988,Delaware,DE,915,DE00302,DE0030200,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,3,2,1,3,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Laurel,1988,Delaware,DE,3668,DE00303,DE0030300,10,005,10005,local police department,"cities 2,500-9,999",south atlantic,non-suburban,4,0,4,4,0,0,4,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Lewes,1988,Delaware,DE,2880,DE00304,DE0030400,10,005,10005,local police department,"cities 2,500-9,999",south atlantic,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Milford,1988,Delaware,DE,5942,DE00305,DE0030500,10,005,10005,local police department,"cities 2,500-9,999",south atlantic,non-suburban,15,8,7,15,0,8,5,0,5,2,0,0,2,2,1,2,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,4,3,0,0
