agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,theft_male_under_10,theft_male_10_12,theft_male_13_14,theft_male_15,theft_male_16,theft_male_17,theft_male_18,theft_male_19,theft_male_20,theft_male_21,theft_male_22,theft_male_23,theft_male_24,theft_male_25_29,theft_male_30_34,theft_male_35_39,theft_male_40_44,theft_male_45_49,theft_male_50_54,theft_male_55_59,theft_male_60_64,theft_male_over_64,theft_female_under_10,theft_female_10_12,theft_female_13_14,theft_female_15,theft_female_16,theft_female_17,theft_female_18,theft_female_19,theft_female_20,theft_female_21,theft_female_22,theft_female_23,theft_female_24,theft_female_25_29,theft_female_30_34,theft_female_35_39,theft_female_40_44,theft_female_45_49,theft_female_50_54,theft_female_55_59,theft_female_60_64,theft_female_over_64,theft_adult_white,theft_adult_black,theft_adult_asian,theft_adult_indian,theft_juv_white,theft_juv_black,theft_juv_asian,theft_juv_indian,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Crow Wing,1991,Minnesota,MN,26467,MN01800,MN0180000,27,035,27035,sheriffs office,"non-msa cnty 25,000-99,999",west north central,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,4,7,10,1,4,6,0,6,0,0,3,0,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0
Brainerd,1991,Minnesota,MN,12513,MN01801,MN0180100,27,035,27035,local police department,"cities 10,000-24,999",west north central,non-suburban,69,62,7,36,33,33,3,29,3,0,0,0,1,0,2,6,2,5,2,0,1,1,2,4,1,3,2,1,0,1,2,0,1,1,0,2,0,1,0,2,1,2,0,0,2,3,3,4,0,2,3,2,4,53,1,0,8,7,0,0,0,11,8,3,11,0,8,3,0,3,0,0,2,1,0,0,2,0,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,3,0,0,0
Crosby,1991,Minnesota,MN,2099,MN01802,MN0180200,27,035,27035,local police department,"cities under 2,500",west north central,non-suburban,22,5,17,16,6,2,13,3,13,1,2,6,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,1,17,0,0,0,16,4,12,14,2,4,10,0,10,0,0,0,2,2,6,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0
Baxter,1991,Minnesota,MN,3743,MN01805,MN0180500,27,035,27035,local police department,"cities 2,500-9,999",west north central,non-suburban,166,87,79,91,75,36,53,51,53,2,7,10,11,15,10,3,3,3,3,1,1,0,4,2,4,1,5,0,1,2,3,0,2,8,3,7,4,5,3,4,4,0,1,0,8,2,5,5,4,2,2,3,3,87,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dakota,1991,Minnesota,MN,15927,MN01900,MN0190000,27,037,27037,sheriffs office,"msa cnty 10,000-24,999",west north central,suburban,6,3,3,6,0,3,3,0,3,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,3,6,8,1,3,5,0,5,0,0,0,1,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0
Burnsville,1991,Minnesota,MN,51955,MN01901,MN0190100,27,037,27037,local police department,"cities 50,000-99,999",west north central,suburban,696,385,311,428,268,224,204,161,204,0,15,57,40,46,46,51,18,16,8,11,6,8,22,24,14,15,10,6,7,5,3,0,6,32,26,24,19,15,7,9,6,7,3,8,31,24,16,15,7,4,3,3,3,313,48,17,7,275,15,13,8,30,10,20,25,5,8,17,2,17,0,0,5,3,5,4,2,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,16,1,3,0
Farmington,1991,Minnesota,MN,6017,MN01902,MN0190200,27,037,27037,local police department,"cities 2,500-9,999",west north central,suburban,33,11,22,25,8,6,17,5,17,2,6,4,2,2,3,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,11,0,0,0,22,0,0,0,7,2,5,7,0,2,5,0,5,0,0,1,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0
Hastings,1991,Minnesota,MN,15645,MN01903,MN0190300,27,037,27037,local police department,"cities 10,000-24,999",west north central,suburban,82,25,57,70,12,23,45,2,45,2,14,8,7,7,9,6,2,1,1,0,0,0,2,5,1,1,0,3,1,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24,0,0,1,55,0,1,1,27,6,21,25,2,5,20,1,20,0,1,3,5,6,5,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,21,0,0,0
Mendota Heights,1991,Minnesota,MN,9553,MN01904,MN0190400,27,037,27037,local police department,"cities 2,500-9,999",west north central,suburban,24,9,15,15,9,7,8,2,8,0,0,2,1,3,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,0,0,0,13,2,0,0,4,0,4,4,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Rosemount,1991,Minnesota,MN,8734,MN01905,MN0190500,27,037,27037,local police department,"cities 2,500-9,999",west north central,suburban,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Saint Paul,1991,Minnesota,MN,20459,MN01906,MN0190600,27,037,27037,local police department,"cities 10,000-24,999",west north central,suburban,38,28,10,28,10,21,7,7,7,0,1,1,1,0,4,1,2,3,1,2,0,2,4,4,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,1,0,23,5,0,0,10,0,0,0,7,5,2,7,0,5,2,0,2,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1
West Saint Paul,1991,Minnesota,MN,19498,MN01907,MN0190700,27,037,27037,local police department,"cities 10,000-24,999",west north central,suburban,294,235,59,157,137,127,30,108,30,0,4,8,5,7,6,6,6,6,8,5,2,11,26,18,15,5,2,5,6,1,5,0,4,12,7,3,3,7,6,5,9,5,5,5,16,19,14,3,2,3,4,3,2,198,31,2,4,56,3,0,0,9,5,4,8,1,4,4,1,4,0,0,0,3,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,4,0,0,0
Eagan,1991,Minnesota,MN,48025,MN01908,MN0190800,27,037,27037,local police department,"cities 25,000-49,999",west north central,suburban,212,123,89,133,79,70,60,53,60,3,4,19,18,6,13,14,4,6,1,5,8,3,7,6,5,4,3,3,0,1,0,0,5,5,3,10,3,1,2,2,1,0,1,4,13,5,9,4,5,4,2,0,0,109,9,5,0,78,5,6,0,25,4,21,23,2,4,19,0,19,0,1,5,5,5,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,21,0,0,0
Inver Grove Heights,1991,Minnesota,MN,22769,MN01909,MN0190900,27,037,27037,local police department,"cities 10,000-24,999",west north central,suburban,59,29,30,45,14,19,24,10,24,2,4,11,3,3,3,2,1,2,0,0,0,4,5,2,1,0,2,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,1,2,3,1,1,0,0,0,0,28,1,0,0,30,0,0,0,23,14,9,18,5,13,5,1,5,0,0,1,0,1,3,2,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,9,0,0,0
Apple Valley,1991,Minnesota,MN,35048,MN01910,MN0191000,27,037,27037,local police department,"cities 25,000-49,999",west north central,suburban,237,80,157,190,47,53,134,27,134,3,21,53,29,15,16,14,6,5,2,2,2,1,5,8,2,0,1,4,0,0,1,1,4,4,2,4,5,2,0,2,0,1,1,1,7,4,4,2,1,1,0,1,0,73,4,2,1,141,10,6,0,14,2,12,10,4,2,8,0,8,0,0,5,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0
Lakeville,1991,Minnesota,MN,25177,MN01911,MN0191100,27,037,27037,local police department,"cities 25,000-49,999",west north central,suburban,140,93,47,107,33,71,36,22,36,0,4,8,4,11,9,14,14,6,2,1,1,2,5,4,6,5,2,4,3,2,0,2,0,4,2,3,0,1,1,0,1,0,3,0,1,6,1,1,3,1,1,0,2,81,2,9,1,45,1,1,0,27,10,17,26,1,10,16,0,16,0,0,2,7,4,3,1,2,1,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,14,2,1,0
Dodge,1991,Minnesota,MN,12375,MN02000,MN0200000,27,039,27039,sheriffs office,"non-msa cnty 10,000-24,999",west north central,non-suburban,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Kasson,1991,Minnesota,MN,3559,MN02002,MN0200200,27,039,27039,local police department,"cities 2,500-9,999",west north central,non-suburban,20,6,14,13,7,6,6,0,6,1,3,2,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,14,0,0,0,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Douglas,1991,Minnesota,MN,21107,MN02100,MN0210000,27,041,27041,sheriffs office,"non-msa cnty 10,000-24,999",west north central,non-suburban,17,10,7,15,2,8,7,2,7,0,0,0,1,1,5,2,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,10,8,2,8,2,6,2,2,2,0,0,0,1,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0
Alexandria,1991,Minnesota,MN,7939,MN02101,MN0210100,27,041,27041,local police department,"cities 2,500-9,999",west north central,non-suburban,123,54,69,90,33,40,48,14,48,2,3,15,11,8,11,9,4,2,1,0,0,1,5,5,3,4,0,1,1,0,4,1,1,6,7,2,2,1,1,1,1,0,2,0,3,0,1,1,2,0,0,1,0,51,1,0,2,69,0,0,0,6,3,3,6,0,3,3,0,3,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0
Faribault,1991,Minnesota,MN,10866,MN02200,MN0220000,27,043,27043,sheriffs office,"non-msa cnty 10,000-24,999",west north central,non-suburban,7,3,4,4,3,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,7,1,6,7,0,1,6,0,6,0,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
Blue Earth,1991,Minnesota,MN,3793,MN02201,MN0220100,27,043,27043,local police department,"cities 2,500-9,999",west north central,non-suburban,10,4,6,4,6,3,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,3,0,3,3,0,0,3,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Wells,1991,Minnesota,MN,2497,MN02204,MN0220400,27,043,27043,local police department,"cities under 2,500",west north central,non-suburban,5,2,3,5,0,2,3,0,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,0,2,2,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Fillmore,1991,Minnesota,MN,18554,MN02300,MN0230000,27,045,27045,sheriffs office,"non-msa cnty 10,000-24,999",west north central,non-suburban,3,3,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Freeborn,1991,Minnesota,MN,14941,MN02400,MN0240000,27,047,27047,sheriffs office,"non-msa cnty 10,000-24,999",west north central,non-suburban,17,10,7,13,4,6,7,4,7,0,0,1,3,1,2,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,8,1,7,6,2,1,5,0,5,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0
Albert Lea,1991,Minnesota,MN,18548,MN02401,MN0240100,27,047,27047,local police department,"cities 10,000-24,999",west north central,non-suburban,232,102,130,176,56,83,90,19,90,3,27,20,13,17,13,16,17,2,4,2,2,0,7,16,2,3,3,1,0,0,8,1,13,12,4,6,1,0,1,1,0,1,0,1,2,6,1,0,2,1,0,1,2,102,0,0,0,130,0,0,0,12,10,2,11,1,10,1,0,1,0,0,0,0,1,0,0,4,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0
Goodhue,1991,Minnesota,MN,20543,MN02500,MN0250000,27,049,27049,sheriffs office,"non-msa cnty 10,000-24,999",west north central,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,8,1,9,0,8,1,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0
Cannon Falls,1991,Minnesota,MN,3274,MN02501,MN0250100,27,049,27049,local police department,"cities 2,500-9,999",west north central,non-suburban,15,1,14,14,1,0,10,1,10,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,7,2,5,4,3,2,2,0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0
Red Wing,1991,Minnesota,MN,15330,MN02503,MN0250300,27,049,27049,local police department,"cities 10,000-24,999",west north central,non-suburban,212,104,108,138,74,73,60,31,60,5,16,20,9,9,6,20,7,3,4,2,3,2,7,8,3,9,1,2,0,1,1,2,16,13,3,5,4,2,1,5,3,1,0,1,4,4,3,0,2,0,0,0,5,99,1,3,1,103,2,0,3,17,8,9,13,4,8,5,0,5,0,0,1,1,2,1,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,1
Kenyon,1991,Minnesota,MN,1572,MN02504,MN0250400,27,049,27049,local police department,"cities under 2,500",west north central,non-suburban,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,1991,Minnesota,MN,6327,MN02600,MN0260000,27,051,27051,sheriffs office,"non-msa cnty under 10,000",west north central,non-suburban,4,3,1,4,0,3,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hennepin,1991,Minnesota,MN,5483,MN02700,MN0270000,27,053,27053,sheriffs office,"msa cnty under 10,000",west north central,suburban,22,7,15,19,3,6,13,1,13,0,1,1,0,1,10,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15,0,0,0,3,2,1,3,0,2,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Bloomington,1991,Minnesota,MN,87458,MN02701,MN0270100,27,053,27053,local police department,"cities 50,000-99,999",west north central,suburban,484,311,173,357,127,220,133,91,133,4,12,38,20,30,33,31,14,13,11,2,9,8,44,28,23,20,5,5,1,2,4,2,8,16,2,3,5,6,3,1,2,3,3,5,11,20,10,8,3,3,4,4,5,231,61,9,10,150,13,9,1,36,19,17,33,3,18,15,1,15,0,1,4,4,6,0,3,1,2,0,0,1,1,6,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,1,0,12,3,2,0
Brooklyn Center,1991,Minnesota,MN,29262,MN02702,MN0270200,27,053,27053,local police department,"cities 25,000-49,999",west north central,suburban,1035,574,461,546,489,288,252,286,252,6,52,113,35,25,27,27,15,20,12,11,13,11,42,61,38,20,7,9,1,0,1,1,32,73,31,36,30,23,26,18,15,12,12,8,67,47,22,15,5,3,7,4,2,286,266,12,10,249,191,13,8,18,5,13,18,0,5,13,0,13,0,0,4,5,3,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,9,1,0
Brooklyn Park,1991,Minnesota,MN,57114,MN02703,MN0270300,27,053,27053,local police department,"cities 50,000-99,999",west north central,suburban,508,282,226,374,134,191,167,91,167,16,45,50,26,23,23,12,10,15,9,9,6,8,30,20,22,10,15,8,5,2,10,4,4,18,7,6,4,4,2,3,2,5,7,2,21,13,13,8,3,2,5,0,1,214,56,8,4,163,57,5,1,56,27,29,49,7,23,26,4,26,0,0,4,8,10,4,4,2,1,2,4,1,1,4,2,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,11,16,0,0,13,14,0,2
Crystal,1991,Minnesota,MN,24097,MN02704,MN0270400,27,053,27053,local police department,"cities 10,000-24,999",west north central,suburban,145,97,48,80,65,49,31,48,31,0,6,11,5,6,3,5,4,3,2,0,2,1,14,8,5,4,1,0,0,0,0,0,8,3,2,3,1,3,0,2,1,2,4,4,19,4,4,3,0,1,1,0,0,34,57,1,5,37,10,1,0,5,3,2,4,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0
Deephaven,1991,Minnesota,MN,3700,MN02705,MN0270500,27,053,27053,local police department,"cities 2,500-9,999",west north central,suburban,4,3,1,3,1,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edina,1991,Minnesota,MN,46669,MN02706,MN0270600,27,053,27053,local police department,"cities 25,000-49,999",west north central,suburban,466,281,185,250,216,153,97,128,97,0,8,34,25,18,12,10,7,5,8,3,1,9,24,17,32,18,7,5,2,3,2,0,13,29,12,19,15,12,6,3,9,3,8,0,20,18,16,6,9,4,4,0,10,191,71,16,3,129,45,10,1,11,1,10,6,5,1,5,0,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,3,1,0
South Lake Minnetonka,1991,Minnesota,MN,10534,MN02707,MN0270700,27,053,27053,local police department,"cities 10,000-24,999",west north central,suburban,29,11,18,25,4,8,17,3,17,0,1,8,2,3,3,1,0,0,0,1,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,11,0,0,0,18,0,0,0,10,5,5,8,2,4,4,1,4,0,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
Golden Valley,1991,Minnesota,MN,21243,MN02708,MN0270800,27,053,27053,local police department,"cities 10,000-24,999",west north central,suburban,66,51,15,53,13,39,14,12,14,0,1,10,2,0,1,0,0,1,0,1,0,1,7,7,4,3,5,5,1,1,3,0,1,0,0,0,0,0,1,0,0,2,0,0,1,4,0,0,0,1,1,1,1,36,11,4,0,10,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
