agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Avondale,1983,Arizona,AZ,8877,AZ00701,AZ0070100,04,013,04013,38,16,22,34,4,16,18,0,18,0,1,6,1,7,3,5,3,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,19,3,0,0
Buckeye,1983,Arizona,AZ,3751,AZ00703,AZ0070300,04,013,04013,15,8,7,15,0,8,7,0,7,0,0,1,1,4,1,2,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,1,0,0
Chandler,1983,Arizona,AZ,32308,AZ00705,AZ0070500,04,013,04013,61,19,42,58,3,19,35,0,35,4,5,7,9,9,5,2,1,3,6,3,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,2,37,0,0,5
El Mirage,1983,Arizona,AZ,4708,AZ00707,AZ0070700,04,013,04013,18,4,14,18,0,4,14,0,14,0,0,5,2,5,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0
Gilbert,1983,Arizona,AZ,6017,AZ00711,AZ0071100,04,013,04013,4,1,3,4,0,1,2,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Glendale,1983,Arizona,AZ,101273,AZ00713,AZ0071300,04,013,04013,222,101,121,183,39,98,84,3,84,1,7,27,22,22,6,25,12,5,8,6,8,4,16,9,3,1,1,0,0,0,0,1,6,13,8,5,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,96,4,0,1,119,2,0,0
Goodyear,1983,Arizona,AZ,2984,AZ00715,AZ0071500,04,013,04013,11,2,9,10,1,1,9,1,9,0,2,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,3,0,0
Mesa,1983,Arizona,AZ,163310,AZ00717,AZ0071700,04,013,04013,359,126,233,331,28,113,213,13,213,5,26,83,38,37,29,25,21,11,13,9,2,4,14,7,3,0,3,1,0,0,0,0,1,3,6,3,2,0,3,0,0,0,3,0,2,2,3,0,0,0,0,0,0,117,7,0,2,221,7,2,3
Paradise Valley,1983,Arizona,AZ,12194,AZ00719,AZ0071900,04,013,04013,16,6,10,14,2,6,8,0,8,0,0,0,6,2,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,10,0,0,0
Peoria,1983,Arizona,AZ,13502,AZ00721,AZ0072100,04,013,04013,40,16,24,39,1,16,23,0,23,0,0,9,9,1,4,4,4,0,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,20,4,0,0
Phoenix,1983,Arizona,AZ,843415,AZ00723,AZ0072300,04,013,04013,2337,1292,1045,2156,181,1184,943,108,943,29,111,240,226,188,178,182,131,95,86,99,67,59,216,126,56,34,19,8,2,1,3,2,9,19,16,17,10,6,7,8,9,11,5,6,18,16,13,7,1,1,0,0,0,988,254,2,48,884,149,0,12
Scottsdale,1983,Arizona,AZ,95698,AZ00725,AZ0072500,04,013,04013,190,105,85,168,22,87,79,18,79,2,7,25,19,14,14,25,9,12,7,5,4,2,11,8,1,1,0,2,0,0,0,0,0,1,0,3,0,1,0,0,1,1,1,3,5,3,0,2,1,0,0,0,0,88,14,0,3,77,6,1,1
Surprise,1983,Arizona,AZ,4054,AZ00727,AZ0072700,04,013,04013,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tempe,1983,Arizona,AZ,116001,AZ00729,AZ0072900,04,013,04013,119,30,89,116,3,30,84,0,84,2,17,40,11,9,7,6,5,4,4,2,0,2,4,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,1,82,7,0,0
Tolleson,1983,Arizona,AZ,4837,AZ00731,AZ0073100,04,013,04013,4,1,3,4,0,1,3,0,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Wickenburg,1983,Arizona,AZ,3876,AZ00733,AZ0073300,04,013,04013,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Youngtown,1983,Arizona,AZ,2449,AZ00735,AZ0073500,04,013,04013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guadalupe,1983,Arizona,AZ,4668,AZ00739,AZ0073900,04,013,04013,29,13,16,21,8,9,11,4,11,1,0,4,3,2,2,2,0,0,2,0,2,0,0,0,1,0,1,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,13,0,0,0,16,0,0,0
Arizona State University,1983,Arizona,AZ,0,AZ00797,AZ0079700,04,013,04013,10,6,4,10,0,6,4,0,4,0,0,0,0,0,4,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,3,0,0
Mohave,1983,Arizona,AZ,33154,AZ00800,AZ0080000,04,015,04015,129,66,63,110,19,59,42,7,42,9,7,9,7,8,11,5,4,4,6,5,3,1,13,7,4,1,2,3,0,1,0,0,2,5,1,2,2,0,1,1,0,0,0,0,1,2,1,1,0,0,0,0,0,59,0,0,7,63,0,0,0
Kingman,1983,Arizona,AZ,10084,AZ00801,AZ0080100,04,015,04015,59,21,38,42,17,19,20,2,20,3,1,4,6,2,7,8,2,0,2,1,1,2,3,0,0,0,0,0,0,0,0,0,8,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,38,0,0,0
Lake Havasu,1983,Arizona,AZ,17377,AZ00804,AZ0080400,04,015,04015,52,18,34,47,5,16,30,2,30,1,5,11,4,8,2,3,3,0,2,0,1,1,5,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,0,0,0,34,0,0,0
Navajo,1983,Arizona,AZ,47893,AZ00900,AZ0090000,04,017,04017,41,29,12,39,2,27,12,2,12,0,0,0,5,3,4,7,3,1,3,1,4,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,0,2,12,0,0,0
Holbrook,1983,Arizona,AZ,6293,AZ00901,AZ0090100,04,017,04017,29,15,14,28,1,15,13,0,13,0,0,1,1,4,7,1,3,3,0,0,0,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,6,0,0,8
Show Low,1983,Arizona,AZ,4693,AZ00903,AZ0090300,04,017,04017,20,8,12,19,1,7,12,1,12,0,3,0,1,4,4,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,12,0,0,0
Snowflake,1983,Arizona,AZ,3829,AZ00905,AZ0090500,04,017,04017,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Taylor,1983,Arizona,AZ,2081,AZ00907,AZ0090700,04,017,04017,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Winslow,1983,Arizona,AZ,8653,AZ00909,AZ0090900,04,017,04017,27,15,12,27,0,15,12,0,12,0,0,1,2,5,4,3,2,1,1,1,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,9,11,0,0,1
Pima,1983,Arizona,AZ,208046,AZ01000,AZ0100000,04,019,04019,283,111,172,266,17,104,155,7,155,7,8,47,34,30,36,22,14,11,7,5,4,5,18,11,1,1,1,3,1,0,0,0,1,2,1,4,2,0,2,0,1,0,0,0,3,0,0,0,1,0,0,0,0,103,6,1,1,167,3,2,0
South Tucson,1983,Arizona,AZ,7138,AZ01001,AZ0100100,04,019,04019,24,18,6,22,2,16,6,2,6,0,2,1,1,2,0,3,0,0,2,2,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,1,0,3,6,0,0,0
Tucson,1983,Arizona,AZ,361739,AZ01003,AZ0100300,04,019,04019,1035,579,456,964,71,533,398,46,398,33,44,106,86,73,89,105,57,43,35,45,27,25,93,53,17,11,8,7,3,1,3,0,4,6,6,6,3,1,11,8,3,0,3,2,8,5,1,2,1,1,0,0,0,497,62,1,19,391,53,7,5
Oro Valley,1983,Arizona,AZ,1641,AZ01007,AZ0100700,04,019,04019,2,0,2,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Marana,1983,Arizona,AZ,1838,AZ01009,AZ0100900,04,019,04019,4,2,2,4,0,2,2,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
University Of Arizona,1983,Arizona,AZ,0,AZ01097,AZ0109700,04,019,04019,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Pima Community College,1983,Arizona,AZ,0,AZ01098,AZ0109800,04,019,04019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinal,1983,Arizona,AZ,44210,AZ01100,AZ0110000,04,021,04021,86,36,50,81,5,35,45,1,45,1,7,17,4,7,10,12,4,2,0,2,1,1,7,2,3,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,1,45,2,0,3
Casa Grande,1983,Arizona,AZ,12900,AZ01101,AZ0110100,04,021,04021,106,54,52,90,16,44,46,10,46,0,12,13,5,10,6,12,8,2,1,3,1,1,8,4,1,3,0,0,0,0,0,0,0,0,2,2,2,0,3,0,1,0,1,1,1,2,1,0,0,0,0,0,0,38,9,0,7,43,4,0,5
Coolidge,1983,Arizona,AZ,7484,AZ01103,AZ0110300,04,021,04021,40,26,14,39,1,25,14,1,14,0,2,8,0,1,3,5,1,0,2,3,2,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,7,2,9,0,3
Eloy,1983,Arizona,AZ,6795,AZ01105,AZ0110500,04,021,04021,30,6,24,27,3,6,20,0,20,1,11,5,2,0,2,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,8,16,0,0
Florence,1983,Arizona,AZ,3713,AZ01107,AZ0110700,04,021,04021,8,0,8,8,0,0,7,0,7,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Kearny,1983,Arizona,AZ,2880,AZ01109,AZ0110900,04,021,04021,3,0,3,3,0,0,3,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Mammoth,1983,Arizona,AZ,2085,AZ01111,AZ0111100,04,021,04021,8,2,6,8,0,2,6,0,6,0,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0
Superior,1983,Arizona,AZ,5016,AZ01112,AZ0111200,04,021,04021,23,5,18,23,0,5,18,0,18,0,5,11,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0
Apache Junction,1983,Arizona,AZ,10835,AZ01113,AZ0111300,04,021,04021,23,11,12,21,2,9,12,2,12,0,1,3,0,2,6,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,12,0,0,0
Central Arizona College,1983,Arizona,AZ,0,AZ01197,AZ0119700,04,021,04021,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Santa Cruz,1983,Arizona,AZ,4132,AZ01200,AZ0120000,04,023,04023,7,5,2,7,0,5,2,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0
Nogales,1983,Arizona,AZ,15241,AZ01201,AZ0120100,04,023,04023,70,30,40,68,2,30,37,0,37,1,3,14,6,6,8,4,8,2,5,0,3,2,3,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,40,0,0,0
Patagonia Marshals Off,1983,Arizona,AZ,1065,AZ01203,AZ0120300,04,023,04023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yavapai,1983,Arizona,AZ,39528,AZ01300,AZ0130000,04,025,04025,99,43,56,97,2,41,54,2,54,2,1,7,12,16,18,6,2,4,6,1,3,0,8,6,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,34,3,0,6,53,0,0,3
Cottonwood,1983,Arizona,AZ,4918,AZ01303,AZ0130300,04,025,04025,7,6,1,7,0,6,1,0,1,0,0,0,0,0,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0
Jerome,1983,Arizona,AZ,448,AZ01305,AZ0130500,04,025,04025,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Prescott,1983,Arizona,AZ,21912,AZ01307,AZ0130700,04,025,04025,36,17,19,32,4,17,15,0,15,0,2,1,2,3,7,1,4,2,0,1,3,1,3,1,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,1,19,0,0,0
Yavapai College,1983,Arizona,AZ,0,AZ01308,AZ0130800,04,025,04025,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Prescott Valley,1983,Arizona,AZ,3089,AZ01311,AZ0131100,04,025,04025,9,3,6,7,2,3,4,0,4,0,2,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0
Chino Valley,1983,Arizona,AZ,2960,AZ01312,AZ0131200,04,025,04025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somerton,1983,Arizona,AZ,5965,AZ01403,AZ0140300,04,027,04027,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Yuma,1983,Arizona,AZ,45795,AZ01405,AZ0140500,04,027,04027,148,70,78,142,6,67,65,3,65,10,6,17,19,8,15,15,6,1,5,3,5,2,14,8,3,1,3,1,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,64,2,0,4,64,12,0,2
San Luis,1983,Arizona,AZ,2196,AZ01408,AZ0140800,04,027,04027,5,4,1,5,0,4,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0
Arizona Western College,1983,Arizona,AZ,0,AZ01497,AZ0149700,04,027,04027,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Lapaz County,1983,Arizona,AZ,10798,AZ01500,AZ0150000,04,012,04012,24,17,7,24,0,17,7,0,7,0,3,2,0,0,2,4,4,4,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,7,0,0,0
Parker,1983,Arizona,AZ,2773,AZ01501,AZ0150100,04,012,04012,4,3,1,4,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0
Arizona Dps,1983,Arizona,AZ,0,AZCISPX,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apache,1984,Arizona,AZ,46023,AZ00100,AZ0010000,04,001,04001,24,17,7,24,0,17,7,0,7,0,0,1,1,2,3,0,0,1,0,2,0,0,6,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,7,0,0,0
Eagar,1984,Arizona,AZ,3687,AZ00101,AZ0010100,04,001,04001,3,1,2,3,0,1,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Saint Johns,1984,Arizona,AZ,3698,AZ00103,AZ0010300,04,001,04001,6,3,3,5,1,2,3,1,3,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0
Springerville,1984,Arizona,AZ,1784,AZ00105,AZ0010500,04,001,04001,6,5,1,6,0,5,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
Cochise,1984,Arizona,AZ,32006,AZ00200,AZ0020000,04,003,04003,63,26,37,60,3,26,33,0,33,1,4,9,11,3,6,6,0,2,0,2,1,1,8,3,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,36,1,0,0
Benson,1984,Arizona,AZ,4437,AZ00201,AZ0020100,04,003,04003,5,0,5,5,0,0,4,0,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Bisbee,1984,Arizona,AZ,7422,AZ00203,AZ0020300,04,003,04003,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Douglas,1984,Arizona,AZ,14174,AZ00205,AZ0020500,04,003,04003,55,17,38,52,3,17,35,0,35,0,4,7,6,12,6,10,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,38,0,0,0
Huachuca City,1984,Arizona,AZ,2001,AZ00207,AZ0020700,04,003,04003,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sierra Vista,1984,Arizona,AZ,29453,AZ00209,AZ0020900,04,003,04003,37,8,29,30,7,8,22,0,22,0,6,6,4,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,27,2,0,0
Tombstone,1984,Arizona,AZ,1906,AZ00211,AZ0021100,04,003,04003,8,1,7,8,0,1,7,0,7,0,2,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0
Willcox,1984,Arizona,AZ,3552,AZ00213,AZ0021300,04,003,04003,19,13,6,19,0,13,5,0,5,1,0,3,0,0,2,2,0,0,4,2,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,0,0
Coconino,1984,Arizona,AZ,35466,AZ00300,AZ0030000,04,005,04005,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0
Flagstaff,1984,Arizona,AZ,36845,AZ00301,AZ0030100,04,005,04005,189,112,77,168,21,103,65,9,65,0,6,14,9,16,20,10,13,21,6,8,13,3,15,7,6,0,1,0,0,0,0,1,1,3,3,3,1,0,1,0,1,2,0,0,4,0,1,0,0,0,0,0,0,79,14,0,19,44,4,0,29
Fredonia,1984,Arizona,AZ,1186,AZ00303,AZ0030300,04,005,04005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williams,1984,Arizona,AZ,2326,AZ00307,AZ0030700,04,005,04005,4,2,2,4,0,2,2,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Page,1984,Arizona,AZ,5803,AZ00308,AZ0030800,04,005,04005,26,9,17,25,1,9,16,0,16,0,2,4,3,4,3,4,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,11,0,0,6
Northern Arizona Univ,1984,Arizona,AZ,0,AZ00397,AZ0039700,04,005,04005,6,5,1,5,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1
Gila,1984,Arizona,AZ,19781,AZ00400,AZ0040000,04,007,04007,11,6,5,9,2,5,4,1,4,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,1
Globe,1984,Arizona,AZ,7717,AZ00401,AZ0040100,04,007,04007,24,13,11,19,5,11,8,2,8,0,1,2,4,1,0,2,0,0,1,0,1,0,2,2,0,1,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,5,6,2,0,3
