agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Westfield,1997,Massachusetts,MA,38671,MA00722,MA0072200,25,013,25013,local police department,"cities 25,000-49,999",new england,suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Wilbraham,1997,Massachusetts,MA,13070,MA00723,MA0072300,25,013,25013,local police department,"cities 10,000-24,999",new england,suburban,3,1,2,3,0,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Westfield State College,1997,Massachusetts,MA,0,MA00724,MA0072400,25,013,25013,special jurisdiction,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amherst,1997,Massachusetts,MA,36615,MA00801,MA0080100,25,015,25015,local police department,"cities 25,000-49,999",new england,non-suburban,9,2,7,7,2,2,5,0,5,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1,1
Belchertown,1997,Massachusetts,MA,10994,MA00802,MA0080200,25,015,25015,local police department,"cities 10,000-24,999",new england,suburban,3,2,1,3,0,2,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Easthampton,1997,Massachusetts,MA,16148,MA00805,MA0080500,25,015,25015,local police department,"cities 10,000-24,999",new england,suburban,5,4,1,5,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0
Granby,1997,Massachusetts,MA,5781,MA00807,MA0080700,25,015,25015,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hadley,1997,Massachusetts,MA,4393,MA00808,MA0080800,25,015,25015,local police department,"cities 2,500-9,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatfield,1997,Massachusetts,MA,3307,MA00809,MA0080900,25,015,25015,local police department,"cities 2,500-9,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northampton,1997,Massachusetts,MA,29245,MA00812,MA0081200,25,015,25015,local police department,"cities 25,000-49,999",new england,suburban,2,0,2,2,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
South Hadley,1997,Massachusetts,MA,17340,MA00815,MA0081500,25,015,25015,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ware,1997,Massachusetts,MA,10191,MA00817,MA0081700,25,015,25015,local police department,"cities 10,000-24,999",new england,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Univ Of Mass-amherst,1997,Massachusetts,MA,0,MA00822,MA0082200,25,015,25015,special jurisdiction,"cities under 2,500",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acton,1997,Massachusetts,MA,18661,MA00901,MA0090100,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Arlington,1997,Massachusetts,MA,46606,MA00902,MA0090200,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,5,3,2,5,0,3,2,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0
Ashland,1997,Massachusetts,MA,12597,MA00904,MA0090400,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayer,1997,Massachusetts,MA,7172,MA00905,MA0090500,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bedford,1997,Massachusetts,MA,13568,MA00906,MA0090600,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belmont,1997,Massachusetts,MA,25814,MA00907,MA0090700,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Boxborough,1997,Massachusetts,MA,3487,MA00909,MA0090900,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burlington,1997,Massachusetts,MA,24332,MA00910,MA0091000,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Carlisle,1997,Massachusetts,MA,4522,MA00912,MA0091200,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Chelmsford,1997,Massachusetts,MA,33816,MA00913,MA0091300,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Concord,1997,Massachusetts,MA,17830,MA00914,MA0091400,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Dracut,1997,Massachusetts,MA,26727,MA00915,MA0091500,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,9,7,2,9,0,7,2,0,2,0,0,1,1,0,0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0
Everett,1997,Massachusetts,MA,34572,MA00917,MA0091700,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,7,7,0,3,4,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0
Framingham,1997,Massachusetts,MA,67868,MA00918,MA0091800,25,017,25017,local police department,"cities 50,000-99,999",new england,suburban,21,15,6,14,7,11,3,4,3,0,0,0,1,2,0,2,0,0,0,0,0,0,3,3,1,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,12,2,1,0,1,5,0,0
Holliston,1997,Massachusetts,MA,13496,MA00920,MA0092000,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hopkinton,1997,Massachusetts,MA,9594,MA00921,MA0092100,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hudson,1997,Massachusetts,MA,17994,MA00922,MA0092200,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,2,1,1,2,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Lexington,1997,Massachusetts,MA,30255,MA00923,MA0092300,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln,1997,Massachusetts,MA,8004,MA00924,MA0092400,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleton,1997,Massachusetts,MA,7361,MA00925,MA0092500,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malden,1997,Massachusetts,MA,52462,MA00927,MA0092700,25,017,25017,local police department,"cities 50,000-99,999",new england,suburban,14,11,3,13,1,10,3,1,3,0,0,0,0,3,0,0,1,0,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,2,1,0,0
Marlborough,1997,Massachusetts,MA,33701,MA00928,MA0092800,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maynard,1997,Massachusetts,MA,10779,MA00929,MA0092900,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Medford,1997,Massachusetts,MA,56378,MA00930,MA0093000,25,017,25017,local police department,"cities 50,000-99,999",new england,suburban,23,14,9,22,1,14,8,0,8,0,0,1,1,3,3,5,2,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,7,2,0,0
Melrose,1997,Massachusetts,MA,27570,MA00931,MA0093100,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natick,1997,Massachusetts,MA,31860,MA00932,MA0093200,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Newton,1997,Massachusetts,MA,86445,MA00933,MA0093300,25,017,25017,local police department,"cities 50,000-99,999",new england,suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
North Reading,1997,Massachusetts,MA,12530,MA00934,MA0093400,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pepperell,1997,Massachusetts,MA,10541,MA00935,MA0093500,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Reading,1997,Massachusetts,MA,23537,MA00936,MA0093600,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,3,2,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Shirley,1997,Massachusetts,MA,6386,MA00938,MA0093800,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somerville,1997,Massachusetts,MA,69817,MA00939,MA0093900,25,017,25017,local police department,"cities 50,000-99,999",new england,suburban,28,21,7,21,7,15,6,6,6,0,0,0,3,2,1,3,0,0,2,0,1,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,20,1,0,0,7,0,0,0
Stoneham,1997,Massachusetts,MA,23186,MA00940,MA0094000,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudbury,1997,Massachusetts,MA,14992,MA00942,MA0094200,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tewksbury,1997,Massachusetts,MA,28472,MA00943,MA0094300,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,4,3,1,2,2,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
Tyngsboro,1997,Massachusetts,MA,9022,MA00945,MA0094500,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wakefield,1997,Massachusetts,MA,25923,MA00946,MA0094600,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,7,3,4,7,0,3,4,0,4,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0
Waltham,1997,Massachusetts,MA,55488,MA00947,MA0094700,25,017,25017,local police department,"cities 50,000-99,999",new england,suburban,4,3,1,4,0,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watertown,1997,Massachusetts,MA,31836,MA00948,MA0094800,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,4,1,3,2,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
Wayland,1997,Massachusetts,MA,12397,MA00949,MA0094900,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,2,0,2,2,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Westford,1997,Massachusetts,MA,17116,MA00950,MA0095000,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weston,1997,Massachusetts,MA,10649,MA00951,MA0095100,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilmington,1997,Massachusetts,MA,18431,MA00952,MA0095200,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Winchester,1997,Massachusetts,MA,21162,MA00953,MA0095300,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Woburn,1997,Massachusetts,MA,36836,MA00954,MA0095400,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Middlesex Bay Trans Auth,1997,Massachusetts,MA,0,MA009BA,MA009BA00,25,017,25017,special jurisdiction,"msa cnty under 10,000",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boston College,1997,Massachusetts,MA,0,MA009BC,MA009BC00,25,017,25017,special jurisdiction,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mass Inst Of Technology,1997,Massachusetts,MA,0,MA009IT,MA009IT00,25,017,25017,special jurisdiction,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tufts University-medford,1997,Massachusetts,MA,0,MA009TU,MA009TU00,25,017,25017,special jurisdiction,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nantucket,1997,Massachusetts,MA,6880,MA01001,MA0100100,25,019,25019,local police department,"cities 2,500-9,999",new england,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Avon,1997,Massachusetts,MA,4758,MA01101,MA0110100,25,021,25021,local police department,"cities 2,500-9,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bellingham,1997,Massachusetts,MA,15433,MA01102,MA0110200,25,021,25021,local police department,"cities 10,000-24,999",new england,suburban,3,2,1,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
Braintree,1997,Massachusetts,MA,35107,MA01103,MA0110300,25,021,25021,local police department,"cities 25,000-49,999",new england,suburban,21,16,5,17,4,13,4,3,4,0,0,1,2,1,0,8,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,3,0,0,5,0,0,0
Brookline,1997,Massachusetts,MA,56774,MA01104,MA0110400,25,021,25021,local police department,"cities 50,000-99,999",new england,suburban,18,10,8,15,3,9,6,1,6,0,1,2,1,1,1,1,0,1,1,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6,0,0,3,5,0,0
Canton,1997,Massachusetts,MA,19224,MA01105,MA0110500,25,021,25021,local police department,"cities 10,000-24,999",new england,suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cohasset,1997,Massachusetts,MA,7339,MA01106,MA0110600,25,021,25021,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dedham,1997,Massachusetts,MA,24674,MA01107,MA0110700,25,021,25021,local police department,"cities 10,000-24,999",new england,suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
