agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
West Hartford,2001,Connecticut,CT,63953,CT00155,CT0015500,09,003,09003,local police department,"cities 50,000-99,999",new england,suburban,34,25,9,33,1,24,9,1,9,0,0,1,5,0,3,9,0,2,1,1,0,2,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,15,0,0,7,2,0,0
West Haven,2001,Connecticut,CT,52660,CT00156,CT0015600,09,009,09009,local police department,"cities 50,000-99,999",new england,suburban,9,0,9,9,0,0,9,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0
Weston,2001,Connecticut,CT,10094,CT00157,CT0015700,09,001,09001,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westport,2001,Connecticut,CT,25897,CT00158,CT0015800,09,001,09001,local police department,"cities 25,000-49,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wethersfield,2001,Connecticut,CT,26421,CT00159,CT0015900,09,003,09003,local police department,"cities 25,000-49,999",new england,suburban,8,3,5,6,2,2,4,1,4,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,2,3,0,0
Wilton,2001,Connecticut,CT,17734,CT00161,CT0016100,09,001,09001,local police department,"cities 10,000-24,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Winchester,2001,Connecticut,CT,10725,CT00162,CT0016200,09,005,09005,local police department,"cities 10,000-24,999",new england,suburban,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Willimantic,2001,Connecticut,CT,15914,CT00163,CT0016300,09,015,09015,local police department,"cities 10,000-24,999",new england,non-suburban,14,8,6,11,3,8,3,0,3,0,0,2,0,1,0,0,0,1,1,0,2,1,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,1,0,0
Windsor,2001,Connecticut,CT,28399,CT00164,CT0016400,09,003,09003,local police department,"cities 25,000-49,999",new england,suburban,11,10,1,9,2,8,1,2,1,0,0,0,0,1,0,1,0,1,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0
Windsor Locks,2001,Connecticut,CT,12112,CT00165,CT0016500,09,003,09003,local police department,"cities 10,000-24,999",new england,suburban,3,2,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Wolcott,2001,Connecticut,CT,15302,CT00166,CT0016600,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,7,2,5,6,1,2,4,0,4,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0
Woodbridge,2001,Connecticut,CT,9034,CT00167,CT0016700,09,009,09009,local police department,"cities 2,500-9,999",new england,suburban,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Yale University,2001,Connecticut,CT,0,CT00169,CT0016900,09,009,09009,special jurisdiction,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Univ Of Ct: Storrs,2001,Connecticut,CT,0,CT00170,CT0017000,09,013,09013,special jurisdiction,"cities under 2,500",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Connecticut St U,2001,Connecticut,CT,0,CT00190,CT0019000,09,003,09003,special jurisdiction,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Connecticut St U,2001,Connecticut,CT,0,CT00191,CT0019100,09,015,09015,special jurisdiction,"cities under 2,500",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Univ Of Ct:health Center,2001,Connecticut,CT,0,CT00192,CT0019200,09,003,09003,special jurisdiction,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Connecticut St U,2001,Connecticut,CT,0,CT00193,CT0019300,09,001,09001,special jurisdiction,"cities under 2,500",new england,suburban,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
So Conn State University,2001,Connecticut,CT,0,CT00194,CT0019400,09,009,09009,special jurisdiction,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Groton Town,2001,Connecticut,CT,29398,CT00A59,CT00A5900,09,011,09011,local police department,"cities 25,000-49,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Groton Long Point,2001,Connecticut,CT,671,CT00B59,CT00B5900,09,011,09011,local police department,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connecticut State Police,2001,Connecticut,CT,505642,CTCSP00,CTCSP0000,09,009,09009,state law enforcement agency,"non-msa cnty 100,000 or over",new england,non-suburban,139,103,36,122,17,91,31,12,31,0,2,6,2,12,9,7,9,2,6,2,5,5,12,18,11,8,0,3,3,0,0,0,0,1,1,3,0,0,1,0,2,0,0,2,1,2,4,0,0,0,0,0,0,65,37,1,0,23,13,0,0
Ansonia,2002,Connecticut,CT,18853,CT00002,CT0000200,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,3,1,2,3,0,1,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Avon,2002,Connecticut,CT,16087,CT00004,CT0000400,09,003,09003,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,2002,Connecticut,CT,18509,CT00007,CT0000700,09,003,09003,local police department,"cities 10,000-24,999",new england,suburban,7,5,2,7,0,5,2,0,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0
Bethel,2002,Connecticut,CT,18358,CT00009,CT0000900,09,001,09001,local police department,"cities 10,000-24,999",new england,suburban,19,16,3,19,0,16,3,0,3,0,0,1,0,1,1,0,0,0,4,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,3,0,0,0
Bloomfield,2002,Connecticut,CT,19903,CT00011,CT0001100,09,003,09003,local police department,"cities 10,000-24,999",new england,suburban,11,10,1,11,0,10,1,0,1,0,0,0,0,0,1,0,1,3,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0
Branford,2002,Connecticut,CT,29146,CT00014,CT0001400,09,009,09009,local police department,"cities 25,000-49,999",new england,suburban,6,6,0,5,1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0
Bridgeport,2002,Connecticut,CT,141780,CT00015,CT0001500,09,001,09001,local police department,"cities 100,000-249,999",new england,non-suburban,197,123,74,180,17,110,70,13,70,0,1,13,12,20,24,23,13,8,7,8,3,4,15,15,8,3,3,0,0,0,0,0,0,2,0,1,1,2,2,0,2,0,1,1,1,1,1,0,1,0,1,0,0,49,74,0,0,36,37,0,1
Bristol,2002,Connecticut,CT,61031,CT00017,CT0001700,09,003,09003,local police department,"cities 50,000-99,999",new england,suburban,17,13,4,11,6,9,2,4,2,0,0,0,1,1,0,1,1,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,9,4,0,0,4,0,0,0
Brookfield,2002,Connecticut,CT,15917,CT00018,CT0001800,09,001,09001,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canton,2002,Connecticut,CT,8982,CT00023,CT0002300,09,003,09003,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire,2002,Connecticut,CT,29003,CT00025,CT0002500,09,009,09009,local police department,"cities 25,000-49,999",new england,suburban,2,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Clinton,2002,Connecticut,CT,13306,CT00027,CT0002700,09,007,09007,local police department,"cities 10,000-24,999",new england,suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Coventry,2002,Connecticut,CT,11689,CT00032,CT0003200,09,013,09013,local police department,"cities 10,000-24,999",new england,suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
Cromwell,2002,Connecticut,CT,13079,CT00033,CT0003300,09,007,09007,local police department,"cities 10,000-24,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Danbury,2002,Connecticut,CT,76055,CT00034,CT0003400,09,001,09001,local police department,"cities 50,000-99,999",new england,non-suburban,22,11,11,21,1,10,11,1,11,0,0,3,5,2,1,2,2,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,5,6,0,0
Darien,2002,Connecticut,CT,19923,CT00035,CT0003500,09,001,09001,local police department,"cities 10,000-24,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Derby,2002,Connecticut,CT,12591,CT00037,CT0003700,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
East Hampton,2002,Connecticut,CT,13568,CT00042,CT0004200,09,007,09007,local police department,"cities 10,000-24,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
East Hartford,2002,Connecticut,CT,50375,CT00043,CT0004300,09,003,09003,local police department,"cities 50,000-99,999",new england,suburban,12,7,5,8,4,4,4,3,4,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,2,0,0,3,2,0,0
East Haven,2002,Connecticut,CT,28643,CT00044,CT0004400,09,009,09009,local police department,"cities 25,000-49,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easton,2002,Connecticut,CT,7389,CT00046,CT0004600,09,001,09001,local police department,"cities 2,500-9,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
East Windsor,2002,Connecticut,CT,9977,CT00047,CT0004700,09,003,09003,local police department,"cities 2,500-9,999",new england,suburban,4,2,2,3,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0
Enfield,2002,Connecticut,CT,45941,CT00049,CT0004900,09,003,09003,local police department,"cities 25,000-49,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield,2002,Connecticut,CT,58265,CT00051,CT0005100,09,001,09001,local police department,"cities 50,000-99,999",new england,suburban,4,2,2,3,1,1,2,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0
Farmington,2002,Connecticut,CT,24023,CT00052,CT0005200,09,003,09003,local police department,"cities 10,000-24,999",new england,suburban,17,16,1,12,5,11,1,5,1,0,0,0,0,0,1,0,0,4,0,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,11,1,0,1,0,0,0
Glastonbury,2002,Connecticut,CT,32390,CT00054,CT0005400,09,003,09003,local police department,"cities 25,000-49,999",new england,suburban,4,4,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0
Granby,2002,Connecticut,CT,10514,CT00056,CT0005600,09,003,09003,local police department,"cities 10,000-24,999",new england,suburban,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Greenwich,2002,Connecticut,CT,62087,CT00057,CT0005700,09,001,09001,local police department,"cities 50,000-99,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Groton,2002,Connecticut,CT,10171,CT00059,CT0005900,09,011,09011,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guilford,2002,Connecticut,CT,21743,CT00060,CT0006000,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Hamden,2002,Connecticut,CT,57831,CT00062,CT0006200,09,009,09009,local police department,"cities 50,000-99,999",new england,suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hartford,2002,Connecticut,CT,123540,CT00064,CT0006400,09,003,09003,local police department,"cities 100,000-249,999",new england,non-suburban,213,171,42,194,19,154,40,17,40,0,0,0,0,17,23,24,20,21,11,11,7,4,19,12,17,5,2,0,1,0,0,0,0,0,0,0,2,2,2,2,2,0,2,0,1,0,4,0,2,0,0,0,0,85,86,0,0,25,17,0,0
Madison,2002,Connecticut,CT,18146,CT00076,CT0007600,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester,2002,Connecticut,CT,55623,CT00077,CT0007700,09,003,09003,local police department,"cities 50,000-99,999",new england,suburban,17,12,5,11,6,8,3,4,3,0,0,0,2,0,1,1,1,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,11,1,0,0,4,1,0,0
Meriden,2002,Connecticut,CT,59184,CT00080,CT0008000,09,009,09009,local police department,"cities 50,000-99,999",new england,non-suburban,17,14,3,15,2,13,2,1,2,0,0,0,1,1,0,3,2,0,1,2,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,2,0,0,3,0,0,0
Middlebury,2002,Connecticut,CT,6555,CT00081,CT0008100,09,009,09009,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middletown,2002,Connecticut,CT,43863,CT00083,CT0008300,09,007,09007,local police department,"cities 25,000-49,999",new england,non-suburban,2,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Milford,2002,Connecticut,CT,53149,CT00084,CT0008400,09,009,09009,local police department,"cities 50,000-99,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe,2002,Connecticut,CT,19557,CT00085,CT0008500,09,001,09001,local police department,"cities 10,000-24,999",new england,suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Naugatuck,2002,Connecticut,CT,31489,CT00088,CT0008800,09,009,09009,local police department,"cities 25,000-49,999",new england,suburban,11,10,1,9,2,8,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,1,0,0,0
New Britain,2002,Connecticut,CT,72692,CT00089,CT0008900,09,003,09003,local police department,"cities 50,000-99,999",new england,suburban,108,69,39,102,6,66,36,3,36,0,5,4,1,24,2,4,6,0,5,3,1,2,39,5,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,5,0,0,39,0,0,0
New Canaan,2002,Connecticut,CT,19708,CT00090,CT0009000,09,001,09001,local police department,"cities 10,000-24,999",new england,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
New Haven,2002,Connecticut,CT,125620,CT00093,CT0009300,09,009,09009,local police department,"cities 100,000-249,999",new england,non-suburban,92,52,40,81,11,46,35,6,35,0,0,10,8,8,9,11,5,8,4,2,1,0,4,7,1,2,1,0,0,0,0,0,0,1,1,2,1,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,17,34,1,0,12,28,0,0
Newington,2002,Connecticut,CT,29779,CT00094,CT0009400,09,003,09003,local police department,"cities 25,000-49,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New London,2002,Connecticut,CT,26085,CT00095,CT0009500,09,011,09011,local police department,"cities 25,000-49,999",new england,non-suburban,15,9,6,12,3,6,6,3,6,0,0,2,1,2,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,6,3,0,0,1,5,0,0
New Milford,2002,Connecticut,CT,27558,CT00096,CT0009600,09,005,09005,local police department,"cities 25,000-49,999",new england,suburban,2,1,1,2,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Newtown,2002,Connecticut,CT,25434,CT00097,CT0009700,09,001,09001,local police department,"cities 25,000-49,999",new england,suburban,8,6,2,7,1,5,2,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0
North Branford,2002,Connecticut,CT,14131,CT00099,CT0009900,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
