agency,year,state,population,ORI,anti_white_violent,anti_multi_racial_group_violent,anti_muslim_violent,anti_hispanic_violent,anti_black_violent,anti_mental_disability_violent,anti_male_homosexual_gay_violent,anti_ethnicity_other_than_hispanic_violent,anti_jewish_violent,anti_american_indian_or_native_alaskan_violent,anti_physical_disability_violent,anti_transgender_violent,anti_other_religion_violent,anti_asian_violent,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_violent,anti_female_homosexual_lesbian_violent,anti_catholic_violent,anti_multi_religious_group_violent,anti_bisexual_violent,anti_arab_violent,anti_native_hawaiian_or_other_pacific_islander_violent,anti_heterosexual_violent,anti_other_christian_violent,anti_sikh_violent,anti_protestant_violent,anti_gender_non_conforming_violent,anti_female_violent,anti_hindu_violent,anti_jehovahs_witness_violent,anti_buddhist_violent,anti_mormon_violent,anti_atheism_agnosticism_violent,anti_eastern_orthodox_greek_russian_etc_violent,anti_male_violent,anti_total_violent,anti_white_nonviolent,anti_multi_racial_group_nonviolent,anti_muslim_nonviolent,anti_hispanic_nonviolent,anti_black_nonviolent,anti_mental_disability_nonviolent,anti_male_homosexual_gay_nonviolent,anti_ethnicity_other_than_hispanic_nonviolent,anti_jewish_nonviolent,anti_american_indian_or_native_alaskan_nonviolent,anti_physical_disability_nonviolent,anti_transgender_nonviolent,anti_other_religion_nonviolent,anti_asian_nonviolent,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_nonviolent,anti_female_homosexual_lesbian_nonviolent,anti_catholic_nonviolent,anti_multi_religious_group_nonviolent,anti_bisexual_nonviolent,anti_arab_nonviolent,anti_native_hawaiian_or_other_pacific_islander_nonviolent,anti_heterosexual_nonviolent,anti_other_christian_nonviolent,anti_sikh_nonviolent,anti_protestant_nonviolent,anti_gender_non_conforming_nonviolent,anti_female_nonviolent,anti_hindu_nonviolent,anti_jehovahs_witness_nonviolent,anti_buddhist_nonviolent,anti_mormon_nonviolent,anti_atheism_agnosticism_nonviolent,anti_eastern_orthodox_greek_russian_etc_nonviolent,anti_male_nonviolent,anti_total_nonviolent,anti_white_total,anti_multi_racial_group_total,anti_muslim_total,anti_hispanic_total,anti_black_total,anti_mental_disability_total,anti_male_homosexual_gay_total,anti_ethnicity_other_than_hispanic_total,anti_jewish_total,anti_american_indian_or_native_alaskan_total,anti_physical_disability_total,anti_transgender_total,anti_other_religion_total,anti_asian_total,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_total,anti_female_homosexual_lesbian_total,anti_catholic_total,anti_multi_religious_group_total,anti_bisexual_total,anti_arab_total,anti_native_hawaiian_or_other_pacific_islander_total,anti_heterosexual_total,anti_other_christian_total,anti_sikh_total,anti_protestant_total,anti_gender_non_conforming_total,anti_female_total,anti_hindu_total,anti_jehovahs_witness_total,anti_buddhist_total,anti_mormon_total,anti_atheism_agnosticism_total,anti_eastern_orthodox_greek_russian_etc_total,anti_male_total,anti_total_total
San Francisco Police Department,2007,California,733799,CA0380100,6,1,0,2,8,0,14,3,2,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,1,1,3,7,0,0,0,2,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,2,1,5,15,0,14,3,4,0,0,0,2,7,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
San Francisco Police Department,1993,California,736377,CA0380100,62,4,0,3,36,0,73,2,20,0,0,0,0,26,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,5,2,0,0,3,0,15,1,16,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,67,6,0,3,39,0,88,3,36,0,0,0,0,33,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
San Francisco Police Department,1995,California,738371,CA0380100,41,2,1,2,42,0,88,10,13,0,0,0,2,26,2,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,250,2,0,0,1,2,0,3,1,6,0,0,0,0,5,3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,43,2,1,3,44,0,91,11,19,0,0,0,2,31,5,23,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,280
San Francisco Police Department,1998,California,741362,CA0380100,29,5,1,6,14,0,77,5,4,0,0,0,0,24,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,3,0,1,9,0,12,3,5,0,0,0,0,6,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,29,8,1,7,23,0,89,8,9,0,0,0,0,30,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218
San Francisco Police Department,1994,California,741568,CA0380100,52,3,1,2,41,0,77,7,15,0,0,0,4,28,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,241,3,0,1,1,4,0,4,4,8,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,55,3,2,3,45,0,81,11,23,0,0,0,5,29,0,9,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,270
San Francisco Police Department,1996,California,745127,CA0380100,36,4,0,13,45,0,72,7,13,0,0,0,0,26,2,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,228,8,0,0,3,4,0,2,0,5,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,44,4,0,16,49,0,74,7,18,0,0,0,0,32,3,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,260
San Francisco Police Department,2006,California,746085,CA0380100,9,0,0,1,4,0,20,8,2,0,0,0,0,3,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,3,2,1,3,0,2,1,15,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,12,3,2,2,7,0,22,9,17,0,0,0,0,3,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
San Francisco Police Department,2005,California,749172,CA0380100,10,1,0,1,9,0,32,10,3,0,1,0,0,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1,4,0,0,0,0,5,1,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,5,0,1,9,0,37,11,10,0,1,0,0,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
San Francisco Police Department,1992,California,750885,CA0380100,10,0,0,1,10,0,19,3,2,0,0,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,1,11,0,20,3,3,0,0,0,2,9,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
San Francisco Police Department,1997,California,754239,CA0380100,26,8,0,5,47,0,74,11,11,0,0,0,0,26,2,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225,2,0,0,1,1,0,5,2,8,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,28,8,0,6,48,0,79,13,19,0,0,0,0,35,4,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,256
