agency,year,state,population,ORI,anti_white_violent,anti_multi_racial_group_violent,anti_muslim_violent,anti_hispanic_violent,anti_black_violent,anti_mental_disability_violent,anti_male_homosexual_gay_violent,anti_ethnicity_other_than_hispanic_violent,anti_jewish_violent,anti_american_indian_or_native_alaskan_violent,anti_physical_disability_violent,anti_transgender_violent,anti_other_religion_violent,anti_asian_violent,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_violent,anti_female_homosexual_lesbian_violent,anti_catholic_violent,anti_multi_religious_group_violent,anti_bisexual_violent,anti_arab_violent,anti_native_hawaiian_or_other_pacific_islander_violent,anti_heterosexual_violent,anti_other_christian_violent,anti_sikh_violent,anti_protestant_violent,anti_gender_non_conforming_violent,anti_female_violent,anti_hindu_violent,anti_jehovahs_witness_violent,anti_buddhist_violent,anti_mormon_violent,anti_atheism_agnosticism_violent,anti_eastern_orthodox_greek_russian_etc_violent,anti_male_violent,anti_total_violent,anti_white_nonviolent,anti_multi_racial_group_nonviolent,anti_muslim_nonviolent,anti_hispanic_nonviolent,anti_black_nonviolent,anti_mental_disability_nonviolent,anti_male_homosexual_gay_nonviolent,anti_ethnicity_other_than_hispanic_nonviolent,anti_jewish_nonviolent,anti_american_indian_or_native_alaskan_nonviolent,anti_physical_disability_nonviolent,anti_transgender_nonviolent,anti_other_religion_nonviolent,anti_asian_nonviolent,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_nonviolent,anti_female_homosexual_lesbian_nonviolent,anti_catholic_nonviolent,anti_multi_religious_group_nonviolent,anti_bisexual_nonviolent,anti_arab_nonviolent,anti_native_hawaiian_or_other_pacific_islander_nonviolent,anti_heterosexual_nonviolent,anti_other_christian_nonviolent,anti_sikh_nonviolent,anti_protestant_nonviolent,anti_gender_non_conforming_nonviolent,anti_female_nonviolent,anti_hindu_nonviolent,anti_jehovahs_witness_nonviolent,anti_buddhist_nonviolent,anti_mormon_nonviolent,anti_atheism_agnosticism_nonviolent,anti_eastern_orthodox_greek_russian_etc_nonviolent,anti_male_nonviolent,anti_total_nonviolent,anti_white_sexual,anti_multi_racial_group_sexual,anti_muslim_sexual,anti_hispanic_sexual,anti_black_sexual,anti_mental_disability_sexual,anti_male_homosexual_gay_sexual,anti_ethnicity_other_than_hispanic_sexual,anti_jewish_sexual,anti_american_indian_or_native_alaskan_sexual,anti_physical_disability_sexual,anti_transgender_sexual,anti_other_religion_sexual,anti_asian_sexual,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_sexual,anti_female_homosexual_lesbian_sexual,anti_catholic_sexual,anti_multi_religious_group_sexual,anti_bisexual_sexual,anti_arab_sexual,anti_native_hawaiian_or_other_pacific_islander_sexual,anti_heterosexual_sexual,anti_other_christian_sexual,anti_sikh_sexual,anti_protestant_sexual,anti_gender_non_conforming_sexual,anti_female_sexual,anti_hindu_sexual,anti_jehovahs_witness_sexual,anti_buddhist_sexual,anti_mormon_sexual,anti_atheism_agnosticism_sexual,anti_eastern_orthodox_greek_russian_etc_sexual,anti_male_sexual,anti_total_sexual,anti_white_total,anti_multi_racial_group_total,anti_muslim_total,anti_hispanic_total,anti_black_total,anti_mental_disability_total,anti_male_homosexual_gay_total,anti_ethnicity_other_than_hispanic_total,anti_jewish_total,anti_american_indian_or_native_alaskan_total,anti_physical_disability_total,anti_transgender_total,anti_other_religion_total,anti_asian_total,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_total,anti_female_homosexual_lesbian_total,anti_catholic_total,anti_multi_religious_group_total,anti_bisexual_total,anti_arab_total,anti_native_hawaiian_or_other_pacific_islander_total,anti_heterosexual_total,anti_other_christian_total,anti_sikh_total,anti_protestant_total,anti_gender_non_conforming_total,anti_female_total,anti_hindu_total,anti_jehovahs_witness_total,anti_buddhist_total,anti_mormon_total,anti_atheism_agnosticism_total,anti_eastern_orthodox_greek_russian_etc_total,anti_male_total,anti_total_total
Los Angeles Police Department,2009,California,3841707,CA0194200,3,1,1,7,43,0,6,4,12,0,0,0,0,1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,1,0,4,24,0,4,8,38,0,0,0,5,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,11,67,0,10,12,50,0,0,0,5,2,21,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,190
Los Angeles Police Department,2010,California,3841707,CA0194200,7,1,0,15,14,0,7,6,2,0,1,0,0,0,19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,1,0,3,15,0,1,9,18,0,0,0,5,0,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,18,29,0,8,15,20,0,1,0,5,0,26,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138
Los Angeles Police Department,2008,California,3850920,CA0194200,4,2,2,32,66,0,13,5,12,0,0,0,16,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,3,2,0,2,35,0,1,3,40,0,0,0,6,0,10,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,2,34,101,0,15,8,52,0,0,0,22,0,23,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,280
Los Angeles Police Department,2012,California,3855122,CA0194200,3,1,1,7,24,0,11,3,6,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,1,1,4,11,0,1,3,16,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,11,35,0,13,6,22,0,0,0,1,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
Los Angeles Police Department,2004,California,3864018,CA0194200,10,4,6,31,48,0,19,13,13,0,0,0,2,5,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,3,6,19,0,6,3,27,0,0,0,3,2,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,37,67,0,25,16,40,0,0,0,5,7,13,6,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,244
Los Angeles Police Department,2007,California,3870487,CA0194200,8,4,0,32,65,0,10,6,9,0,0,0,1,6,22,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,170,5,6,1,9,37,0,3,7,31,0,0,0,4,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,1,41,102,0,13,13,40,0,0,0,5,7,25,4,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,279
Los Angeles Police Department,2005,California,3871077,CA0194200,10,1,1,22,61,0,8,8,17,1,0,0,0,2,20,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,158,1,9,0,5,18,0,5,4,14,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,27,79,0,13,12,31,1,0,0,1,3,21,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,219
Los Angeles Police Department,2013,California,3878725,CA0194200,4,0,0,6,21,0,7,2,7,0,0,2,1,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,2,0,15,0,2,1,17,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6,36,0,9,3,24,0,0,2,3,1,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
Los Angeles Police Department,2006,California,3879455,CA0194200,7,2,2,24,55,0,17,9,9,0,0,0,0,3,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,4,1,0,3,22,1,0,5,15,0,0,0,3,0,6,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,2,27,77,1,17,14,24,0,0,0,3,3,20,4,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,211
Los Angeles Police Department,2014,California,3906772,CA0194200,6,0,0,3,26,0,17,2,5,0,0,10,1,1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,6,11,2,2,3,31,0,0,0,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,37,2,19,5,36,0,0,10,4,1,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
Los Angeles Police Department,2015,California,3962726,CA0194200,7,0,7,14,32,0,26,7,10,0,0,4,1,3,9,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,126,1,3,1,4,15,0,4,3,29,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,18,47,0,30,10,39,0,0,4,1,4,9,4,0,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,192
Los Angeles Police Department,2017,California,4007147,CA0194200,7,0,5,26,40,0,49,4,5,0,0,10,1,7,12,4,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,176,4,1,3,7,19,0,14,8,25,0,0,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,8,33,59,0,63,12,30,0,0,11,1,9,12,5,2,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,263
Los Angeles Police Department,2016,California,4007905,CA0194200,4,4,3,18,34,0,38,3,5,0,0,11,2,6,5,6,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,144,8,3,0,3,14,0,7,11,24,0,0,1,0,1,2,0,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,7,3,21,49,0,45,14,29,0,0,12,2,7,7,6,2,0,0,2,0,0,7,0,0,1,1,0,0,0,0,0,0,0,227
